target,candidate_set,component,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20
BCL2,context,raw_logit,3,150,153,0.7844444444444445,0.13092105263157894,4,4,4.0,0.25,1.0,0.3333333333333333,0.2,10.200000000000001,0.20210734650054757,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.20210734650054757,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.3106882196015811,1.0
BCL2,context,adjusted_logit,3,150,153,0.7844444444444445,0.13092105263157894,4,4,4.0,0.25,1.0,0.3333333333333333,0.2,10.200000000000001,0.20210734650054757,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.20210734650054757,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.3106882196015811,1.0
BCL2,context,probability,3,150,153,0.7844444444444445,0.13092105263157894,4,4,4.0,0.25,1.0,0.3333333333333333,0.2,10.200000000000001,0.20210734650054757,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.20210734650054757,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.3106882196015811,1.0
BCL2,background,raw_logit,3,150,153,0.7311111111111112,0.05818872485539152,13,13,13.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.12325583919272352,1.0
BCL2,background,adjusted_logit,3,150,153,0.7311111111111112,0.05818872485539152,13,13,13.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.12325583919272352,1.0
BCL2,background,probability,3,150,153,0.7311111111111112,0.05818872485539152,13,13,13.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.12325583919272352,1.0
BCL2,low_plausibility,raw_logit,3,150,153,0.5644444444444444,0.07476896625832795,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.16716045496620227,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.16716045496620227,1.0
BCL2,low_plausibility,adjusted_logit,3,150,153,0.5644444444444444,0.07476896625832795,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.16716045496620227,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.16716045496620227,1.0
BCL2,low_plausibility,probability,3,150,153,0.5644444444444444,0.07476896625832795,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.16716045496620227,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.16716045496620227,1.0
BCL2,context_background,raw_logit,3,300,303,0.7577777777777778,0.0404957805907173,16,16,16.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11480929472601784,1.0
BCL2,context_background,adjusted_logit,3,300,303,0.7577777777777778,0.0404957805907173,16,16,16.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11480929472601784,1.0
BCL2,context_background,probability,3,300,303,0.7577777777777778,0.0404957805907173,16,16,16.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11480929472601784,1.0
BCL2,all_U,raw_logit,3,450,453,0.6933333333333334,0.025723886160779363,21,21,21.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2,all_U,adjusted_logit,3,450,453,0.6933333333333334,0.025723886160779363,21,21,21.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
