target,candidate_set,component,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20
BCL2,all_U,probability,3,450,453,0.6933333333333334,0.025723886160779363,21,21,21.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,context,raw_logit,3,150,153,0.6711111111111111,0.13299542834426556,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,10.200000000000001,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.23463936301137822,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.23463936301137822,1.0
KEAP1,context,adjusted_logit,3,150,153,0.6711111111111111,0.13299542834426556,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,10.200000000000001,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.23463936301137822,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.23463936301137822,1.0
KEAP1,context,probability,3,150,153,0.6711111111111111,0.13299542834426556,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,10.200000000000001,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.23463936301137822,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.23463936301137822,1.0
KEAP1,background,raw_logit,3,150,153,0.74,0.36043956043956044,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.46927872602275644,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.46927872602275644,1.0
KEAP1,background,adjusted_logit,3,150,153,0.74,0.36043956043956044,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.46927872602275644,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.46927872602275644,1.0
KEAP1,background,probability,3,150,153,0.74,0.36043956043956044,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.46927872602275644,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.46927872602275644,1.0
KEAP1,low_plausibility,raw_logit,3,150,153,0.8133333333333334,0.3711229946524064,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.46927872602275644,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.46927872602275644,1.0
KEAP1,low_plausibility,adjusted_logit,3,150,153,0.8133333333333334,0.3711229946524064,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.46927872602275644,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.46927872602275644,1.0
KEAP1,low_plausibility,probability,3,150,153,0.8133333333333334,0.3711229946524064,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.46927872602275644,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.46927872602275644,1.0
KEAP1,context_background,raw_logit,3,300,303,0.7055555555555556,0.12344416027280478,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,20.2,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,10.1,0.23463936301137822,1.0,1.0,0.3333333333333333,0.05,5.05,0.23463936301137822,1.0
KEAP1,context_background,adjusted_logit,3,300,303,0.7055555555555556,0.12344416027280478,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,20.2,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,10.1,0.23463936301137822,1.0,1.0,0.3333333333333333,0.05,5.05,0.23463936301137822,1.0
KEAP1,context_background,probability,3,300,303,0.7055555555555556,0.12344416027280478,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,20.2,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,10.1,0.23463936301137822,1.0,1.0,0.3333333333333333,0.05,5.05,0.23463936301137822,1.0
KEAP1,all_U,raw_logit,3,450,453,0.7414814814814815,0.12052430728388916,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,30.200000000000003,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,15.100000000000001,0.23463936301137822,1.0,1.0,0.3333333333333333,0.05,7.550000000000001,0.23463936301137822,1.0
