target,replacement_query,model,candidate_set,actual_query,rank_spearman_to_actual,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20
ERN1,KEAP1,tuna_original,low_plausibility,False,0.4943862153776565,4,200,204,0.32375,0.01745686740900669,96,96,96.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERN1,BRCA1,tuna_original,low_plausibility,False,-0.3090288428239252,4,200,204,0.00375,0.012340385661191805,199,199,199.0,0.005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERN1,KRAS,tuna_original,low_plausibility,False,0.8693909859991095,4,200,204,0.99,0.6428571428571428,1,1,1.0,1.0,2.0,0.5,0.4,20.400000000000002,0.5585075862632192,1.0,4.0,1.0,0.4,20.400000000000002,0.8276904491046954,1.0,4.0,1.0,0.2,10.200000000000001,0.8276904491046954,1.0
ERN1,CDK2,tuna_original,low_plausibility,False,0.3687047232686178,4,200,204,0.34,0.025370214752567694,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.05,2.5500000000000003,0.08887792306803073,1.0
ERN1,HIF1A,tuna_original,low_plausibility,False,-0.17040659829953847,4,200,204,0.04375,0.01263704349470102,175,175,175.0,0.005714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERN1,CTNNB1,tuna_original,low_plausibility,False,0.23600370341576496,4,200,204,0.35125,0.019052085661674704,73,73,73.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERN1,TNFRSF1A,tuna_original,low_plausibility,False,0.7496801916729687,4,200,204,0.99375,0.7928571428571429,1,1,1.0,1.0,3.0,0.75,0.6,30.599999999999998,0.787702056960637,1.0,4.0,1.0,0.4,20.400000000000002,0.9178287402913377,1.0,4.0,1.0,0.2,10.200000000000001,0.9178287402913377,1.0
ERN1,BECN1,tuna_original,low_plausibility,False,-0.13068817097907287,4,200,204,0.0175,0.012453625808916634,192,192,192.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERN1,ERN1,tuna_original,context_background,True,0.9999999999999999,4,400,404,0.72125,0.26477038960387345,1,1,1.0,1.0,1.0,0.25,0.2,20.2,0.3903800499921017,1.0,1.0,0.25,0.1,10.1,0.3903800499921017,1.0,1.0,0.25,0.05,5.05,0.3903800499921017,1.0
ERN1,TP53,tuna_original,context_background,False,-0.554753539870116,4,400,404,0.323125,0.008671510526968984,158,158,158.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
