target,replacement_query,model,candidate_set,actual_query,rank_spearman_to_actual,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20
KEAP1,CTNNB1,tuna_original,context,False,0.21615536166619753,3,150,153,0.9155555555555556,0.13333333333333333,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.1480409554829326,1.0,3.0,1.0,0.15,7.6499999999999995,0.36969105447074063,1.0
KEAP1,TNFRSF1A,tuna_original,context,False,0.31909988875933143,3,150,153,0.34,0.019266455223604734,57,57,57.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,BECN1,tuna_original,context,False,0.07736587457949687,3,150,153,0.6333333333333333,0.052380952380952375,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.11731968150568911,1.0
KEAP1,ERN1,tuna_original,background,False,-0.19119657432350928,3,150,153,0.4822222222222222,0.024528096017457715,47,47,47.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,TP53,tuna_original,background,False,0.7252958599707825,3,150,153,0.8555555555555555,0.08174603174603173,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.10684080426179023,1.0
KEAP1,EGFR,tuna_original,background,False,-0.022556390977443604,3,150,153,0.3488888888888889,0.019278715864081718,82,82,82.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,BCL2,tuna_original,background,False,-0.3714098079423156,3,150,153,0.43777777777777777,0.022235682475898758,69,69,69.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,KEAP1,tuna_original,background,True,1.0,3,150,153,0.74,0.36043956043956044,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.46927872602275644,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.46927872602275644,1.0
KEAP1,BRCA1,tuna_original,background,False,0.4321632959403857,3,150,153,0.5888888888888889,0.03154195011337868,42,42,42.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,KRAS,tuna_original,background,False,-0.1341857317089515,3,150,153,0.31555555555555553,0.018370961397180995,86,86,86.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,CDK2,tuna_original,background,False,0.67402128315441,3,150,153,0.88,0.24854932301740812,2,2,2.0,0.5,1.0,0.3333333333333333,0.2,10.200000000000001,0.2960819109658652,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.2960819109658652,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.4269839011340625,1.0
KEAP1,HIF1A,tuna_original,background,False,0.5900245265570343,3,150,153,0.8155555555555556,0.20946236559139786,2,2,2.0,0.5,1.0,0.3333333333333333,0.2,10.200000000000001,0.2960819109658652,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.2960819109658652,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.2960819109658652,1.0
KEAP1,CTNNB1,tuna_original,background,False,0.5311004784688994,3,150,153,0.9333333333333333,0.16140109890109888,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.15642624200758548,1.0,3.0,1.0,0.15,7.6499999999999995,0.39449137592632677,1.0
KEAP1,TNFRSF1A,tuna_original,background,False,-0.29063635023387346,3,150,153,0.27111111111111114,0.017162804304339918,78,78,78.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,BECN1,tuna_original,background,False,0.5142870545347324,3,150,153,0.6911111111111111,0.0510500190912562,18,18,18.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.11047239495909743,1.0
KEAP1,ERN1,tuna_original,low_plausibility,False,-0.20851929288461793,3,150,153,0.32222222222222224,0.018754420148661327,62,62,62.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,TP53,tuna_original,low_plausibility,False,0.7950223151461541,3,150,153,0.9666666666666667,0.273015873015873,5,5,5.0,0.2,1.0,0.3333333333333333,0.2,10.200000000000001,0.18154179253735267,1.0,3.0,1.0,0.3,15.299999999999999,0.4792350074047671,1.0,3.0,1.0,0.15,7.6499999999999995,0.4792350074047671,1.0
KEAP1,EGFR,tuna_original,low_plausibility,False,0.19032876308418104,3,150,153,0.24888888888888888,0.016969855340475855,103,103,103.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,BCL2,tuna_original,low_plausibility,False,-0.3516344336777773,3,150,153,0.1688888888888889,0.015165881433122355,104,104,104.0,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,KEAP1,tuna_original,low_plausibility,True,1.0,3,150,153,0.8133333333333334,0.3711229946524064,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.46927872602275644,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.46927872602275644,1.0
KEAP1,BRCA1,tuna_original,low_plausibility,False,0.22609665875919743,3,150,153,0.8977777777777778,0.20216802168021678,5,5,5.0,0.2,1.0,0.3333333333333333,0.2,10.200000000000001,0.18154179253735267,1.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.34870224750355494,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.34870224750355494,1.0
KEAP1,KRAS,tuna_original,low_plausibility,False,0.13089877099165023,3,150,153,0.16444444444444445,0.015211560136036341,110,110,110.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,CDK2,tuna_original,low_plausibility,False,0.3899152962620454,3,150,153,0.9511111111111111,0.5434782608695652,1,1,1.0,1.0,2.0,0.6666666666666666,0.4,20.400000000000002,0.6713860725233041,1.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.6713860725233041,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.6713860725233041,1.0
KEAP1,HIF1A,tuna_original,low_plausibility,False,0.5429817860158417,3,150,153,0.9666666666666667,0.5333333333333333,1,1,1.0,1.0,2.0,0.6666666666666666,0.4,20.400000000000002,0.6508205185601091,1.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.6508205185601091,1.0,3.0,1.0,0.15,7.6499999999999995,0.7681402000657982,1.0
KEAP1,CTNNB1,tuna_original,low_plausibility,False,0.3684545588570356,3,150,153,0.9977777777777778,0.9166666666666666,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,0.9674679834891693,1.0,3.0,1.0,0.3,15.299999999999999,0.9674679834891693,1.0,3.0,1.0,0.15,7.6499999999999995,0.9674679834891693,1.0
KEAP1,TNFRSF1A,tuna_original,low_plausibility,False,0.0903361344537815,3,150,153,0.14,0.014716836804385637,110,110,110.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,BECN1,tuna_original,low_plausibility,False,0.3936813960033774,3,150,153,0.9355555555555556,0.42222222222222217,2,2,2.0,0.5,2.0,0.6666666666666666,0.4,20.400000000000002,0.5307212739772434,1.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.5307212739772434,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.5307212739772434,1.0
KEAP1,ERN1,tuna_original,context_background,False,0.010177072081554616,3,300,303,0.52,0.014042450091656725,71,71,71.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,TP53,tuna_original,context_background,False,0.656718368769606,3,300,303,0.8333333333333334,0.037010484119642306,40,40,40.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,EGFR,tuna_original,context_background,False,0.13913237785960542,3,300,303,0.37222222222222223,0.010085383475013605,155,155,155.0,0.0064516129032258064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,BCL2,tuna_original,context_background,False,-0.12176682115754271,3,300,303,0.5388888888888889,0.01367618131655239,102,102,102.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,KEAP1,tuna_original,context_background,True,0.9999999999999999,3,300,303,0.7055555555555556,0.12344416027280478,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,20.2,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,10.1,0.23463936301137822,1.0,1.0,0.3333333333333333,0.05,5.05,0.23463936301137822,1.0
KEAP1,BRCA1,tuna_original,context_background,False,0.2089944921644482,3,300,303,0.5422222222222223,0.01439116002795248,96,96,96.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,KRAS,tuna_original,context_background,False,0.0632490880667014,3,300,303,0.3322222222222222,0.009468408234363426,158,158,158.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,CDK2,tuna_original,context_background,False,0.5339136519089344,3,300,303,0.7922222222222223,0.04404020717160233,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11731968150568911,1.0
KEAP1,HIF1A,tuna_original,context_background,False,0.4572215281827939,3,300,303,0.77,0.184005434005434,2,2,2.0,0.5,1.0,0.3333333333333333,0.2,20.2,0.2960819109658652,1.0,1.0,0.3333333333333333,0.1,10.1,0.2960819109658652,1.0,1.0,0.3333333333333333,0.05,5.05,0.2960819109658652,1.0
KEAP1,CTNNB1,tuna_original,context_background,False,0.4117232174594245,3,300,303,0.9244444444444444,0.07880391213724547,14,14,14.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.12011565579805131,1.0
KEAP1,TNFRSF1A,tuna_original,context_background,False,-0.043203810621564066,3,300,303,0.3055555555555556,0.00912745159679836,134,134,134.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,BECN1,tuna_original,context_background,False,0.3396955851039966,3,300,303,0.6622222222222223,0.02645637408568443,32,32,32.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ERN1,tuna_original,all_U,False,-0.10043061461012197,3,450,453,0.4540740740740741,0.008060195190880913,132,132,132.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,TP53,tuna_original,all_U,False,0.6997473214707559,3,450,453,0.8777777777777778,0.03372960372960373,44,44,44.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,EGFR,tuna_original,all_U,False,0.1002918440885436,3,450,453,0.33111111111111113,0.006363562535750351,257,257,257.0,0.0038910505836575876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,BCL2,tuna_original,all_U,False,-0.2579966028976318,3,450,453,0.41555555555555557,0.007224194902877172,205,205,205.0,0.004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,KEAP1,tuna_original,all_U,True,1.0,3,450,453,0.7414814814814815,0.12052430728388916,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,30.200000000000003,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,15.100000000000001,0.23463936301137822,1.0,1.0,0.3333333333333333,0.05,7.550000000000001,0.23463936301137822,1.0
KEAP1,BRCA1,tuna_original,all_U,False,0.2685940235473567,3,450,453,0.6607407407407407,0.01333094726795514,100,100,100.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,KRAS,tuna_original,all_U,False,0.04093588388818737,3,450,453,0.2762962962962963,0.0058675276828356,267,267,267.0,0.003745318352059925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,CDK2,tuna_original,all_U,False,0.5172840943680856,3,450,453,0.8451851851851852,0.04245018095538435,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,7.550000000000001,0.11731968150568911,1.0
KEAP1,HIF1A,tuna_original,all_U,False,0.5105767664325598,3,450,453,0.8355555555555556,0.18301767676767677,2,2,2.0,0.5,1.0,0.3333333333333333,0.2,30.200000000000003,0.2960819109658652,1.0,1.0,0.3333333333333333,0.1,15.100000000000001,0.2960819109658652,1.0,1.0,0.3333333333333333,0.05,7.550000000000001,0.2960819109658652,1.0
KEAP1,CTNNB1,tuna_original,all_U,False,0.41074641500880005,3,450,453,0.9488888888888889,0.07791264654009752,14,14,14.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,7.550000000000001,0.12011565579805131,1.0
KEAP1,TNFRSF1A,tuna_original,all_U,False,-0.08085106218184437,3,450,453,0.25037037037037035,0.005632021040178685,243,243,243.0,0.00411522633744856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,BECN1,tuna_original,all_U,False,0.38352467314055894,3,450,453,0.7533333333333333,0.025449028125210105,33,33,33.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,ERN1,tuna_original,context,False,-0.5397249809014515,3,150,153,0.4311111111111111,0.021885521885521883,66,66,66.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,TP53,tuna_original,context,False,0.02498224170050795,3,150,153,0.4066666666666667,0.024436322545332553,31,31,31.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,EGFR,tuna_original,context,False,-0.6769530778818703,3,150,153,0.18666666666666668,0.015759654790861125,113,113,113.0,0.008849557522123894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,BCL2,tuna_original,context,False,-0.5099312452253628,3,150,153,0.18666666666666668,0.015598672535188709,108,108,108.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,KEAP1,tuna_original,context,False,-0.29741130902121615,3,150,153,0.40444444444444444,0.0220409012543844,45,45,45.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,BRCA1,tuna_original,context,True,1.0,3,150,153,0.9333333333333333,0.18434343434343434,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.3152014104491349,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.3152014104491349,1.0
BRCA1,KRAS,tuna_original,context,False,-0.5464295766153351,3,150,153,0.32,0.0184632463731869,84,84,84.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,CDK2,tuna_original,context,False,-0.1662947475640974,3,150,153,0.28444444444444444,0.017572463768115942,69,69,69.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,HIF1A,tuna_original,context,False,0.4439708897913232,3,150,153,0.4533333333333333,0.026015809692671393,30,30,30.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,CTNNB1,tuna_original,context,False,-0.4476532239690134,3,150,153,0.08222222222222222,0.013948154337636128,122,122,122.0,0.00819672131147541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,TNFRSF1A,tuna_original,context,False,-0.5560961226595901,3,150,153,0.3244444444444444,0.018535236811273212,69,69,69.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,BECN1,tuna_original,context,False,0.6536729524345622,3,150,153,0.5222222222222223,0.02659369615891355,46,46,46.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,ERN1,tuna_original,background,False,-0.7133073325023789,3,150,153,0.1711111111111111,0.0155357584978148,117,117,117.0,0.008547008547008548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,TP53,tuna_original,background,False,0.33528004503236697,3,150,153,0.64,0.03842058197136032,21,21,21.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,EGFR,tuna_original,background,False,-0.8007987884148874,3,150,153,0.07777777777777778,0.014108415927664753,135,135,135.0,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,BCL2,tuna_original,background,False,-0.7470782571401765,3,150,153,0.11333333333333333,0.014598326032540675,128,128,128.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,KEAP1,tuna_original,background,False,0.1756831919370619,3,150,153,0.47333333333333333,0.025105263157894735,38,38,38.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,BRCA1,tuna_original,background,True,1.0,3,150,153,0.9688888888888889,0.3547008547008547,3,3,3.0,0.3333333333333333,2.0,0.6666666666666666,0.4,20.400000000000002,0.4367467095119258,1.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.4367467095119258,1.0,3.0,1.0,0.15,7.6499999999999995,0.5600025487046494,1.0
BRCA1,KRAS,tuna_original,background,False,-0.8073190998887593,3,150,153,0.13333333333333333,0.014869429148744064,124,124,124.0,0.008064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,CDK2,tuna_original,background,False,0.38263439347030676,3,150,153,0.4,0.02084447544859125,60,60,60.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,HIF1A,tuna_original,background,False,0.6638052350126653,3,150,153,0.7377777777777778,0.052662037037037035,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.11731968150568911,1.0
BRCA1,CTNNB1,tuna_original,background,False,0.05526516826826424,3,150,153,0.1688888888888889,0.015385534788519863,111,111,111.0,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,TNFRSF1A,tuna_original,background,False,-0.8351225657727204,3,150,153,0.17555555555555555,0.01542185508885365,108,108,108.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,BECN1,tuna_original,background,False,0.8732660528326163,3,150,153,0.6977777777777778,0.043362384741695084,29,29,29.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,ERN1,tuna_original,low_plausibility,False,-0.01934649457869272,3,150,153,0.0,0.013129418143462798,151,151,151.0,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,TP53,tuna_original,low_plausibility,False,0.11564338654121935,3,150,153,0.7888888888888889,0.0828042328042328,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.15642624200758548,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.15642624200758548,1.0
BRCA1,EGFR,tuna_original,low_plausibility,False,-0.47284990551244416,3,150,153,0.0,0.013129418143462798,151,151,151.0,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,BCL2,tuna_original,low_plausibility,False,-0.07821023146100543,3,150,153,0.0,0.013129418143462798,151,151,151.0,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,KEAP1,tuna_original,low_plausibility,False,0.06133649632101644,3,150,153,0.5422222222222223,0.03941915844257868,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.11731968150568911,1.0
BRCA1,BRCA1,tuna_original,low_plausibility,True,1.0,3,150,153,1.0,1.0,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,1.0,1.0,3.0,1.0,0.3,15.299999999999999,1.0,1.0,3.0,1.0,0.15,7.6499999999999995,1.0,1.0
BRCA1,KRAS,tuna_original,low_plausibility,False,-0.2272224679345422,3,150,153,0.0,0.013129418143462798,151,151,151.0,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,CDK2,tuna_original,low_plausibility,False,0.34122740005092944,3,150,153,0.6,0.04064917432351362,17,17,17.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.1125388887954676,1.0
BRCA1,HIF1A,tuna_original,low_plausibility,False,0.6239495798319328,3,150,153,0.9755555555555555,0.5833333333333334,1,1,1.0,1.0,2.0,0.6666666666666666,0.4,20.400000000000002,0.6713860725233041,1.0,2.0,0.6666666666666666,0.2,10.200000000000001,0.6713860725233041,1.0,3.0,1.0,0.15,7.6499999999999995,0.7982030893556976,1.0
BRCA1,CTNNB1,tuna_original,low_plausibility,False,0.058344390387734035,3,150,153,0.08666666666666667,0.014032993902689861,123,123,123.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,TNFRSF1A,tuna_original,low_plausibility,False,-0.5640270462251886,3,150,153,0.0044444444444444444,0.013159049090023387,149,149,149.0,0.006711409395973154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,BECN1,tuna_original,low_plausibility,False,0.7832951362363126,3,150,153,0.9888888888888889,0.7916666666666666,1,1,1.0,1.0,2.0,0.6666666666666666,0.4,20.400000000000002,0.7653606369886217,1.0,3.0,1.0,0.3,15.299999999999999,0.9134015924715543,1.0,3.0,1.0,0.15,7.6499999999999995,0.9134015924715543,1.0
BRCA1,ERN1,tuna_original,context_background,False,-0.6926607918721464,3,300,303,0.3011111111111111,0.009133957697569188,182,182,182.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,TP53,tuna_original,context_background,False,0.27533052189847773,3,300,303,0.5233333333333333,0.015164676944162606,51,51,51.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
