target,candidate_set,comparator,metric,original,comparator_value,difference,contribution_to_macro_difference
CTNNB1,context_background,ipin_baseline,P_vs_U_concordance,0.7,0.8855555555555555,-0.18555555555555558,-0.015462962962962965
TNFRSF1A,context_background,ipin_baseline,P_vs_U_concordance,0.5622222222222222,0.61,-0.04777777777777781,-0.003981481481481484
BECN1,context_background,ipin_baseline,P_vs_U_concordance,0.7911111111111111,0.7544444444444445,0.036666666666666625,0.0030555555555555522
ERN1,context_background,ipin_baseline,average_precision,0.26477038960387345,0.02209216360971506,0.2426782259941584,0.0202231854995132
TP53,context_background,ipin_baseline,average_precision,0.04589752567693744,0.013401493330794195,0.03249603234614325,0.0027080026955119373
EGFR,context_background,ipin_baseline,average_precision,0.8666666666666666,0.0190102120974077,0.8476564545692589,0.07063803788077157
BCL2,context_background,ipin_baseline,average_precision,0.0404957805907173,0.2037037037037037,-0.1632079231129864,-0.013600660259415533
KEAP1,context_background,ipin_baseline,average_precision,0.12344416027280478,0.05631163433618138,0.06713252593662339,0.005594377161385282
BRCA1,context_background,ipin_baseline,average_precision,0.13958333333333334,0.032780390107976315,0.10680294322535702,0.008900245268779751
KRAS,context_background,ipin_baseline,average_precision,0.09925152856841661,0.020247520247520245,0.07900400832089637,0.006583667360074697
CDK2,context_background,ipin_baseline,average_precision,0.014121850717531248,0.028691423519009725,-0.014569572801478477,-0.0012141310667898731
HIF1A,context_background,ipin_baseline,average_precision,0.3455555555555555,0.029692197566213316,0.3158633579893422,0.026321946499111848
CTNNB1,context_background,ipin_baseline,average_precision,0.023909257948883704,0.11492374727668844,-0.09101448932780473,-0.007584540777317061
TNFRSF1A,context_background,ipin_baseline,average_precision,0.014448141259071021,0.02244668911335578,-0.007998547854284757,-0.0006665456545237298
BECN1,context_background,ipin_baseline,average_precision,0.3053475935828877,0.12740338853988198,0.17794420504300573,0.01482868375358381
ERN1,context_background,ipin_optimized,P_vs_U_concordance,0.72125,0.505,0.21624999999999994,0.01802083333333333
TP53,context_background,ipin_optimized,P_vs_U_concordance,0.8388888888888889,0.4777777777777778,0.3611111111111111,0.03009259259259259
EGFR,context_background,ipin_optimized,P_vs_U_concordance,0.9977777777777778,0.6333333333333333,0.36444444444444446,0.03037037037037037
BCL2,context_background,ipin_optimized,P_vs_U_concordance,0.7577777777777778,0.9722222222222222,-0.21444444444444444,-0.01787037037037037
KEAP1,context_background,ipin_optimized,P_vs_U_concordance,0.7055555555555556,0.6366666666666667,0.06888888888888889,0.005740740740740741
BRCA1,context_background,ipin_optimized,P_vs_U_concordance,0.9511111111111111,0.8566666666666667,0.09444444444444444,0.00787037037037037
KRAS,context_background,ipin_optimized,P_vs_U_concordance,0.94,0.9166666666666666,0.023333333333333317,0.001944444444444443
CDK2,context_background,ipin_optimized,P_vs_U_concordance,0.5511111111111111,0.8744444444444445,-0.32333333333333336,-0.026944444444444448
HIF1A,context_background,ipin_optimized,P_vs_U_concordance,0.6944444444444444,0.6522222222222223,0.04222222222222216,0.0035185185185185133
CTNNB1,context_background,ipin_optimized,P_vs_U_concordance,0.7,0.6,0.09999999999999998,0.008333333333333331
TNFRSF1A,context_background,ipin_optimized,P_vs_U_concordance,0.5622222222222222,0.76,-0.19777777777777783,-0.016481481481481486
BECN1,context_background,ipin_optimized,P_vs_U_concordance,0.7911111111111111,0.7922222222222223,-0.0011111111111111738,-9.259259259259782e-05
ERN1,context_background,ipin_optimized,average_precision,0.26477038960387345,0.026332356452838383,0.23843803315103507,0.01986983609591959
TP53,context_background,ipin_optimized,average_precision,0.04589752567693744,0.01203983205747688,0.03385769361946056,0.00282147446828838
EGFR,context_background,ipin_optimized,average_precision,0.8666666666666666,0.017205371575494108,0.8494612950911725,0.07078844125759771
BCL2,context_background,ipin_optimized,average_precision,0.0404957805907173,0.18835978835978834,-0.14786400776907105,-0.012322000647422587
KEAP1,context_background,ipin_optimized,average_precision,0.12344416027280478,0.06636975060948423,0.057074409663320544,0.004756200805276712
BRCA1,context_background,ipin_optimized,average_precision,0.13958333333333334,0.051961203822564535,0.08762212951076881,0.007301844125897401
KRAS,context_background,ipin_optimized,average_precision,0.09925152856841661,0.07525252525252525,0.02399900331589136,0.0019999169429909466
CDK2,context_background,ipin_optimized,average_precision,0.014121850717531248,0.39056776556776557,-0.3764459148502343,-0.03137049290418619
HIF1A,context_background,ipin_optimized,average_precision,0.3455555555555555,0.041292356185973204,0.3042631993695823,0.025355266614131858
CTNNB1,context_background,ipin_optimized,average_precision,0.023909257948883704,0.016001899335232668,0.007907358613651036,0.0006589465511375863
TNFRSF1A,context_background,ipin_optimized,average_precision,0.014448141259071021,0.18484848484848485,-0.17040034358941383,-0.014200028632451152
BECN1,context_background,ipin_optimized,average_precision,0.3053475935828877,0.24623524623524623,0.05911234734764148,0.00492602894563679
ERN1,context_background,tuna_retrained,P_vs_U_concordance,0.72125,0.6575,0.06374999999999997,0.005312499999999998
TP53,context_background,tuna_retrained,P_vs_U_concordance,0.8388888888888889,0.8244444444444444,0.014444444444444482,0.0012037037037037068
EGFR,context_background,tuna_retrained,P_vs_U_concordance,0.9977777777777778,0.7288888888888889,0.26888888888888884,0.022407407407407404
BCL2,context_background,tuna_retrained,P_vs_U_concordance,0.7577777777777778,0.8588888888888889,-0.10111111111111115,-0.008425925925925929
KEAP1,context_background,tuna_retrained,P_vs_U_concordance,0.7055555555555556,0.45111111111111113,0.2544444444444445,0.021203703703703707
BRCA1,context_background,tuna_retrained,P_vs_U_concordance,0.9511111111111111,0.9377777777777778,0.013333333333333308,0.001111111111111109
KRAS,context_background,tuna_retrained,P_vs_U_concordance,0.94,0.8933333333333333,0.046666666666666634,0.003888888888888886
CDK2,context_background,tuna_retrained,P_vs_U_concordance,0.5511111111111111,0.9177777777777778,-0.3666666666666667,-0.030555555555555558
HIF1A,context_background,tuna_retrained,P_vs_U_concordance,0.6944444444444444,0.6977777777777778,-0.0033333333333334103,-0.0002777777777777842
CTNNB1,context_background,tuna_retrained,P_vs_U_concordance,0.7,0.6166666666666667,0.08333333333333326,0.006944444444444438
TNFRSF1A,context_background,tuna_retrained,P_vs_U_concordance,0.5622222222222222,0.5311111111111111,0.03111111111111109,0.002592592592592591
BECN1,context_background,tuna_retrained,P_vs_U_concordance,0.7911111111111111,0.8433333333333334,-0.05222222222222228,-0.004351851851851857
ERN1,context_background,tuna_retrained,average_precision,0.26477038960387345,0.2637616400158356,0.0010087495880378716,8.406246566982263e-05
TP53,context_background,tuna_retrained,average_precision,0.04589752567693744,0.036630036630036625,0.009267489046900813,0.0007722907539084011
EGFR,context_background,tuna_retrained,average_precision,0.8666666666666666,0.03298368298368298,0.8336829836829835,0.06947358197358196
BCL2,context_background,tuna_retrained,average_precision,0.0404957805907173,0.05629629629629629,-0.015800515705578992,-0.0013167096421315826
KEAP1,context_background,tuna_retrained,average_precision,0.12344416027280478,0.011660990281719113,0.11178316999108566,0.009315264165923804
BRCA1,context_background,tuna_retrained,average_precision,0.13958333333333334,0.16705516705516704,-0.027471833721833705,-0.0022893194768194756
KRAS,context_background,tuna_retrained,average_precision,0.09925152856841661,0.05690836940836941,0.0423431591600472,0.0035285965966706002
CDK2,context_background,tuna_retrained,average_precision,0.014121850717531248,0.08367190720131897,-0.06955005648378772,-0.005795838040315643
HIF1A,context_background,tuna_retrained,average_precision,0.3455555555555555,0.053900620077090663,0.2916549354784648,0.024304577956538734
CTNNB1,context_background,tuna_retrained,average_precision,0.023909257948883704,0.02459453576609104,-0.0006852778172073345,-5.710648476727788e-05
TNFRSF1A,context_background,tuna_retrained,average_precision,0.014448141259071021,0.06388528752969355,-0.04943714627062253,-0.004119762189218544
BECN1,context_background,tuna_retrained,average_precision,0.3053475935828877,0.5070422535211268,-0.20169465993823904,-0.016807888328186586
ERN1,all_U,ipin_baseline,P_vs_U_concordance,0.8091666666666667,0.47541666666666665,0.33375000000000005,0.027812500000000004
TP53,all_U,ipin_baseline,P_vs_U_concordance,0.8881481481481481,0.6014814814814815,0.2866666666666666,0.023888888888888887
EGFR,all_U,ipin_baseline,P_vs_U_concordance,0.9985185185185185,0.6222222222222222,0.37629629629629624,0.03135802469135802
BCL2,all_U,ipin_baseline,P_vs_U_concordance,0.6933333333333334,0.9555555555555556,-0.26222222222222225,-0.021851851851851855
KEAP1,all_U,ipin_baseline,P_vs_U_concordance,0.7414814814814815,0.6296296296296297,0.11185185185185187,0.009320987654320989
BRCA1,all_U,ipin_baseline,P_vs_U_concordance,0.9674074074074074,0.7577777777777778,0.2096296296296296,0.017469135802469133
KRAS,all_U,ipin_baseline,P_vs_U_concordance,0.9074074074074074,0.7748148148148148,0.1325925925925926,0.011049382716049383
CDK2,all_U,ipin_baseline,P_vs_U_concordance,0.6622222222222223,0.7481481481481481,-0.08592592592592585,-0.007160493827160487
HIF1A,all_U,ipin_baseline,P_vs_U_concordance,0.7807407407407407,0.8066666666666666,-0.025925925925925908,-0.0021604938271604923
CTNNB1,all_U,ipin_baseline,P_vs_U_concordance,0.702962962962963,0.9051851851851852,-0.2022222222222222,-0.01685185185185185
TNFRSF1A,all_U,ipin_baseline,P_vs_U_concordance,0.7014814814814815,0.64,0.06148148148148147,0.005123456790123456
BECN1,all_U,ipin_baseline,P_vs_U_concordance,0.7977777777777778,0.7844444444444445,0.013333333333333308,0.001111111111111109
ERN1,all_U,ipin_baseline,average_precision,0.26440459830290336,0.016871955060277798,0.24753264324262556,0.020627720270218797
TP53,all_U,ipin_baseline,average_precision,0.045284780578898225,0.010999075811481974,0.03428570476741625,0.002857142063951354
EGFR,all_U,ipin_baseline,average_precision,0.8666666666666666,0.012237289972003917,0.8544293766946627,0.07120244805788856
BCL2,all_U,ipin_baseline,average_precision,0.025723886160779363,0.1394696089818041,-0.11374572282102474,-0.009478810235085395
KEAP1,all_U,ipin_baseline,average_precision,0.12052430728388916,0.04367759830314896,0.0768467089807402,0.006403892415061683
BRCA1,all_U,ipin_baseline,average_precision,0.13958333333333334,0.030083460235388555,0.10949987309794479,0.009124989424828733
KRAS,all_U,ipin_baseline,average_precision,0.04887218045112782,0.018536227484314913,0.030335952966812903,0.002527996080567742
CDK2,all_U,ipin_baseline,average_precision,0.012586619579153241,0.026804311962421445,-0.014217692383268204,-0.0011848076986056837
HIF1A,all_U,ipin_baseline,average_precision,0.34485633029322343,0.02864357864357864,0.3162127516496448,0.0263510626374704
CTNNB1,all_U,ipin_baseline,average_precision,0.016743539551929733,0.10884071704967227,-0.09209717749774254,-0.007674764791478546
TNFRSF1A,all_U,ipin_baseline,average_precision,0.014140054701801175,0.017512814919838585,-0.00337276021803741,-0.0002810633515031175
BECN1,all_U,ipin_baseline,average_precision,0.30367647058823527,0.124006734006734,0.17966973658150126,0.014972478048458438
ERN1,all_U,ipin_optimized,P_vs_U_concordance,0.8091666666666667,0.4995833333333333,0.3095833333333334,0.025798611111111116
TP53,all_U,ipin_optimized,P_vs_U_concordance,0.8881481481481481,0.5370370370370371,0.35111111111111104,0.029259259259259252
EGFR,all_U,ipin_optimized,P_vs_U_concordance,0.9985185185185185,0.6518518518518519,0.34666666666666657,0.02888888888888888
BCL2,all_U,ipin_optimized,P_vs_U_concordance,0.6933333333333334,0.9785185185185186,-0.2851851851851852,-0.023765432098765433
KEAP1,all_U,ipin_optimized,P_vs_U_concordance,0.7414814814814815,0.6703703703703704,0.07111111111111112,0.005925925925925927
BRCA1,all_U,ipin_optimized,P_vs_U_concordance,0.9674074074074074,0.9007407407407407,0.06666666666666665,0.005555555555555554
KRAS,all_U,ipin_optimized,P_vs_U_concordance,0.9074074074074074,0.9437037037037037,-0.03629629629629627,-0.0030246913580246892
CDK2,all_U,ipin_optimized,P_vs_U_concordance,0.6622222222222223,0.9096296296296297,-0.2474074074074074,-0.020617283950617283
HIF1A,all_U,ipin_optimized,P_vs_U_concordance,0.7807407407407407,0.6888888888888889,0.09185185185185185,0.007654320987654321
CTNNB1,all_U,ipin_optimized,P_vs_U_concordance,0.702962962962963,0.6614814814814814,0.041481481481481564,0.003456790123456797
TNFRSF1A,all_U,ipin_optimized,P_vs_U_concordance,0.7014814814814815,0.8037037037037037,-0.10222222222222221,-0.008518518518518517
BECN1,all_U,ipin_optimized,P_vs_U_concordance,0.7977777777777778,0.8074074074074075,-0.009629629629629655,-0.0008024691358024713
ERN1,all_U,ipin_optimized,average_precision,0.26440459830290336,0.019479688783887575,0.2449249095190158,0.02041040912658465
TP53,all_U,ipin_optimized,average_precision,0.045284780578898225,0.009086542197356617,0.03619823838154161,0.0030165198651284676
EGFR,all_U,ipin_optimized,average_precision,0.8666666666666666,0.012164133917927925,0.8545025327487387,0.07120854439572823
BCL2,all_U,ipin_optimized,average_precision,0.025723886160779363,0.16715686274509806,-0.1414329765843187,-0.011786081382026558
KEAP1,all_U,ipin_optimized,average_precision,0.12052430728388916,0.06374611401726629,0.05677819326662287,0.004731516105551906
BRCA1,all_U,ipin_optimized,average_precision,0.13958333333333334,0.049692056309703365,0.08989127702362998,0.007490939751969165
KRAS,all_U,ipin_optimized,average_precision,0.04887218045112782,0.07474747474747474,-0.025875294296346926,-0.002156274524695577
CDK2,all_U,ipin_optimized,average_precision,0.012586619579153241,0.38980193847450484,-0.3772153188953516,-0.031434609907945964
HIF1A,all_U,ipin_optimized,average_precision,0.34485633029322343,0.03857849625007878,0.3062778340431447,0.025523152836928725
CTNNB1,all_U,ipin_optimized,average_precision,0.016743539551929733,0.012839808713382021,0.0039037308385477115,0.0003253109032123093
TNFRSF1A,all_U,ipin_optimized,average_precision,0.014140054701801175,0.1822502727131058,-0.1681102180113046,-0.014009184834275384
BECN1,all_U,ipin_optimized,average_precision,0.30367647058823527,0.23727034120734908,0.06640612938088619,0.005533844115073849
ERN1,all_U,tuna_retrained,P_vs_U_concordance,0.8091666666666667,0.7229166666666667,0.08625000000000005,0.007187500000000004
TP53,all_U,tuna_retrained,P_vs_U_concordance,0.8881481481481481,0.8681481481481481,0.020000000000000018,0.001666666666666668
EGFR,all_U,tuna_retrained,P_vs_U_concordance,0.9985185185185185,0.7503703703703704,0.24814814814814812,0.02067901234567901
BCL2,all_U,tuna_retrained,P_vs_U_concordance,0.6933333333333334,0.8385185185185186,-0.1451851851851852,-0.012098765432098766
KEAP1,all_U,tuna_retrained,P_vs_U_concordance,0.7414814814814815,0.46074074074074073,0.2807407407407408,0.023395061728395065
BRCA1,all_U,tuna_retrained,P_vs_U_concordance,0.9674074074074074,0.9555555555555556,0.01185185185185178,0.0009876543209876483
KRAS,all_U,tuna_retrained,P_vs_U_concordance,0.9074074074074074,0.9281481481481482,-0.020740740740740726,-0.0017283950617283939
CDK2,all_U,tuna_retrained,P_vs_U_concordance,0.6622222222222223,0.9385185185185185,-0.27629629629629626,-0.02302469135802469
HIF1A,all_U,tuna_retrained,P_vs_U_concordance,0.7807407407407407,0.7718518518518519,0.008888888888888835,0.0007407407407407363
CTNNB1,all_U,tuna_retrained,P_vs_U_concordance,0.702962962962963,0.6859259259259259,0.017037037037037073,0.001419753086419756
TNFRSF1A,all_U,tuna_retrained,P_vs_U_concordance,0.7014814814814815,0.5918518518518519,0.10962962962962963,0.009135802469135803
BECN1,all_U,tuna_retrained,P_vs_U_concordance,0.7977777777777778,0.8511111111111112,-0.053333333333333344,-0.004444444444444445
ERN1,all_U,tuna_retrained,average_precision,0.26440459830290336,0.2620983755352065,0.002306222767696875,0.00019218523064140625
TP53,all_U,tuna_retrained,average_precision,0.045284780578898225,0.033022030651340996,0.012262749927557229,0.0010218958272964357
EGFR,all_U,tuna_retrained,average_precision,0.8666666666666666,0.024901455134013272,0.8417652115326533,0.07014710096105443
BCL2,all_U,tuna_retrained,average_precision,0.025723886160779363,0.0350160980242281,-0.009292211863448738,-0.0007743509886207282
KEAP1,all_U,tuna_retrained,average_precision,0.12052430728388916,0.007972029391466733,0.11255227789242242,0.009379356491035202
BRCA1,all_U,tuna_retrained,average_precision,0.13958333333333334,0.13659611992945325,0.0029872134038800846,0.0002489344503233404
KRAS,all_U,tuna_retrained,average_precision,0.04887218045112782,0.0564831993403422,-0.00761101888921438,-0.0006342515741011983
CDK2,all_U,tuna_retrained,average_precision,0.012586619579153241,0.07526743688489516,-0.06268081730574192,-0.00522340144214516
HIF1A,all_U,tuna_retrained,average_precision,0.34485633029322343,0.0524700109051254,0.292386319388098,0.024365526615674832
CTNNB1,all_U,tuna_retrained,average_precision,0.016743539551929733,0.022058823529411763,-0.00531528397748203,-0.00044294033145683584
TNFRSF1A,all_U,tuna_retrained,average_precision,0.014140054701801175,0.06242541684457144,-0.048285362142770266,-0.004023780178564189
BECN1,all_U,tuna_retrained,average_precision,0.30367647058823527,0.504950495049505,-0.20127402446126968,-0.016772835371772474
