row_index,tuna_original_score,tuna_retrained_seed20260803_score,tuna_retrained_seed20260817_score,tuna_retrained_seed20260831_score,tuna_retrained_score
166,0.45834314823150635,-6.723499298095703,-6.6280131340026855,-5.52197265625,-6.29116169611613
167,0.24564558267593384,-11.350347518920898,-12.211960792541504,-12.769730567932129,-12.110679626464844
168,0.5661270022392273,-8.636404037475586,-8.651595115661621,-10.134172439575195,-9.140723864237467
169,0.17741423845291138,-12.448784828186035,-12.806171417236328,-11.991689682006836,-12.4155486424764
170,0.6694810390472412,-6.517385482788086,-11.350358009338379,-9.688228607177734,-9.1853240331014
171,0.13876022398471832,-13.528904914855957,-13.989959716796875,-13.924164772033691,-13.814343134562174
172,0.747073769569397,-8.47940731048584,-6.761493682861328,-9.020179748535156,-8.087026913960775
173,0.5927746295928955,-11.168967247009277,-8.504040718078613,-8.471484184265137,-9.381497383117676
174,0.5984078645706177,-13.828341484069824,-8.698461532592773,-10.704590797424316,-11.077131271362305
175,0.5720078945159912,-8.47525405883789,-7.442465305328369,-11.261553764343262,-9.059757709503174
176,0.6193504929542542,-8.870715141296387,-9.713140487670898,-9.006739616394043,-9.19686508178711
177,0.5827094912528992,-10.94589900970459,-11.07985782623291,-11.982901573181152,-11.336219469706217
178,0.7282330989837646,-11.714354515075684,-13.589271545410156,-11.164862632751465,-12.156162897745768
179,0.5761750936508179,-7.474644660949707,-6.339515686035156,-5.737821578979492,-6.517327308654785
180,0.5035941004753113,-7.643858909606934,-7.258235454559326,-10.996267318725586,-8.632787227630615
181,0.666698694229126,-9.4041109085083,-8.138505935668945,-9.742844581604004,-9.09515380859375
182,0.6386131644248962,-5.652803897857666,-14.512679100036621,-7.4430108070373535,-9.202831268310547
183,0.6007735133171082,-8.474686622619629,-6.4114203453063965,-9.55674934387207,-8.147618770599365
184,0.72130286693573,-11.564126014709473,-8.801711082458496,-10.865462303161621,-10.410433133443197
185,0.44127920269966125,-13.029415130615234,-10.421184539794922,-7.322468280792236,-10.257689317067465
186,0.6546390652656555,-7.773151874542236,-9.375813484191895,-9.824721336364746,-8.991228898366293
187,0.6098276376724243,-7.441497325897217,-6.913088321685791,-10.606612205505371,-8.320399284362793
188,0.47507402300834656,-8.219277381896973,-12.6300048828125,-7.420883655548096,-9.423388640085856
189,0.19031108915805817,-6.924131870269775,-8.380406379699707,-10.410104751586914,-8.571547667185465
190,0.30137911438941956,-9.821640014648438,-7.312341213226318,-9.230110168457031,-8.78803046544393
191,0.4338112771511078,-8.421428680419922,-5.304928302764893,-8.553512573242188,-7.426623185475667
192,0.2834412157535553,-13.757391929626465,-11.491679191589355,-16.03953742980957,-13.762869517008463
193,0.24807076156139374,-10.542576789855957,-12.268523216247559,-10.756378173828125,-11.189159393310547
194,0.4474542737007141,-11.160204887390137,-11.604819297790527,-10.105119705200195,-10.956714630126953
195,0.5615801215171814,-4.929989814758301,-7.5963358879089355,-6.550488471984863,-6.358938058217366
196,0.5615993738174438,-9.251808166503906,-6.987003803253174,-10.510030746459961,-8.91628090540568
