row_index,ipin_baseline_score,ipin_optimized_score
55,-1.9634761412938435,-2.2830967903137207
56,-1.8168216546376545,-3.440035263697306
57,-1.7932424942652385,-2.6794824600219727
58,-2.9439217249552407,-5.230650266011556
59,-2.570587237675985,-2.9865445295969644
60,-1.5895533959070842,-1.4743796388308208
61,-3.597041924794515,-4.31607190767924
62,-2.5795088609059653,-3.576401154200236
63,-2.4454427560170493,-2.102604707082113
64,-2.1266504526138306,-2.978451649347941
65,-2.63037117322286,-2.1166536013285318
66,-2.516121784845988,-3.9817107518514
67,-1.9199668963750203,-2.937645196914673
68,-2.843465248743693,-3.8974196116129556
69,-1.8104554017384846,-2.789217193921407
70,-1.9004785219828289,-3.0735328992207847
71,-2.987383762995402,-3.480985403060913
72,-2.9554409980773926,-4.682878573735555
73,-3.023666779200236,-3.9412298997243247
74,-2.3977831999460855,-3.3286259969075522
75,-1.926882306734721,-3.173322916030884
76,-1.7892260551452637,-4.1796847979227705
77,-2.996807018915812,-3.583608627319336
78,-2.5804473559061685,-3.9151572386423745
79,-2.6326099236806235,-2.4713168144226074
80,-1.6785043478012085,-3.5544254779815674
81,-2.5695481300354004,-3.345078786214193
82,-1.6304751634597778,-3.054315725962321
83,-2.3887237707773843,-4.2481668790181475
84,-1.2110023895899455,-1.8835020065307617
85,-1.7607948382695515,-1.656343658765157
86,-1.9622578223546345,-2.8968136310577393
87,-3.8099136352539062,-4.1691062450408936
88,-2.508029063542684,-1.744634747505188
89,-2.9013415972391763,-4.234023332595825
90,-2.1745362281799316,-2.8972116311391196
91,-2.070255716641744,-1.9337655703226726
92,-2.464300791422526,-2.5871167182922363
93,-2.741478681564331,-3.582732677459717
94,-1.550112287203471,-3.1763649781545005
95,-2.376230160395304,-2.993298610051473
96,-2.6450297037760415,-2.766726573308309
97,-2.1248891353607178,-3.3409759998321533
98,-3.737282673517863,-4.93360169728597
99,-2.2620073159535727,-3.1750782330830893
100,-3.244192202885946,-4.9873043696085615
101,-3.366427501042684,-5.162852923075358
102,-1.74203356107076,-1.9550831317901611
103,-1.6080141464869182,-2.594639460245768
104,-3.2227072715759277,-3.1823767820994058
105,-2.2901538213094077,-1.9734750191370647
106,-1.4594438473383586,-1.900738040606181
107,-2.6280669371287027,-3.564673980077108
108,-2.1152062813440957,-4.206875324249268
109,-0.8882705171902975,-1.055083155632019
110,-1.2036376396814983,-1.0541323721408844
111,-1.3180759747823079,-1.7819093863169353
112,-2.1022047201792398,-3.5335400104522705
113,-3.2945844332377114,-3.507822593053182
114,-3.1167808373769126,-3.7086807092030845
115,-3.90352733929952,-4.8750505447387695
116,-2.966089407602946,-3.7339328130086265
117,-2.2332448959350586,-3.217717965443929
118,-3.0154656569163003,-3.812816063563029
119,-2.5876144568125405,-3.1744741598765054
120,-0.9680306514104208,-1.283816655476888
121,-2.4276203314463296,-2.8946522871653237
122,-1.1427667140960693,-1.5743638674418132
123,-2.163095474243164,-2.0483162800470986
