target,model,candidate_set,K,P,panel_size,recovered_P,recall,target_success
EGFR,ipin_baseline,low_plausibility,5,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,6,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,7,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,8,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,9,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,10,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,11,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,12,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,13,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,14,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,15,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,16,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,17,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,18,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,19,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,20,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,21,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,22,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,23,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,24,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,25,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,26,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,27,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,28,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,29,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,30,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,31,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,32,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,33,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,34,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,35,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,36,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,37,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,38,3,153,0.0,0.0,0.0
EGFR,ipin_baseline,low_plausibility,39,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_baseline,low_plausibility,40,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_baseline,low_plausibility,41,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_baseline,low_plausibility,42,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_baseline,low_plausibility,43,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_baseline,low_plausibility,44,3,153,2.0,0.6666666666666666,1.0
EGFR,ipin_baseline,low_plausibility,45,3,153,2.0,0.6666666666666666,1.0
EGFR,ipin_baseline,low_plausibility,46,3,153,2.0,0.6666666666666666,1.0
EGFR,ipin_baseline,low_plausibility,47,3,153,2.0,0.6666666666666666,1.0
EGFR,ipin_baseline,low_plausibility,48,3,153,2.0,0.6666666666666666,1.0
EGFR,ipin_baseline,low_plausibility,49,3,153,2.0,0.6666666666666666,1.0
EGFR,ipin_baseline,low_plausibility,50,3,153,2.0,0.6666666666666666,1.0
EGFR,ipin_baseline,context_background,1,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,2,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,3,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,4,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,5,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,6,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,7,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,8,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,9,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,10,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,11,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,12,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,13,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,14,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,15,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,16,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,17,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,18,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,19,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,20,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,21,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,22,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,23,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,24,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,25,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,26,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,27,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,28,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,29,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,30,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,31,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,32,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,33,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,34,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,35,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,36,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,37,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,38,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,39,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,40,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,41,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,42,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,43,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,44,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,45,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,46,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,47,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,48,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,49,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,context_background,50,3,303,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,1,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,2,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,3,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,4,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,5,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,6,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,7,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,8,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,9,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,10,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,11,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,12,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,13,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,14,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,15,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,16,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,17,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,18,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,19,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,20,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,21,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,22,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,23,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,24,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,25,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,26,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,27,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,28,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,29,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,30,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,31,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,32,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,33,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,34,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,35,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,36,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,37,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,38,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,39,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,40,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,41,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,42,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,43,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,44,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,45,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,46,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,47,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,48,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,49,3,453,0.0,0.0,0.0
EGFR,ipin_baseline,all_U,50,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,context,1,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,2,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,3,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,4,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,5,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,6,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,7,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,8,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,9,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,10,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,11,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,12,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,13,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,14,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,15,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,16,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,17,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,18,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,19,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,20,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,21,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,22,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,23,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,24,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,25,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,26,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,27,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,28,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,29,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,30,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,31,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,32,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,33,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,34,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,35,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,36,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,37,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,38,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,39,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,40,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,context,41,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,context,42,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,context,43,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,context,44,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,context,45,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,context,46,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,context,47,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,context,48,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,context,49,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,context,50,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,background,1,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,2,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,3,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,4,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,5,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,6,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,7,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,8,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,9,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,10,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,11,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,12,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,13,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,14,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,15,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,16,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,17,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,18,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,19,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,20,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,21,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,22,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,23,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,24,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,25,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,26,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,27,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,28,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,29,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,30,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,31,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,32,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,33,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,34,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,35,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,36,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,37,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,38,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,39,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,40,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,41,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,42,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,43,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,44,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,45,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,46,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,47,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,48,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,49,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,background,50,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,1,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,2,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,3,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,4,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,5,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,6,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,7,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,8,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,9,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,10,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,11,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,12,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,13,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,14,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,15,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,16,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,17,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,18,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,19,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,20,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,21,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,22,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,23,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,24,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,25,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,26,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,27,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,28,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,29,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,30,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,31,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,32,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,33,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,34,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,35,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,36,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,37,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,38,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,39,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,40,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,41,3,153,0.0,0.0,0.0
EGFR,ipin_optimized,low_plausibility,42,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,low_plausibility,43,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,low_plausibility,44,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,low_plausibility,45,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,low_plausibility,46,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,low_plausibility,47,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,low_plausibility,48,3,153,1.0,0.3333333333333333,1.0
EGFR,ipin_optimized,low_plausibility,49,3,153,2.0,0.6666666666666666,1.0
EGFR,ipin_optimized,low_plausibility,50,3,153,2.0,0.6666666666666666,1.0
EGFR,ipin_optimized,context_background,1,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,2,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,3,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,4,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,5,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,6,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,7,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,8,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,9,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,10,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,11,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,12,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,13,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,14,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,15,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,16,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,17,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,18,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,19,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,20,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,21,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,22,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,23,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,24,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,25,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,26,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,27,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,28,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,29,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,30,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,31,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,32,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,33,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,34,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,35,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,36,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,37,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,38,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,39,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,40,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,41,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,42,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,43,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,44,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,45,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,46,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,47,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,48,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,49,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,context_background,50,3,303,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,1,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,2,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,3,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,4,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,5,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,6,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,7,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,8,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,9,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,10,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,11,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,12,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,13,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,14,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,15,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,16,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,17,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,18,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,19,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,20,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,21,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,22,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,23,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,24,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,25,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,26,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,27,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,28,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,29,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,30,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,31,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,32,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,33,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,34,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,35,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,36,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,37,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,38,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,39,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,40,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,41,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,42,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,43,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,44,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,45,3,453,0.0,0.0,0.0
EGFR,ipin_optimized,all_U,46,3,453,0.0,0.0,0.0
