cohort,model,positive_subset,candidate_set,planned_targets,targets,omitted_targets,P,U,macro_P_vs_U_concordance,MAP,MRR,mean_first_positive_rank,total_recovered_P_at_5,target_success_count_at_5,macro_recall_at_5,macro_known_positive_precision_at_5,macro_EF_at_5,macro_NDCG_at_5,macro_target_success_at_5,total_recovered_P_at_10,target_success_count_at_10,macro_recall_at_10,macro_known_positive_precision_at_10,macro_EF_at_10,macro_NDCG_at_10,macro_target_success_at_10,total_recovered_P_at_20,target_success_count_at_20,macro_recall_at_20,macro_known_positive_precision_at_20,macro_EF_at_20,macro_NDCG_at_20,macro_target_success_at_20
strict_evidence_eleven,tuna_retrained,exclude_development_P,context,11,11,,33,1700,0.7051893939393938,0.17317697306612556,0.37116557007280093,16.818181818181817,8.0,7.0,0.23484848484848483,0.14545454545454548,7.418181818181819,0.208940284237633,0.6363636363636364,8.0,7.0,0.23484848484848483,0.07272727272727274,3.7090909090909094,0.208940284237633,0.6363636363636364,13.0,9.0,0.38636363636363635,0.059090909090909104,3.013636363636364,0.26314129145174525,0.8181818181818182
strict_evidence_eleven,tuna_original,exclude_development_P,context,11,11,,33,1700,0.6898737373737375,0.18212209426175677,0.3412407352748261,19.90909090909091,5.0,4.0,0.14393939393939392,0.09090909090909091,4.636363636363637,0.1661024326821843,0.36363636363636365,9.0,6.0,0.26515151515151514,0.0818181818181818,4.172727272727273,0.22341178003657244,0.5454545454545454,12.0,7.0,0.356060606060606,0.05454545454545454,2.7818181818181817,0.2548677991642792,0.6363636363636364
strict_evidence_eleven,ipin_baseline,exclude_development_P,background,11,11,,33,1700,0.7120202020202021,0.1070982845447963,0.18131232403959677,17.09090909090909,3.0,3.0,0.09090909090909091,0.05454545454545456,2.7818181818181817,0.07516392590391897,0.2727272727272727,8.0,6.0,0.23484848484848483,0.07272727272727274,3.7090909090909094,0.1424007702645698,0.5454545454545454,11.0,8.0,0.32575757575757575,0.05,2.5500000000000003,0.17545136433381672,0.7272727272727273
strict_evidence_eleven,ipin_optimized,exclude_development_P,background,11,11,,33,1700,0.7484848484848484,0.1593816051352508,0.2610219845513963,15.0,5.0,5.0,0.1515151515151515,0.09090909090909091,4.636363636363637,0.13137197154476246,0.45454545454545453,12.0,8.0,0.356060606060606,0.10909090909090909,5.5636363636363635,0.22504950530606746,0.7272727272727273,15.0,8.0,0.446969696969697,0.06818181818181819,3.477272727272727,0.25793513870210955,0.7272727272727273
strict_evidence_eleven,tuna_retrained,exclude_development_P,background,11,11,,33,1700,0.7697095959595959,0.1849441502991141,0.32747933884297525,11.818181818181818,6.0,5.0,0.17424242424242423,0.10909090909090911,5.5636363636363635,0.1661024326821843,0.45454545454545453,10.0,9.0,0.29545454545454547,0.09090909090909091,4.636363636363637,0.22417407881154092,0.8181818181818182,19.0,10.0,0.5681818181818181,0.08636363636363636,4.404545454545454,0.31903882993930904,0.9090909090909091
strict_evidence_eleven,tuna_original,exclude_development_P,background,11,11,,33,1700,0.7773232323232322,0.16592542283595255,0.3031543053531514,15.636363636363637,6.0,4.0,0.17424242424242423,0.10909090909090911,5.5636363636363635,0.16127538082090928,0.36363636363636365,8.0,6.0,0.23484848484848483,0.07272727272727274,3.7090909090909094,0.18971651573137935,0.5454545454545454,14.0,8.0,0.41666666666666674,0.06363636363636364,3.245454545454545,0.2553819345253953,0.7272727272727273
strict_evidence_eleven,ipin_baseline,exclude_development_P,low_plausibility,11,11,,33,1700,0.817739898989899,0.2572360478720903,0.5053539597657245,8.454545454545455,8.0,7.0,0.23484848484848483,0.14545454545454548,7.418181818181819,0.2595397915692672,0.6363636363636364,11.0,9.0,0.32575757575757575,0.09999999999999999,5.1000000000000005,0.30143919516000395,0.8181818181818182,19.0,10.0,0.5681818181818182,0.08636363636363636,4.404545454545454,0.389103597521645,0.9090909090909091
strict_evidence_eleven,ipin_optimized,exclude_development_P,low_plausibility,11,11,,33,1700,0.8167550505050506,0.39900327365075616,0.5758620689655172,8.363636363636363,15.0,8.0,0.446969696969697,0.27272727272727276,13.909090909090908,0.4335734654797348,0.7272727272727273,17.0,8.0,0.5075757575757577,0.15454545454545454,7.881818181818182,0.4616123225548286,0.7272727272727273,20.0,9.0,0.5984848484848485,0.09090909090909091,4.636363636363637,0.49449795595087076,0.8181818181818182
strict_evidence_eleven,tuna_retrained,exclude_development_P,low_plausibility,11,11,,33,1700,0.8415530303030304,0.3931648589945846,0.6313131313131314,10.363636363636363,14.0,9.0,0.41666666666666674,0.2545454545454546,12.981818181818182,0.4182574885430101,0.8181818181818182,18.0,10.0,0.5378787878787878,0.16363636363636364,8.345454545454546,0.47346472726020716,0.9090909090909091,24.0,10.0,0.7045454545454546,0.10909090909090911,5.5636363636363635,0.5334576754122664,0.9090909090909091
strict_evidence_eleven,tuna_original,exclude_development_P,low_plausibility,11,11,,33,1700,0.8578282828282829,0.39640229979354674,0.5479873661691843,6.818181818181818,13.0,6.0,0.37878787878787873,0.23636363636363636,12.054545454545456,0.3852944214788168,0.5454545454545454,20.0,9.0,0.5757575757575757,0.18181818181818182,9.272727272727273,0.47511759554064104,0.8181818181818182,22.0,10.0,0.6363636363636364,0.1,5.1,0.49603547221832417,0.9090909090909091
