panel,analysis,model,model_id,condition,dataset,metric,estimate,CI_low,CI_high,source_file,source_key,cell,positive_pairs,sampled_unlabeled_pairs,interval_source_key
,original,Preferential attachment,preferential_attachment,source,Original protected test,concordance,0.913324152557488,0.872697737271097,0.939683972185649,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C1_test/metrics/preferential_attachment,source_exclusive:HI-II-14:C1_test,280,1000000,cells/source_exclusive:HI-II-14:C1_test/metrics/preferential_attachment/percentile_95
,original,Length ratio,sequence_length_ratio,source,Original protected test,concordance,0.532023824589686,0.465830824101598,0.612873030255247,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C1_test/metrics/sequence_length_ratio,source_exclusive:HI-II-14:C1_test,280,1000000,cells/source_exclusive:HI-II-14:C1_test/metrics/sequence_length_ratio/percentile_95
,original,Length sum,sequence_length_sum,source,Original protected test,concordance,0.584666158959129,0.514331105426849,0.663159626374001,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C1_test/metrics/sequence_length_sum,source_exclusive:HI-II-14:C1_test,280,1000000,cells/source_exclusive:HI-II-14:C1_test/metrics/sequence_length_sum/percentile_95
,original,Common neighbors,training_common_neighbors,source,Original protected test,concordance,0.692375319391597,0.631391471084855,0.743283586109929,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C1_test/metrics/training_common_neighbors,source_exclusive:HI-II-14:C1_test,280,1000000,cells/source_exclusive:HI-II-14:C1_test/metrics/training_common_neighbors/percentile_95
,original,Degree sum,training_degree_sum,source,Original protected test,concordance,0.912330980433088,0.870493622958891,0.93922074646461,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C1_test/metrics/training_degree_sum,source_exclusive:HI-II-14:C1_test,280,1000000,cells/source_exclusive:HI-II-14:C1_test/metrics/training_degree_sum/percentile_95
,original,3-mer cosine,within_pair_3mer_cosine,source,Original protected test,concordance,0.590229544594691,0.520485773385766,0.680738429518031,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C1_test/metrics/within_pair_3mer_cosine,source_exclusive:HI-II-14:C1_test,280,1000000,cells/source_exclusive:HI-II-14:C1_test/metrics/within_pair_3mer_cosine/percentile_95
,original,Composition cosine,aac_cosine,source,Original protected test,concordance,0.426895781460352,0.30656440204377,0.561610972959894,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C2_test/metrics/aac_cosine,source_exclusive:HI-II-14:C2_test,1488,1000000,cells/source_exclusive:HI-II-14:C2_test/metrics/aac_cosine/percentile_95
,original,Component degree mass,component_degree_mass_product,source,Original protected test,concordance,0.5,0.499999999999999,0.500000000000001,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C2_test/metrics/component_degree_mass_product,source_exclusive:HI-II-14:C2_test,1488,1000000,cells/source_exclusive:HI-II-14:C2_test/metrics/component_degree_mass_product/percentile_95
,original,Hash sentinel,deterministic_hash,source,Original protected test,concordance,0.496208477520713,0.467953604975345,0.528069743774543,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C2_test/metrics/deterministic_hash,source_exclusive:HI-II-14:C2_test,1488,1000000,cells/source_exclusive:HI-II-14:C2_test/metrics/deterministic_hash/percentile_95
,original,3-mer interolog,exact_training_interolog_3mer,source,Original protected test,concordance,0.59541635431025,0.517176038607031,0.69189852371888,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C2_test/metrics/exact_training_interolog_3mer,source_exclusive:HI-II-14:C2_test,1488,1000000,cells/source_exclusive:HI-II-14:C2_test/metrics/exact_training_interolog_3mer/percentile_95
,original,iPIN affine,lightweight_esm2_150m_linear__linear_lr3e-4,source,Original protected test,concordance,0.800239165740951,0.765795711072932,0.829590146124705,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C2_test/metrics/lightweight_esm2_150m_linear__linear_lr3e-4,source_exclusive:HI-II-14:C2_test,1488,1000000,cells/source_exclusive:HI-II-14:C2_test/metrics/lightweight_esm2_150m_linear__linear_lr3e-4/percentile_95
,original,ESM cosine,pooled_150m_cosine,source,Original protected test,concordance,0.450431787609355,0.333962517337907,0.597083553987651,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C2_test/metrics/pooled_150m_cosine,source_exclusive:HI-II-14:C2_test,1488,1000000,cells/source_exclusive:HI-II-14:C2_test/metrics/pooled_150m_cosine/percentile_95
,original,Preferential attachment,preferential_attachment,source,Original protected test,concordance,0.5,0.499999999999999,0.500000000000001,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C2_test/metrics/preferential_attachment,source_exclusive:HI-II-14:C2_test,1488,1000000,cells/source_exclusive:HI-II-14:C2_test/metrics/preferential_attachment/percentile_95
,original,Length ratio,sequence_length_ratio,source,Original protected test,concordance,0.534262528507217,0.498677730368943,0.572309823159389,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C2_test/metrics/sequence_length_ratio,source_exclusive:HI-II-14:C2_test,1488,1000000,cells/source_exclusive:HI-II-14:C2_test/metrics/sequence_length_ratio/percentile_95
,original,Length sum,sequence_length_sum,source,Original protected test,concordance,0.508104344738624,0.443807198907817,0.593246855154967,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C2_test/metrics/sequence_length_sum,source_exclusive:HI-II-14:C2_test,1488,1000000,cells/source_exclusive:HI-II-14:C2_test/metrics/sequence_length_sum/percentile_95
,original,Common neighbors,training_common_neighbors,source,Original protected test,concordance,0.5,0.499999999999999,0.500000000000001,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C2_test/metrics/training_common_neighbors,source_exclusive:HI-II-14:C2_test,1488,1000000,cells/source_exclusive:HI-II-14:C2_test/metrics/training_common_neighbors/percentile_95
,original,Degree sum,training_degree_sum,source,Original protected test,concordance,0.80668742707448,0.770978633348681,0.853268218867927,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C2_test/metrics/training_degree_sum,source_exclusive:HI-II-14:C2_test,1488,1000000,cells/source_exclusive:HI-II-14:C2_test/metrics/training_degree_sum/percentile_95
,original,3-mer cosine,within_pair_3mer_cosine,source,Original protected test,concordance,0.488655429247425,0.388211147651167,0.607463138675021,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C2_test/metrics/within_pair_3mer_cosine,source_exclusive:HI-II-14:C2_test,1488,1000000,cells/source_exclusive:HI-II-14:C2_test/metrics/within_pair_3mer_cosine/percentile_95
,original,Composition cosine,aac_cosine,source,Original protected test,concordance,0.419437513014618,0.334074574295787,0.57756590606624,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C3_test/metrics/aac_cosine,source_exclusive:HI-II-14:C3_test,269,1000000,cells/source_exclusive:HI-II-14:C3_test/metrics/aac_cosine/percentile_95
,original,Component degree mass,component_degree_mass_product,source,Original protected test,concordance,0.5,0.5,0.5,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C3_test/metrics/component_degree_mass_product,source_exclusive:HI-II-14:C3_test,269,1000000,cells/source_exclusive:HI-II-14:C3_test/metrics/component_degree_mass_product/percentile_95
,original,Hash sentinel,deterministic_hash,source,Original protected test,concordance,0.511309364316688,0.453437226349122,0.575944936345882,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C3_test/metrics/deterministic_hash,source_exclusive:HI-II-14:C3_test,269,1000000,cells/source_exclusive:HI-II-14:C3_test/metrics/deterministic_hash/percentile_95
,original,3-mer interolog,exact_training_interolog_3mer,source,Original protected test,concordance,0.531890131974957,0.445868011693711,0.663527147469692,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C3_test/metrics/exact_training_interolog_3mer,source_exclusive:HI-II-14:C3_test,269,1000000,cells/source_exclusive:HI-II-14:C3_test/metrics/exact_training_interolog_3mer/percentile_95
,original,iPIN affine,lightweight_esm2_150m_linear__linear_lr3e-4,source,Original protected test,concordance,0.7106254275132,0.603167812749667,0.792090022003957,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C3_test/metrics/lightweight_esm2_150m_linear__linear_lr3e-4,source_exclusive:HI-II-14:C3_test,269,1000000,cells/source_exclusive:HI-II-14:C3_test/metrics/lightweight_esm2_150m_linear__linear_lr3e-4/percentile_95
,original,ESM cosine,pooled_150m_cosine,source,Original protected test,concordance,0.459825836434555,0.376365599184256,0.604562314949216,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C3_test/metrics/pooled_150m_cosine,source_exclusive:HI-II-14:C3_test,269,1000000,cells/source_exclusive:HI-II-14:C3_test/metrics/pooled_150m_cosine/percentile_95
,original,Preferential attachment,preferential_attachment,source,Original protected test,concordance,0.5,0.5,0.5,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C3_test/metrics/preferential_attachment,source_exclusive:HI-II-14:C3_test,269,1000000,cells/source_exclusive:HI-II-14:C3_test/metrics/preferential_attachment/percentile_95
,original,Length ratio,sequence_length_ratio,source,Original protected test,concordance,0.506224830859875,0.423961741711688,0.580342443872758,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C3_test/metrics/sequence_length_ratio,source_exclusive:HI-II-14:C3_test,269,1000000,cells/source_exclusive:HI-II-14:C3_test/metrics/sequence_length_ratio/percentile_95
,original,Length sum,sequence_length_sum,source,Original protected test,concordance,0.448163628257137,0.340863878746289,0.607449562005866,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C3_test/metrics/sequence_length_sum,source_exclusive:HI-II-14:C3_test,269,1000000,cells/source_exclusive:HI-II-14:C3_test/metrics/sequence_length_sum/percentile_95
,original,Common neighbors,training_common_neighbors,source,Original protected test,concordance,0.5,0.5,0.5,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C3_test/metrics/training_common_neighbors,source_exclusive:HI-II-14:C3_test,269,1000000,cells/source_exclusive:HI-II-14:C3_test/metrics/training_common_neighbors/percentile_95
,original,Degree sum,training_degree_sum,source,Original protected test,concordance,0.5,0.5,0.5,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C3_test/metrics/training_degree_sum,source_exclusive:HI-II-14:C3_test,269,1000000,cells/source_exclusive:HI-II-14:C3_test/metrics/training_degree_sum/percentile_95
,original,3-mer cosine,within_pair_3mer_cosine,source,Original protected test,concordance,0.548961421936859,0.46666394968251,0.666345295582479,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C3_test/metrics/within_pair_3mer_cosine,source_exclusive:HI-II-14:C3_test,269,1000000,cells/source_exclusive:HI-II-14:C3_test/metrics/within_pair_3mer_cosine/percentile_95
,original,Composition cosine,aac_cosine,source,Original protected test,concordance,0.519567991095524,0.473486858693329,0.576070365753547,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C1_test/metrics/aac_cosine,source_exclusive:HuRI:C1_test,633,1000000,cells/source_exclusive:HuRI:C1_test/metrics/aac_cosine/percentile_95
,original,Component degree mass,component_degree_mass_product,source,Original protected test,concordance,0.722633994723852,0.668267739566241,0.856315392508744,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C1_test/metrics/component_degree_mass_product,source_exclusive:HuRI:C1_test,633,1000000,cells/source_exclusive:HuRI:C1_test/metrics/component_degree_mass_product/percentile_95
,original,Hash sentinel,deterministic_hash,source,Original protected test,concordance,0.517093756335284,0.47065528354971,0.553591876909856,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C1_test/metrics/deterministic_hash,source_exclusive:HuRI:C1_test,633,1000000,cells/source_exclusive:HuRI:C1_test/metrics/deterministic_hash/percentile_95
,original,3-mer interolog,exact_training_interolog_3mer,source,Original protected test,concordance,0.684529848079594,0.619075034374496,0.728734802301208,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C1_test/metrics/exact_training_interolog_3mer,source_exclusive:HuRI:C1_test,633,1000000,cells/source_exclusive:HuRI:C1_test/metrics/exact_training_interolog_3mer/percentile_95
,original,iPIN affine,lightweight_esm2_150m_linear__linear_lr3e-4,source,Original protected test,concordance,0.840972156507992,0.803997081298453,0.863936291527925,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C1_test/metrics/lightweight_esm2_150m_linear__linear_lr3e-4,source_exclusive:HuRI:C1_test,633,1000000,cells/source_exclusive:HuRI:C1_test/metrics/lightweight_esm2_150m_linear__linear_lr3e-4/percentile_95
,original,ESM cosine,pooled_150m_cosine,source,Original protected test,concordance,0.52758363101631,0.480069542112923,0.577717212152916,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C1_test/metrics/pooled_150m_cosine,source_exclusive:HuRI:C1_test,633,1000000,cells/source_exclusive:HuRI:C1_test/metrics/pooled_150m_cosine/percentile_95
,original,Preferential attachment,preferential_attachment,source,Original protected test,concordance,0.916338354332492,0.892507227700558,0.933600865458528,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C1_test/metrics/preferential_attachment,source_exclusive:HuRI:C1_test,633,1000000,cells/source_exclusive:HuRI:C1_test/metrics/preferential_attachment/percentile_95
,original,Length ratio,sequence_length_ratio,source,Original protected test,concordance,0.564624370144135,0.527275455729529,0.607633421236715,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C1_test/metrics/sequence_length_ratio,source_exclusive:HuRI:C1_test,633,1000000,cells/source_exclusive:HuRI:C1_test/metrics/sequence_length_ratio/percentile_95
,original,Length sum,sequence_length_sum,source,Original protected test,concordance,0.526284806664062,0.468705495296439,0.596642327698566,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C1_test/metrics/sequence_length_sum,source_exclusive:HuRI:C1_test,633,1000000,cells/source_exclusive:HuRI:C1_test/metrics/sequence_length_sum/percentile_95
,original,Common neighbors,training_common_neighbors,source,Original protected test,concordance,0.748299091983311,0.700126982333509,0.785009652953399,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C1_test/metrics/training_common_neighbors,source_exclusive:HuRI:C1_test,633,1000000,cells/source_exclusive:HuRI:C1_test/metrics/training_common_neighbors/percentile_95
,original,Degree sum,training_degree_sum,source,Original protected test,concordance,0.916141306578118,0.893131446186115,0.933671221634037,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C1_test/metrics/training_degree_sum,source_exclusive:HuRI:C1_test,633,1000000,cells/source_exclusive:HuRI:C1_test/metrics/training_degree_sum/percentile_95
,original,3-mer cosine,within_pair_3mer_cosine,source,Original protected test,concordance,0.554442698230698,0.501389324150672,0.62739461029464,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C1_test/metrics/within_pair_3mer_cosine,source_exclusive:HuRI:C1_test,633,1000000,cells/source_exclusive:HuRI:C1_test/metrics/within_pair_3mer_cosine/percentile_95
,original,Composition cosine,aac_cosine,source,Original protected test,concordance,0.42657424957764,0.346049948960315,0.524571082538083,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C2_test/metrics/aac_cosine,source_exclusive:HuRI:C2_test,5270,1000000,cells/source_exclusive:HuRI:C2_test/metrics/aac_cosine/percentile_95
,original,Component degree mass,component_degree_mass_product,source,Original protected test,concordance,0.5,0.499999999999996,0.500000000000004,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C2_test/metrics/component_degree_mass_product,source_exclusive:HuRI:C2_test,5270,1000000,cells/source_exclusive:HuRI:C2_test/metrics/component_degree_mass_product/percentile_95
,original,Hash sentinel,deterministic_hash,source,Original protected test,concordance,0.49738530478648,0.484435597771115,0.511750202556101,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C2_test/metrics/deterministic_hash,source_exclusive:HuRI:C2_test,5270,1000000,cells/source_exclusive:HuRI:C2_test/metrics/deterministic_hash/percentile_95
,original,3-mer interolog,exact_training_interolog_3mer,source,Original protected test,concordance,0.540653683902761,0.488777181064821,0.597892651245964,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C2_test/metrics/exact_training_interolog_3mer,source_exclusive:HuRI:C2_test,5270,1000000,cells/source_exclusive:HuRI:C2_test/metrics/exact_training_interolog_3mer/percentile_95
,original,iPIN affine,lightweight_esm2_150m_linear__linear_lr3e-4,source,Original protected test,concordance,0.808502273397531,0.781368979927367,0.83227718478404,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C2_test/metrics/lightweight_esm2_150m_linear__linear_lr3e-4,source_exclusive:HuRI:C2_test,5270,1000000,cells/source_exclusive:HuRI:C2_test/metrics/lightweight_esm2_150m_linear__linear_lr3e-4/percentile_95
,original,ESM cosine,pooled_150m_cosine,source,Original protected test,concordance,0.474660330488378,0.390065779149381,0.569085240616205,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C2_test/metrics/pooled_150m_cosine,source_exclusive:HuRI:C2_test,5270,1000000,cells/source_exclusive:HuRI:C2_test/metrics/pooled_150m_cosine/percentile_95
,original,Preferential attachment,preferential_attachment,source,Original protected test,concordance,0.5,0.499999999999996,0.500000000000004,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C2_test/metrics/preferential_attachment,source_exclusive:HuRI:C2_test,5270,1000000,cells/source_exclusive:HuRI:C2_test/metrics/preferential_attachment/percentile_95
,original,Length ratio,sequence_length_ratio,source,Original protected test,concordance,0.536491235106557,0.493423650506731,0.579408179464909,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C2_test/metrics/sequence_length_ratio,source_exclusive:HuRI:C2_test,5270,1000000,cells/source_exclusive:HuRI:C2_test/metrics/sequence_length_ratio/percentile_95
,original,Length sum,sequence_length_sum,source,Original protected test,concordance,0.403025811472453,0.344064487099481,0.473087510324065,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C2_test/metrics/sequence_length_sum,source_exclusive:HuRI:C2_test,5270,1000000,cells/source_exclusive:HuRI:C2_test/metrics/sequence_length_sum/percentile_95
,original,Common neighbors,training_common_neighbors,source,Original protected test,concordance,0.5,0.499999999999996,0.500000000000004,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C2_test/metrics/training_common_neighbors,source_exclusive:HuRI:C2_test,5270,1000000,cells/source_exclusive:HuRI:C2_test/metrics/training_common_neighbors/percentile_95
,original,Degree sum,training_degree_sum,source,Original protected test,concordance,0.810721084390906,0.786359792038107,0.835632757678374,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C2_test/metrics/training_degree_sum,source_exclusive:HuRI:C2_test,5270,1000000,cells/source_exclusive:HuRI:C2_test/metrics/training_degree_sum/percentile_95
,original,3-mer cosine,within_pair_3mer_cosine,source,Original protected test,concordance,0.456705372136013,0.396314714265387,0.52806510116695,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C2_test/metrics/within_pair_3mer_cosine,source_exclusive:HuRI:C2_test,5270,1000000,cells/source_exclusive:HuRI:C2_test/metrics/within_pair_3mer_cosine/percentile_95
,original,Composition cosine,aac_cosine,source,Original protected test,concordance,0.407475988767602,0.33435188824427,0.525532524037123,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C3_test/metrics/aac_cosine,source_exclusive:HuRI:C3_test,1869,1000000,cells/source_exclusive:HuRI:C3_test/metrics/aac_cosine/percentile_95
,original,Component degree mass,component_degree_mass_product,source,Original protected test,concordance,0.5,0.499999999999998,0.500000000000002,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C3_test/metrics/component_degree_mass_product,source_exclusive:HuRI:C3_test,1869,1000000,cells/source_exclusive:HuRI:C3_test/metrics/component_degree_mass_product/percentile_95
,original,Hash sentinel,deterministic_hash,source,Original protected test,concordance,0.487926385237286,0.464972983437587,0.50892617077504,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C3_test/metrics/deterministic_hash,source_exclusive:HuRI:C3_test,1869,1000000,cells/source_exclusive:HuRI:C3_test/metrics/deterministic_hash/percentile_95
,original,3-mer interolog,exact_training_interolog_3mer,source,Original protected test,concordance,0.472571966831368,0.412982291797514,0.567867765820194,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C3_test/metrics/exact_training_interolog_3mer,source_exclusive:HuRI:C3_test,1869,1000000,cells/source_exclusive:HuRI:C3_test/metrics/exact_training_interolog_3mer/percentile_95
,original,iPIN affine,lightweight_esm2_150m_linear__linear_lr3e-4,source,Original protected test,concordance,0.794629329323833,0.716238122772288,0.851814305505481,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C3_test/metrics/lightweight_esm2_150m_linear__linear_lr3e-4,source_exclusive:HuRI:C3_test,1869,1000000,cells/source_exclusive:HuRI:C3_test/metrics/lightweight_esm2_150m_linear__linear_lr3e-4/percentile_95
,original,ESM cosine,pooled_150m_cosine,source,Original protected test,concordance,0.491838162122532,0.417442164105278,0.603626614811039,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C3_test/metrics/pooled_150m_cosine,source_exclusive:HuRI:C3_test,1869,1000000,cells/source_exclusive:HuRI:C3_test/metrics/pooled_150m_cosine/percentile_95
,original,Preferential attachment,preferential_attachment,source,Original protected test,concordance,0.5,0.499999999999998,0.500000000000002,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C3_test/metrics/preferential_attachment,source_exclusive:HuRI:C3_test,1869,1000000,cells/source_exclusive:HuRI:C3_test/metrics/preferential_attachment/percentile_95
,original,Length ratio,sequence_length_ratio,source,Original protected test,concordance,0.554591409582077,0.474320414910293,0.621620037442524,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C3_test/metrics/sequence_length_ratio,source_exclusive:HuRI:C3_test,1869,1000000,cells/source_exclusive:HuRI:C3_test/metrics/sequence_length_ratio/percentile_95
,original,Length sum,sequence_length_sum,source,Original protected test,concordance,0.302333335476273,0.225561135315101,0.418084328514137,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C3_test/metrics/sequence_length_sum,source_exclusive:HuRI:C3_test,1869,1000000,cells/source_exclusive:HuRI:C3_test/metrics/sequence_length_sum/percentile_95
,original,Common neighbors,training_common_neighbors,source,Original protected test,concordance,0.5,0.499999999999998,0.500000000000002,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C3_test/metrics/training_common_neighbors,source_exclusive:HuRI:C3_test,1869,1000000,cells/source_exclusive:HuRI:C3_test/metrics/training_common_neighbors/percentile_95
,original,Degree sum,training_degree_sum,source,Original protected test,concordance,0.5,0.499999999999998,0.500000000000002,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C3_test/metrics/training_degree_sum,source_exclusive:HuRI:C3_test,1869,1000000,cells/source_exclusive:HuRI:C3_test/metrics/training_degree_sum/percentile_95
,original,3-mer cosine,within_pair_3mer_cosine,source,Original protected test,concordance,0.471040120923559,0.388545773104928,0.547147320479672,artifacts/results/protected_final_test_v1/FINAL_TEST_RESULTS.json,cells/source_exclusive:HuRI:C3_test/metrics/within_pair_3mer_cosine,source_exclusive:HuRI:C3_test,1869,1000000,cells/source_exclusive:HuRI:C3_test/metrics/within_pair_3mer_cosine/percentile_95
,followup,iPIN optimized,esm2_150m__residual_wide__epoch04_ensemble3,C1,Protected follow-up,concordance,0.916037498813908,0.904900610938511,0.926426837873878,artifacts/results/model_optimization_followup_v1/FOLLOWUP_TEST_RESULTS.json,cells/C1_test/metrics/esm2_150m__residual_wide__epoch04_ensemble3,C1_test,3187,1000000,cells/C1_test/metrics/esm2_150m__residual_wide__epoch04_ensemble3/percentile_95
,followup,iPIN optimized,esm2_150m__residual_wide__epoch04_ensemble3,C2,Protected follow-up,concordance,0.85130120194772,0.827324371472541,0.871428211094548,artifacts/results/model_optimization_followup_v1/FOLLOWUP_TEST_RESULTS.json,cells/C2_test/metrics/esm2_150m__residual_wide__epoch04_ensemble3,C2_test,13446,1000000,cells/C2_test/metrics/esm2_150m__residual_wide__epoch04_ensemble3/percentile_95
,followup,iPIN optimized,esm2_150m__residual_wide__epoch04_ensemble3,C3,Protected follow-up,concordance,0.807947880625663,0.740479526529126,0.852012727559151,artifacts/results/model_optimization_followup_v1/FOLLOWUP_TEST_RESULTS.json,cells/C3_test/metrics/esm2_150m__residual_wide__epoch04_ensemble3,C3_test,2379,1000000,cells/C3_test/metrics/esm2_150m__residual_wide__epoch04_ensemble3/percentile_95
,followup,iPIN optimized,esm2_150m__residual_wide__epoch04_ensemble3,source,Protected follow-up,concordance,0.919745857144853,0.889948766384408,0.941250523087037,artifacts/results/model_optimization_followup_v1/FOLLOWUP_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C1_test/metrics/esm2_150m__residual_wide__epoch04_ensemble3,source_exclusive:HI-II-14:C1_test,280,1000000,cells/source_exclusive:HI-II-14:C1_test/metrics/esm2_150m__residual_wide__epoch04_ensemble3/percentile_95
,followup,iPIN optimized,esm2_150m__residual_wide__epoch04_ensemble3,source,Protected follow-up,concordance,0.844006674476464,0.814718652328171,0.872908586736976,artifacts/results/model_optimization_followup_v1/FOLLOWUP_TEST_RESULTS.json,cells/source_exclusive:HI-II-14:C2_test/metrics/esm2_150m__residual_wide__epoch04_ensemble3,source_exclusive:HI-II-14:C2_test,1488,1000000,cells/source_exclusive:HI-II-14:C2_test/metrics/esm2_150m__residual_wide__epoch04_ensemble3/percentile_95
