row_index,tuna_retrained_seed20260803_score,tuna_retrained_seed20260817_score,tuna_retrained_seed20260831_score,tuna_retrained_score
313,-6.741455554962158,-5.005216598510742,-9.717386245727539,-7.1546861330668134
314,-8.29220962524414,-7.877826690673828,-10.780255317687988,-8.983430544535318
315,-9.099291801452637,-6.148016452789307,-9.50262451171875,-8.249977588653564
316,-5.821236610412598,-5.705622673034668,-7.356387138366699,-6.294415473937988
317,-7.602998733520508,-10.054492950439453,-12.317336082458496,-9.991609255472818
318,-10.060546875,-8.089777946472168,-11.923611640930176,-10.024645487467447
319,-7.43525505065918,-8.194636344909668,-11.365031242370605,-8.998307545979818
320,-8.340417861938477,-7.357008934020996,-10.490440368652344,-8.729289054870605
321,-4.5976715087890625,-8.444714546203613,-10.533876419067383,-7.8587541580200195
322,-8.981793403625488,-9.530104637145996,-8.805977821350098,-9.105958620707193
323,-11.888548851013184,-9.121931076049805,-11.935131072998047,-10.981870333353678
324,-8.316211700439453,-7.979738712310791,-9.288016319274902,-8.527988910675049
325,-8.309100151062012,-6.483351707458496,-10.045355796813965,-8.279269218444824
326,-8.6560697555542,-4.861987590789795,-5.72429084777832,-6.4141160647074384
327,-6.192216396331787,-8.690459251403809,-8.784401893615723,-7.889025847117106
328,-9.415750503540039,-9.20214557647705,-10.997258186340332,-9.871718088785807
329,-8.81152629852295,-7.408790588378906,-12.295385360717773,-9.505234082539877
330,-7.114364147186279,-9.887478828430176,-10.036182403564453,-9.012675126393637
331,-6.407264709472656,-5.892181396484375,-9.10683536529541,-7.135427157084147
332,-9.206009864807129,-9.350448608398438,-9.862293243408203,-9.472917238871256
333,-9.499029159545898,-7.048252582550049,-7.147650241851807,-7.898310661315918
334,-7.676626205444336,-9.957353591918945,-10.127601623535156,-9.253860473632812
335,-8.349671363830566,-8.119373321533203,-11.448709487915039,-9.305918057759603
336,-4.365243434906006,-4.361319541931152,-7.737910747528076,-5.488157908121745
337,-9.84150505065918,-8.791240692138672,-10.31986141204834,-9.650869051615397
338,-7.293720722198486,-7.915713310241699,-10.249322891235352,-8.486252307891846
339,-8.717976570129395,-9.865808486938477,-12.250510215759277,-10.278098424275717
340,-7.807452201843262,-8.509751319885254,-10.297674179077148,-8.871625900268555
341,-10.905683517456055,-9.250387191772461,-13.256669998168945,-11.137580235799154
342,-9.18881893157959,-9.685787200927734,-11.33005428314209,-10.068220138549805
343,-8.53785514831543,-6.28578519821167,-7.8408308029174805,-7.554823716481526
344,-7.434665203094482,-6.515576362609863,-11.937349319458008,-8.629196961720785
345,-4.959152698516846,-4.650049209594727,-8.751267433166504,-6.120156447092692
346,-5.384340286254883,-5.3595476150512695,-8.478341102600098,-6.40740966796875
347,-7.564095973968506,-4.774816036224365,-12.552684783935547,-8.297198931376139
348,-5.6326093673706055,-5.944879531860352,-8.317229270935059,-6.631572723388672
349,-8.741227149963379,-7.160615921020508,-11.675742149353027,-9.19252840677897
350,-11.848978996276855,-7.6604132652282715,-9.614310264587402,-9.707900842030844
351,-7.513360500335693,-6.510898590087891,-8.53504467010498,-7.5197679201761884
352,-6.050322532653809,-6.596357822418213,-7.403049468994141,-6.683243274688721
353,-10.205065727233887,-5.5150580406188965,-8.033588409423828,-7.917904059092204
354,-12.046148300170898,-9.56560230255127,-11.718542098999023,-11.110097567240397
355,-9.1878662109375,-7.554172515869141,-9.428423881530762,-8.723487536112467
