cohort,model,positive_subset,U_stratum,targets,P,U,macro_P_vs_U_concordance,MAP,MRR,mean_first_positive_rank,total_recovered_P_at_5,target_success_count_at_5,macro_recall_at_5,macro_known_positive_precision_at_5,macro_EF_at_5,macro_NDCG_at_5,macro_target_success_at_5,total_recovered_P_at_10,target_success_count_at_10,macro_recall_at_10,macro_known_positive_precision_at_10,macro_EF_at_10,macro_NDCG_at_10,macro_target_success_at_10,total_recovered_P_at_20,target_success_count_at_20,macro_recall_at_20,macro_known_positive_precision_at_20,macro_EF_at_20,macro_NDCG_at_20,macro_target_success_at_20
original_six,ipin_baseline,all_P,background,6,19,950,0.6749999999999998,0.09170588239785858,0.14792684913652654,14.333333333333334,2.0,2.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.06936352592478849,0.3333333333333333,5.0,4.0,0.2638888888888889,0.08333333333333333,4.250000000000001,0.14328408875833742,0.6666666666666666,6.0,4.0,0.3194444444444444,0.049999999999999996,2.5500000000000003,0.1620405702242487,0.6666666666666666
original_six,ipin_optimized,all_P,background,6,19,950,0.7092592592592593,0.11176396722154673,0.14298670201833352,21.333333333333332,2.0,2.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.07279111825198763,0.3333333333333333,6.0,4.0,0.3194444444444444,0.09999999999999999,5.1000000000000005,0.1684551995962195,0.6666666666666666,7.0,4.0,0.375,0.05833333333333333,2.975,0.18847447556256136,0.6666666666666666
original_six,tuna_retrained,all_P,background,6,19,950,0.7694675925925926,0.1324911122083675,0.280067155067155,12.5,2.0,2.0,0.09722222222222221,0.06666666666666667,3.4000000000000004,0.10416990216724664,0.3333333333333333,3.0,3.0,0.15277777777777776,0.05000000000000001,2.5500000000000003,0.13202997799494703,0.5,9.0,5.0,0.4861111111111111,0.07500000000000001,3.8249999999999997,0.2488484598640545,0.8333333333333334
original_six,ipin_baseline,exclude_development_P,all_U,6,18,1900,0.6072222222222222,0.04979656116500183,0.08085899582364625,59.333333333333336,1.0,1.0,0.05555555555555555,0.03333333333333333,3.3666666666666667,0.03910656050189637,0.16666666666666666,1.0,1.0,0.05555555555555555,0.016666666666666666,1.6833333333333333,0.03910656050189637,0.16666666666666666,4.0,3.0,0.20833333333333334,0.03333333333333333,3.3666666666666667,0.0946941029897407,0.5
original_six,ipin_optimized,exclude_development_P,all_U,6,18,1900,0.6513888888888889,0.0508676519292536,0.05167973936172623,57.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1111111111111111,0.03333333333333333,3.3666666666666667,0.04961553581123574,0.16666666666666666,5.0,3.0,0.2638888888888889,0.041666666666666664,4.208333333333333,0.10537558073332136,0.5
original_six,tuna_retrained,exclude_development_P,all_U,6,18,1900,0.7234722222222224,0.0940038816591508,0.24666325311486603,42.666666666666664,2.0,2.0,0.09722222222222221,0.06666666666666667,6.733333333333333,0.10416990216724664,0.3333333333333333,2.0,2.0,0.09722222222222221,0.03333333333333333,3.3666666666666667,0.10416990216724664,0.3333333333333333,4.0,4.0,0.2083333333333333,0.03333333333333333,3.3666666666666667,0.14038876870406125,0.6666666666666666
original_six,ipin_baseline,exclude_development_P,context,6,18,950,0.5675925925925926,0.11164662041202277,0.2079320682261859,34.333333333333336,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.07821312100379274,0.16666666666666666,3.0,2.0,0.16666666666666666,0.05000000000000001,2.5500000000000003,0.1278286568150285,0.3333333333333333,5.0,3.0,0.2638888888888889,0.041666666666666664,2.125,0.1654601531168527,0.5
original_six,ipin_optimized,exclude_development_P,context,6,18,950,0.6164814814814815,0.09066525666485496,0.09951357359893946,31.333333333333332,2.0,1.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.06394152317298338,0.16666666666666666,5.0,3.0,0.2638888888888889,0.08333333333333333,4.25,0.1353355411485729,0.5,5.0,3.0,0.2638888888888889,0.041666666666666664,2.125,0.1353355411485729,0.5
original_six,tuna_retrained,exclude_development_P,context,6,18,950,0.6950694444444445,0.16690142984152886,0.39394671351193083,24.833333333333332,3.0,3.0,0.15277777777777776,0.10000000000000002,5.1000000000000005,0.17353342809203512,0.5,4.0,4.0,0.2083333333333333,0.06666666666666667,3.4000000000000004,0.1970779235686733,0.6666666666666666,7.0,4.0,0.375,0.05833333333333333,2.975,0.25767067936229265,0.6666666666666666
original_six,ipin_baseline,exclude_development_P,background,6,18,950,0.6468518518518518,0.08026517431167444,0.11681573802541544,26.0,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.03910656050189637,0.16666666666666666,4.0,3.0,0.20833333333333334,0.06666666666666667,3.4000000000000004,0.1130271233354453,0.5,5.0,3.0,0.2638888888888889,0.041666666666666664,2.125,0.13178360480135656,0.5
original_six,ipin_optimized,exclude_development_P,background,6,18,950,0.6862962962962963,0.09263866256469382,0.09159781312944465,27.5,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.033684557750091264,0.16666666666666666,5.0,3.0,0.2638888888888889,0.08333333333333333,4.25,0.12934863909432312,0.5,6.0,3.0,0.3194444444444444,0.05000000000000001,2.5500000000000003,0.14936791506066502,0.5
original_six,tuna_retrained,exclude_development_P,background,6,18,950,0.7518750000000001,0.13074189322792618,0.2779581529581529,18.833333333333332,2.0,2.0,0.09722222222222221,0.06666666666666667,3.4000000000000004,0.10416990216724664,0.3333333333333333,3.0,3.0,0.15277777777777776,0.05000000000000001,2.5500000000000003,0.13202997799494703,0.5,9.0,5.0,0.4861111111111111,0.07500000000000001,3.8249999999999997,0.2488484598640545,0.8333333333333334
original_six,ipin_baseline,exclude_development_P_and_homomers,all_U,6,17,1900,0.5804166666666667,0.04727855996684662,0.0725859298582726,84.5,1.0,1.0,0.05555555555555555,0.03333333333333333,3.3666666666666667,0.03910656050189637,0.16666666666666666,1.0,1.0,0.05555555555555555,0.016666666666666666,1.6833333333333333,0.03910656050189637,0.16666666666666666,3.0,2.0,0.16666666666666666,0.025000000000000005,2.525,0.07937761242829827,0.3333333333333333
original_six,ipin_optimized,exclude_development_P_and_homomers,all_U,6,17,1900,0.6256944444444444,0.04773097497717249,0.04044702046771701,96.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1111111111111111,0.03333333333333333,3.3666666666666667,0.04961553581123574,0.16666666666666666,4.0,2.0,0.2222222222222222,0.03333333333333333,3.3666666666666667,0.0887220963131321,0.3333333333333333
original_six,tuna_retrained,exclude_development_P_and_homomers,all_U,6,17,1900,0.7044444444444444,0.05198316171992651,0.08153979632474255,60.5,1.0,1.0,0.05555555555555555,0.03333333333333333,3.3666666666666667,0.03910656050189637,0.16666666666666666,1.0,1.0,0.05555555555555555,0.016666666666666666,1.6833333333333333,0.03910656050189637,0.16666666666666666,3.0,3.0,0.16666666666666666,0.025000000000000005,2.525,0.07532542703871098,0.5
original_six,ipin_baseline,exclude_development_P_and_homomers,context,6,17,950,0.5409259259259259,0.10806965390027366,0.1969430572371749,47.333333333333336,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.07821312100379274,0.16666666666666666,3.0,2.0,0.16666666666666666,0.05000000000000001,2.5500000000000003,0.1278286568150285,0.3333333333333333,4.0,2.0,0.2222222222222222,0.03333333333333333,1.7,0.1483712966804824,0.3333333333333333
original_six,ipin_optimized,exclude_development_P_and_homomers,context,6,17,950,0.5895370370370371,0.08342394007272129,0.07301784710321295,52.0,2.0,1.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.06394152317298338,0.16666666666666666,4.0,2.0,0.2222222222222222,0.06666666666666667,3.4,0.11215951123011031,0.3333333333333333,4.0,2.0,0.2222222222222222,0.03333333333333333,1.7,0.11215951123011031,0.3333333333333333
original_six,tuna_retrained,exclude_development_P_and_homomers,context,6,17,950,0.6713888888888889,0.1247435578527758,0.2294730293014046,37.333333333333336,2.0,2.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.10847008642668486,0.3333333333333333,3.0,3.0,0.16666666666666666,0.05000000000000001,2.5500000000000003,0.13201458190332302,0.5,6.0,3.0,0.3333333333333333,0.05000000000000001,2.5500000000000003,0.19260733769694238,0.5
original_six,ipin_baseline,exclude_development_P_and_homomers,background,6,17,950,0.6199074074074075,0.07290327316327881,0.09114766488898789,38.166666666666664,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.03910656050189637,0.16666666666666666,3.0,2.0,0.16666666666666666,0.05000000000000001,2.5500000000000003,0.08985109341698272,0.3333333333333333,4.0,2.0,0.2222222222222222,0.03333333333333333,1.7,0.10860757488289396,0.3333333333333333
original_six,ipin_optimized,exclude_development_P_and_homomers,background,6,17,950,0.6618518518518518,0.08768695599668797,0.07447985483501578,45.833333333333336,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.033684557750091264,0.16666666666666666,4.0,2.0,0.2222222222222222,0.06666666666666667,3.4,0.10976262163491858,0.3333333333333333,5.0,2.0,0.27777777777777773,0.041666666666666664,2.125,0.12978189760126047,0.3333333333333333
original_six,tuna_retrained,exclude_development_P_and_homomers,background,6,17,950,0.7375000000000002,0.08803480401034987,0.11634199134199134,24.166666666666668,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.03910656050189637,0.16666666666666666,2.0,2.0,0.1111111111111111,0.03333333333333333,1.7000000000000002,0.06696663632959675,0.3333333333333333,8.0,4.0,0.4444444444444444,0.06666666666666667,3.4,0.18378511819870424,0.6666666666666666
original_six,ipin_baseline,exclude_prior_train_development_P,all_U,6,18,1900,0.6072222222222222,0.04979656116500183,0.08085899582364625,59.333333333333336,1.0,1.0,0.05555555555555555,0.03333333333333333,3.3666666666666667,0.03910656050189637,0.16666666666666666,1.0,1.0,0.05555555555555555,0.016666666666666666,1.6833333333333333,0.03910656050189637,0.16666666666666666,4.0,3.0,0.20833333333333334,0.03333333333333333,3.3666666666666667,0.0946941029897407,0.5
original_six,ipin_optimized,exclude_prior_train_development_P,all_U,6,18,1900,0.6513888888888889,0.0508676519292536,0.05167973936172623,57.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1111111111111111,0.03333333333333333,3.3666666666666667,0.04961553581123574,0.16666666666666666,5.0,3.0,0.2638888888888889,0.041666666666666664,4.208333333333333,0.10537558073332136,0.5
original_six,tuna_retrained,exclude_prior_train_development_P,all_U,6,18,1900,0.7234722222222224,0.0940038816591508,0.24666325311486603,42.666666666666664,2.0,2.0,0.09722222222222221,0.06666666666666667,6.733333333333333,0.10416990216724664,0.3333333333333333,2.0,2.0,0.09722222222222221,0.03333333333333333,3.3666666666666667,0.10416990216724664,0.3333333333333333,4.0,4.0,0.2083333333333333,0.03333333333333333,3.3666666666666667,0.14038876870406125,0.6666666666666666
original_six,ipin_baseline,exclude_prior_train_development_P,context,6,18,950,0.5675925925925926,0.11164662041202277,0.2079320682261859,34.333333333333336,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.07821312100379274,0.16666666666666666,3.0,2.0,0.16666666666666666,0.05000000000000001,2.5500000000000003,0.1278286568150285,0.3333333333333333,5.0,3.0,0.2638888888888889,0.041666666666666664,2.125,0.1654601531168527,0.5
original_six,ipin_optimized,exclude_prior_train_development_P,context,6,18,950,0.6164814814814815,0.09066525666485496,0.09951357359893946,31.333333333333332,2.0,1.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.06394152317298338,0.16666666666666666,5.0,3.0,0.2638888888888889,0.08333333333333333,4.25,0.1353355411485729,0.5,5.0,3.0,0.2638888888888889,0.041666666666666664,2.125,0.1353355411485729,0.5
original_six,tuna_retrained,exclude_prior_train_development_P,context,6,18,950,0.6950694444444445,0.16690142984152886,0.39394671351193083,24.833333333333332,3.0,3.0,0.15277777777777776,0.10000000000000002,5.1000000000000005,0.17353342809203512,0.5,4.0,4.0,0.2083333333333333,0.06666666666666667,3.4000000000000004,0.1970779235686733,0.6666666666666666,7.0,4.0,0.375,0.05833333333333333,2.975,0.25767067936229265,0.6666666666666666
original_six,ipin_baseline,exclude_prior_train_development_P,background,6,18,950,0.6468518518518518,0.08026517431167444,0.11681573802541544,26.0,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.03910656050189637,0.16666666666666666,4.0,3.0,0.20833333333333334,0.06666666666666667,3.4000000000000004,0.1130271233354453,0.5,5.0,3.0,0.2638888888888889,0.041666666666666664,2.125,0.13178360480135656,0.5
original_six,ipin_optimized,exclude_prior_train_development_P,background,6,18,950,0.6862962962962963,0.09263866256469382,0.09159781312944465,27.5,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.033684557750091264,0.16666666666666666,5.0,3.0,0.2638888888888889,0.08333333333333333,4.25,0.12934863909432312,0.5,6.0,3.0,0.3194444444444444,0.05000000000000001,2.5500000000000003,0.14936791506066502,0.5
original_six,tuna_retrained,exclude_prior_train_development_P,background,6,18,950,0.7518750000000001,0.13074189322792618,0.2779581529581529,18.833333333333332,2.0,2.0,0.09722222222222221,0.06666666666666667,3.4000000000000004,0.10416990216724664,0.3333333333333333,3.0,3.0,0.15277777777777776,0.05000000000000001,2.5500000000000003,0.13202997799494703,0.5,9.0,5.0,0.4861111111111111,0.07500000000000001,3.8249999999999997,0.2488484598640545,0.8333333333333334
original_six,ipin_baseline,exclude_prior_train_development_P_and_homomers,all_U,6,17,1900,0.5804166666666667,0.04727855996684662,0.0725859298582726,84.5,1.0,1.0,0.05555555555555555,0.03333333333333333,3.3666666666666667,0.03910656050189637,0.16666666666666666,1.0,1.0,0.05555555555555555,0.016666666666666666,1.6833333333333333,0.03910656050189637,0.16666666666666666,3.0,2.0,0.16666666666666666,0.025000000000000005,2.525,0.07937761242829827,0.3333333333333333
original_six,ipin_optimized,exclude_prior_train_development_P_and_homomers,all_U,6,17,1900,0.6256944444444444,0.04773097497717249,0.04044702046771701,96.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1111111111111111,0.03333333333333333,3.3666666666666667,0.04961553581123574,0.16666666666666666,4.0,2.0,0.2222222222222222,0.03333333333333333,3.3666666666666667,0.0887220963131321,0.3333333333333333
original_six,tuna_retrained,exclude_prior_train_development_P_and_homomers,all_U,6,17,1900,0.7044444444444444,0.05198316171992651,0.08153979632474255,60.5,1.0,1.0,0.05555555555555555,0.03333333333333333,3.3666666666666667,0.03910656050189637,0.16666666666666666,1.0,1.0,0.05555555555555555,0.016666666666666666,1.6833333333333333,0.03910656050189637,0.16666666666666666,3.0,3.0,0.16666666666666666,0.025000000000000005,2.525,0.07532542703871098,0.5
original_six,ipin_baseline,exclude_prior_train_development_P_and_homomers,context,6,17,950,0.5409259259259259,0.10806965390027366,0.1969430572371749,47.333333333333336,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.07821312100379274,0.16666666666666666,3.0,2.0,0.16666666666666666,0.05000000000000001,2.5500000000000003,0.1278286568150285,0.3333333333333333,4.0,2.0,0.2222222222222222,0.03333333333333333,1.7,0.1483712966804824,0.3333333333333333
original_six,ipin_optimized,exclude_prior_train_development_P_and_homomers,context,6,17,950,0.5895370370370371,0.08342394007272129,0.07301784710321295,52.0,2.0,1.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.06394152317298338,0.16666666666666666,4.0,2.0,0.2222222222222222,0.06666666666666667,3.4,0.11215951123011031,0.3333333333333333,4.0,2.0,0.2222222222222222,0.03333333333333333,1.7,0.11215951123011031,0.3333333333333333
original_six,tuna_retrained,exclude_prior_train_development_P_and_homomers,context,6,17,950,0.6713888888888889,0.1247435578527758,0.2294730293014046,37.333333333333336,2.0,2.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.10847008642668486,0.3333333333333333,3.0,3.0,0.16666666666666666,0.05000000000000001,2.5500000000000003,0.13201458190332302,0.5,6.0,3.0,0.3333333333333333,0.05000000000000001,2.5500000000000003,0.19260733769694238,0.5
original_six,ipin_baseline,exclude_prior_train_development_P_and_homomers,background,6,17,950,0.6199074074074075,0.07290327316327881,0.09114766488898789,38.166666666666664,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.03910656050189637,0.16666666666666666,3.0,2.0,0.16666666666666666,0.05000000000000001,2.5500000000000003,0.08985109341698272,0.3333333333333333,4.0,2.0,0.2222222222222222,0.03333333333333333,1.7,0.10860757488289396,0.3333333333333333
original_six,ipin_optimized,exclude_prior_train_development_P_and_homomers,background,6,17,950,0.6618518518518518,0.08768695599668797,0.07447985483501578,45.833333333333336,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.033684557750091264,0.16666666666666666,4.0,2.0,0.2222222222222222,0.06666666666666667,3.4,0.10976262163491858,0.3333333333333333,5.0,2.0,0.27777777777777773,0.041666666666666664,2.125,0.12978189760126047,0.3333333333333333
original_six,tuna_retrained,exclude_prior_train_development_P_and_homomers,background,6,17,950,0.7375000000000002,0.08803480401034987,0.11634199134199134,24.166666666666668,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.03910656050189637,0.16666666666666666,2.0,2.0,0.1111111111111111,0.03333333333333333,1.7000000000000002,0.06696663632959675,0.3333333333333333,8.0,4.0,0.4444444444444444,0.06666666666666667,3.4,0.18378511819870424,0.6666666666666666
additional_six,ipin_baseline,all_P,all_U,6,18,1800,0.725,0.057234161043778244,0.10654518154518154,26.166666666666668,2.0,2.0,0.1111111111111111,0.06666666666666667,6.733333333333333,0.06736911550018253,0.3333333333333333,2.0,2.0,0.1111111111111111,0.03333333333333333,3.3666666666666667,0.06736911550018253,0.3333333333333333,4.0,3.0,0.2222222222222222,0.03333333333333333,3.3666666666666667,0.10393239767639216,0.5
additional_six,ipin_optimized,all_P,all_U,6,18,1800,0.765925925925926,0.15903304623753797,0.36047008547008547,18.333333333333332,3.0,3.0,0.16666666666666666,0.10000000000000002,10.1,0.1769070913257478,0.5,4.0,3.0,0.2222222222222222,0.06666666666666667,6.733333333333333,0.20045158680238598,0.5,7.0,5.0,0.38888888888888884,0.05833333333333333,5.891666666666667,0.2611603124917416,0.8333333333333334
additional_six,tuna_retrained,all_P,all_U,6,18,1800,0.75,0.13166716225061506,0.24897918104439842,11.333333333333334,2.0,1.0,0.1111111111111111,0.06666666666666667,6.733333333333333,0.11189767875388401,0.16666666666666666,5.0,4.0,0.27777777777777773,0.08333333333333333,8.416666666666666,0.18797574263871134,0.6666666666666666,5.0,4.0,0.27777777777777773,0.041666666666666664,4.208333333333333,0.18797574263871134,0.6666666666666666
additional_six,ipin_baseline,all_P,context,6,18,900,0.6837037037037037,0.0858748147656254,0.15062358276643992,16.666666666666668,2.0,2.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.07821312100379274,0.3333333333333333,3.0,3.0,0.16666666666666666,0.05000000000000001,2.5500000000000003,0.10082178324253403,0.5,6.0,5.0,0.3333333333333333,0.05000000000000001,2.5500000000000003,0.1599988625651468,0.8333333333333334
additional_six,ipin_optimized,all_P,context,6,18,900,0.745925925925926,0.25028321144504767,0.5483465608465609,10.5,4.0,3.0,0.2222222222222222,0.13333333333333333,6.800000000000001,0.2648963284342703,0.5,7.0,5.0,0.38888888888888884,0.11666666666666665,5.95,0.34031435392984544,0.8333333333333334,8.0,5.0,0.4444444444444444,0.06666666666666667,3.4000000000000004,0.36145052340191103,0.8333333333333334
additional_six,tuna_retrained,all_P,context,6,18,900,0.7274074074074074,0.16338344906642066,0.30504201680672266,7.5,5.0,4.0,0.27777777777777773,0.16666666666666666,8.5,0.20952375967695866,0.6666666666666666,5.0,4.0,0.27777777777777773,0.08333333333333333,4.25,0.20952375967695866,0.6666666666666666,7.0,6.0,0.38888888888888884,0.05833333333333333,2.975,0.2482995171092118,1.0
additional_six,ipin_baseline,all_P,background,6,18,900,0.7662962962962964,0.1225950114438815,0.22096653346653347,10.5,2.0,2.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.09869397032195508,0.3333333333333333,4.0,3.0,0.2222222222222222,0.06666666666666667,3.4000000000000004,0.1480409554829326,0.5,6.0,5.0,0.3333333333333333,0.05000000000000001,2.5500000000000003,0.1898772298106407,0.8333333333333334
additional_six,ipin_optimized,all_P,background,6,18,900,0.7859259259259259,0.20476954698084138,0.39008714596949884,8.833333333333334,4.0,4.0,0.2222222222222222,0.13333333333333333,6.800000000000001,0.2071640567486399,0.6666666666666666,7.0,5.0,0.38888888888888884,0.11666666666666665,5.95,0.2832421206334672,0.8333333333333334,9.0,5.0,0.49999999999999994,0.075,3.8250000000000006,0.3235131725598691,0.8333333333333334
additional_six,tuna_retrained,all_P,background,6,18,900,0.7725925925925926,0.21738025210876954,0.3363095238095238,4.833333333333333,4.0,3.0,0.2222222222222222,0.13333333333333333,6.800000000000001,0.2003512244167579,0.5,7.0,6.0,0.38888888888888884,0.11666666666666665,5.95,0.2789558331595446,1.0,11.0,6.0,0.6111111111111112,0.09166666666666666,4.675,0.357192231163411,1.0
additional_six,ipin_baseline,exclude_development_P,all_U,6,18,1800,0.725,0.057234161043778244,0.10654518154518154,26.166666666666668,2.0,2.0,0.1111111111111111,0.06666666666666667,6.733333333333333,0.06736911550018253,0.3333333333333333,2.0,2.0,0.1111111111111111,0.03333333333333333,3.3666666666666667,0.06736911550018253,0.3333333333333333,4.0,3.0,0.2222222222222222,0.03333333333333333,3.3666666666666667,0.10393239767639216,0.5
additional_six,ipin_optimized,exclude_development_P,all_U,6,18,1800,0.765925925925926,0.15903304623753797,0.36047008547008547,18.333333333333332,3.0,3.0,0.16666666666666666,0.10000000000000002,10.1,0.1769070913257478,0.5,4.0,3.0,0.2222222222222222,0.06666666666666667,6.733333333333333,0.20045158680238598,0.5,7.0,5.0,0.38888888888888884,0.05833333333333333,5.891666666666667,0.2611603124917416,0.8333333333333334
additional_six,tuna_retrained,exclude_development_P,all_U,6,18,1800,0.75,0.13166716225061506,0.24897918104439842,11.333333333333334,2.0,1.0,0.1111111111111111,0.06666666666666667,6.733333333333333,0.11189767875388401,0.16666666666666666,5.0,4.0,0.27777777777777773,0.08333333333333333,8.416666666666666,0.18797574263871134,0.6666666666666666,5.0,4.0,0.27777777777777773,0.041666666666666664,4.208333333333333,0.18797574263871134,0.6666666666666666
additional_six,ipin_baseline,exclude_development_P,context,6,18,900,0.6837037037037037,0.0858748147656254,0.15062358276643992,16.666666666666668,2.0,2.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.07821312100379274,0.3333333333333333,3.0,3.0,0.16666666666666666,0.05000000000000001,2.5500000000000003,0.10082178324253403,0.5,6.0,5.0,0.3333333333333333,0.05000000000000001,2.5500000000000003,0.1599988625651468,0.8333333333333334
additional_six,ipin_optimized,exclude_development_P,context,6,18,900,0.745925925925926,0.25028321144504767,0.5483465608465609,10.5,4.0,3.0,0.2222222222222222,0.13333333333333333,6.800000000000001,0.2648963284342703,0.5,7.0,5.0,0.38888888888888884,0.11666666666666665,5.95,0.34031435392984544,0.8333333333333334,8.0,5.0,0.4444444444444444,0.06666666666666667,3.4000000000000004,0.36145052340191103,0.8333333333333334
additional_six,tuna_retrained,exclude_development_P,context,6,18,900,0.7274074074074074,0.16338344906642066,0.30504201680672266,7.5,5.0,4.0,0.27777777777777773,0.16666666666666666,8.5,0.20952375967695866,0.6666666666666666,5.0,4.0,0.27777777777777773,0.08333333333333333,4.25,0.20952375967695866,0.6666666666666666,7.0,6.0,0.38888888888888884,0.05833333333333333,2.975,0.2482995171092118,1.0
additional_six,ipin_baseline,exclude_development_P,background,6,18,900,0.7662962962962964,0.1225950114438815,0.22096653346653347,10.5,2.0,2.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.09869397032195508,0.3333333333333333,4.0,3.0,0.2222222222222222,0.06666666666666667,3.4000000000000004,0.1480409554829326,0.5,6.0,5.0,0.3333333333333333,0.05000000000000001,2.5500000000000003,0.1898772298106407,0.8333333333333334
additional_six,ipin_optimized,exclude_development_P,background,6,18,900,0.7859259259259259,0.20476954698084138,0.39008714596949884,8.833333333333334,4.0,4.0,0.2222222222222222,0.13333333333333333,6.800000000000001,0.2071640567486399,0.6666666666666666,7.0,5.0,0.38888888888888884,0.11666666666666665,5.95,0.2832421206334672,0.8333333333333334,9.0,5.0,0.49999999999999994,0.075,3.8250000000000006,0.3235131725598691,0.8333333333333334
additional_six,tuna_retrained,exclude_development_P,background,6,18,900,0.7725925925925926,0.21738025210876954,0.3363095238095238,4.833333333333333,4.0,3.0,0.2222222222222222,0.13333333333333333,6.800000000000001,0.2003512244167579,0.5,7.0,6.0,0.38888888888888884,0.11666666666666665,5.95,0.2789558331595446,1.0,11.0,6.0,0.6111111111111112,0.09166666666666666,4.675,0.357192231163411,1.0
additional_six,ipin_baseline,exclude_development_P_and_homomers,all_U,6,18,1800,0.725,0.057234161043778244,0.10654518154518154,26.166666666666668,2.0,2.0,0.1111111111111111,0.06666666666666667,6.733333333333333,0.06736911550018253,0.3333333333333333,2.0,2.0,0.1111111111111111,0.03333333333333333,3.3666666666666667,0.06736911550018253,0.3333333333333333,4.0,3.0,0.2222222222222222,0.03333333333333333,3.3666666666666667,0.10393239767639216,0.5
additional_six,ipin_optimized,exclude_development_P_and_homomers,all_U,6,18,1800,0.765925925925926,0.15903304623753797,0.36047008547008547,18.333333333333332,3.0,3.0,0.16666666666666666,0.10000000000000002,10.1,0.1769070913257478,0.5,4.0,3.0,0.2222222222222222,0.06666666666666667,6.733333333333333,0.20045158680238598,0.5,7.0,5.0,0.38888888888888884,0.05833333333333333,5.891666666666667,0.2611603124917416,0.8333333333333334
additional_six,tuna_retrained,exclude_development_P_and_homomers,all_U,6,18,1800,0.75,0.13166716225061506,0.24897918104439842,11.333333333333334,2.0,1.0,0.1111111111111111,0.06666666666666667,6.733333333333333,0.11189767875388401,0.16666666666666666,5.0,4.0,0.27777777777777773,0.08333333333333333,8.416666666666666,0.18797574263871134,0.6666666666666666,5.0,4.0,0.27777777777777773,0.041666666666666664,4.208333333333333,0.18797574263871134,0.6666666666666666
additional_six,ipin_baseline,exclude_development_P_and_homomers,context,6,18,900,0.6837037037037037,0.0858748147656254,0.15062358276643992,16.666666666666668,2.0,2.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.07821312100379274,0.3333333333333333,3.0,3.0,0.16666666666666666,0.05000000000000001,2.5500000000000003,0.10082178324253403,0.5,6.0,5.0,0.3333333333333333,0.05000000000000001,2.5500000000000003,0.1599988625651468,0.8333333333333334
additional_six,ipin_optimized,exclude_development_P_and_homomers,context,6,18,900,0.745925925925926,0.25028321144504767,0.5483465608465609,10.5,4.0,3.0,0.2222222222222222,0.13333333333333333,6.800000000000001,0.2648963284342703,0.5,7.0,5.0,0.38888888888888884,0.11666666666666665,5.95,0.34031435392984544,0.8333333333333334,8.0,5.0,0.4444444444444444,0.06666666666666667,3.4000000000000004,0.36145052340191103,0.8333333333333334
additional_six,tuna_retrained,exclude_development_P_and_homomers,context,6,18,900,0.7274074074074074,0.16338344906642066,0.30504201680672266,7.5,5.0,4.0,0.27777777777777773,0.16666666666666666,8.5,0.20952375967695866,0.6666666666666666,5.0,4.0,0.27777777777777773,0.08333333333333333,4.25,0.20952375967695866,0.6666666666666666,7.0,6.0,0.38888888888888884,0.05833333333333333,2.975,0.2482995171092118,1.0
additional_six,ipin_baseline,exclude_development_P_and_homomers,background,6,18,900,0.7662962962962964,0.1225950114438815,0.22096653346653347,10.5,2.0,2.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.09869397032195508,0.3333333333333333,4.0,3.0,0.2222222222222222,0.06666666666666667,3.4000000000000004,0.1480409554829326,0.5,6.0,5.0,0.3333333333333333,0.05000000000000001,2.5500000000000003,0.1898772298106407,0.8333333333333334
