cohort,panel_id,target_id,model,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20
all,cf02a0adfb7e189f4b8b0075caf032872f98c54b590135543cc20509617ee03e,ce43a7927f884e8d4b6b2dd6e2b06aeed40f924a399cb58e6e930d787faf22a9,ipin_tuna_31k,1,100,101,0.96,0.2,5,5,5.0,0.2,1.0,1.0,0.2,20.2,0.38685280723454163,1.0,1.0,1.0,0.1,10.1,0.38685280723454163,1.0,1.0,1.0,0.05,5.05,0.38685280723454163,1.0
all,9808ab9e4a35ff5650db9cc48350144030b9be45543ecd9bdb3e5e430410e10a,ce43a7927f884e8d4b6b2dd6e2b06aeed40f924a399cb58e6e930d787faf22a9,ipin_baseline,1,100,101,0.72,0.034482758620689655,29,29,29.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,9808ab9e4a35ff5650db9cc48350144030b9be45543ecd9bdb3e5e430410e10a,ce43a7927f884e8d4b6b2dd6e2b06aeed40f924a399cb58e6e930d787faf22a9,ipin_optimized,1,100,101,0.97,0.25,4,4,4.0,0.25,1.0,1.0,0.2,20.2,0.43067655807339306,1.0,1.0,1.0,0.1,10.1,0.43067655807339306,1.0,1.0,1.0,0.05,5.05,0.43067655807339306,1.0
all,9808ab9e4a35ff5650db9cc48350144030b9be45543ecd9bdb3e5e430410e10a,ce43a7927f884e8d4b6b2dd6e2b06aeed40f924a399cb58e6e930d787faf22a9,tuna_retrained,1,100,101,0.98,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,20.2,0.5,1.0,1.0,1.0,0.1,10.1,0.5,1.0,1.0,1.0,0.05,5.05,0.5,1.0
all,9808ab9e4a35ff5650db9cc48350144030b9be45543ecd9bdb3e5e430410e10a,ce43a7927f884e8d4b6b2dd6e2b06aeed40f924a399cb58e6e930d787faf22a9,ipin_tuna_31k,1,100,101,0.97,0.25,4,4,4.0,0.25,1.0,1.0,0.2,20.2,0.43067655807339306,1.0,1.0,1.0,0.1,10.1,0.43067655807339306,1.0,1.0,1.0,0.05,5.05,0.43067655807339306,1.0
no_exact_TRAIN_DEV_endpoint,9808ab9e4a35ff5650db9cc48350144030b9be45543ecd9bdb3e5e430410e10a,ce43a7927f884e8d4b6b2dd6e2b06aeed40f924a399cb58e6e930d787faf22a9,ipin_baseline,1,79,80,0.7721518987341772,0.05263157894736842,19,19,19.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,4.0,0.23137821315975915,1.0
no_exact_TRAIN_DEV_endpoint,9808ab9e4a35ff5650db9cc48350144030b9be45543ecd9bdb3e5e430410e10a,ce43a7927f884e8d4b6b2dd6e2b06aeed40f924a399cb58e6e930d787faf22a9,ipin_optimized,1,79,80,0.9746835443037974,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,16.0,0.5,1.0,1.0,1.0,0.1,8.0,0.5,1.0,1.0,1.0,0.05,4.0,0.5,1.0
no_exact_TRAIN_DEV_endpoint,9808ab9e4a35ff5650db9cc48350144030b9be45543ecd9bdb3e5e430410e10a,ce43a7927f884e8d4b6b2dd6e2b06aeed40f924a399cb58e6e930d787faf22a9,tuna_retrained,1,79,80,0.9873417721518988,0.5,2,2,2.0,0.5,1.0,1.0,0.2,16.0,0.6309297535714575,1.0,1.0,1.0,0.1,8.0,0.6309297535714575,1.0,1.0,1.0,0.05,4.0,0.6309297535714575,1.0
no_exact_TRAIN_DEV_endpoint,9808ab9e4a35ff5650db9cc48350144030b9be45543ecd9bdb3e5e430410e10a,ce43a7927f884e8d4b6b2dd6e2b06aeed40f924a399cb58e6e930d787faf22a9,ipin_tuna_31k,1,79,80,0.9620253164556962,0.25,4,4,4.0,0.25,1.0,1.0,0.2,16.0,0.43067655807339306,1.0,1.0,1.0,0.1,8.0,0.43067655807339306,1.0,1.0,1.0,0.05,4.0,0.43067655807339306,1.0
no_exact_any_model_TRAIN_DEV_endpoint,9808ab9e4a35ff5650db9cc48350144030b9be45543ecd9bdb3e5e430410e10a,ce43a7927f884e8d4b6b2dd6e2b06aeed40f924a399cb58e6e930d787faf22a9,ipin_baseline,1,58,59,0.7586206896551724,0.06666666666666667,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.95,0.25,1.0
no_exact_any_model_TRAIN_DEV_endpoint,9808ab9e4a35ff5650db9cc48350144030b9be45543ecd9bdb3e5e430410e10a,ce43a7927f884e8d4b6b2dd6e2b06aeed40f924a399cb58e6e930d787faf22a9,ipin_optimized,1,58,59,0.9655172413793104,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,11.8,0.5,1.0,1.0,1.0,0.1,5.9,0.5,1.0,1.0,1.0,0.05,2.95,0.5,1.0
no_exact_any_model_TRAIN_DEV_endpoint,9808ab9e4a35ff5650db9cc48350144030b9be45543ecd9bdb3e5e430410e10a,ce43a7927f884e8d4b6b2dd6e2b06aeed40f924a399cb58e6e930d787faf22a9,tuna_retrained,1,58,59,0.9827586206896551,0.5,2,2,2.0,0.5,1.0,1.0,0.2,11.8,0.6309297535714575,1.0,1.0,1.0,0.1,5.9,0.6309297535714575,1.0,1.0,1.0,0.05,2.95,0.6309297535714575,1.0
no_exact_any_model_TRAIN_DEV_endpoint,9808ab9e4a35ff5650db9cc48350144030b9be45543ecd9bdb3e5e430410e10a,ce43a7927f884e8d4b6b2dd6e2b06aeed40f924a399cb58e6e930d787faf22a9,ipin_tuna_31k,1,58,59,0.9482758620689655,0.25,4,4,4.0,0.25,1.0,1.0,0.2,11.8,0.43067655807339306,1.0,1.0,1.0,0.1,5.9,0.43067655807339306,1.0,1.0,1.0,0.05,2.95,0.43067655807339306,1.0
all,08cfd33cc81093b4254eb319e14509027cb74d13fe52d471896e9f53574a99ef,ceaeb2122837178fe425d85d817133a0672e06bfa422e56285ea20a14bc6d895,ipin_baseline,1,100,101,0.77,0.041666666666666664,24,24,24.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,08cfd33cc81093b4254eb319e14509027cb74d13fe52d471896e9f53574a99ef,ceaeb2122837178fe425d85d817133a0672e06bfa422e56285ea20a14bc6d895,ipin_optimized,1,100,101,0.7,0.03225806451612903,31,31,31.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,08cfd33cc81093b4254eb319e14509027cb74d13fe52d471896e9f53574a99ef,ceaeb2122837178fe425d85d817133a0672e06bfa422e56285ea20a14bc6d895,tuna_retrained,1,100,101,0.64,0.02702702702702703,37,37,37.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,08cfd33cc81093b4254eb319e14509027cb74d13fe52d471896e9f53574a99ef,ceaeb2122837178fe425d85d817133a0672e06bfa422e56285ea20a14bc6d895,ipin_tuna_31k,1,100,101,0.71,0.03333333333333333,30,30,30.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,006b68968247b7eed9788841edca29b470b517808cf3e5d866a8e65cd31fcdd6,ceaeb2122837178fe425d85d817133a0672e06bfa422e56285ea20a14bc6d895,ipin_baseline,1,100,101,0.28,0.0136986301369863,73,73,73.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,006b68968247b7eed9788841edca29b470b517808cf3e5d866a8e65cd31fcdd6,ceaeb2122837178fe425d85d817133a0672e06bfa422e56285ea20a14bc6d895,ipin_optimized,1,100,101,0.27,0.013513513513513514,74,74,74.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,006b68968247b7eed9788841edca29b470b517808cf3e5d866a8e65cd31fcdd6,ceaeb2122837178fe425d85d817133a0672e06bfa422e56285ea20a14bc6d895,tuna_retrained,1,100,101,0.11,0.011111111111111112,90,90,90.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,006b68968247b7eed9788841edca29b470b517808cf3e5d866a8e65cd31fcdd6,ceaeb2122837178fe425d85d817133a0672e06bfa422e56285ea20a14bc6d895,ipin_tuna_31k,1,100,101,0.08,0.010752688172043012,93,93,93.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,991b74a95ab0bc0fd484885da05a091526949fa11936787434bcffd3eaa2922c,cef4eef467ac33f4ed2cda7dc41de9384da7c7977dd582a7605e7ce345ce8aea,ipin_baseline,1,100,101,0.96,0.2,5,5,5.0,0.2,1.0,1.0,0.2,20.2,0.38685280723454163,1.0,1.0,1.0,0.1,10.1,0.38685280723454163,1.0,1.0,1.0,0.05,5.05,0.38685280723454163,1.0
all,991b74a95ab0bc0fd484885da05a091526949fa11936787434bcffd3eaa2922c,cef4eef467ac33f4ed2cda7dc41de9384da7c7977dd582a7605e7ce345ce8aea,ipin_optimized,1,100,101,0.96,0.2,5,5,5.0,0.2,1.0,1.0,0.2,20.2,0.38685280723454163,1.0,1.0,1.0,0.1,10.1,0.38685280723454163,1.0,1.0,1.0,0.05,5.05,0.38685280723454163,1.0
all,991b74a95ab0bc0fd484885da05a091526949fa11936787434bcffd3eaa2922c,cef4eef467ac33f4ed2cda7dc41de9384da7c7977dd582a7605e7ce345ce8aea,tuna_retrained,1,100,101,0.96,0.2,5,5,5.0,0.2,1.0,1.0,0.2,20.2,0.38685280723454163,1.0,1.0,1.0,0.1,10.1,0.38685280723454163,1.0,1.0,1.0,0.05,5.05,0.38685280723454163,1.0
all,991b74a95ab0bc0fd484885da05a091526949fa11936787434bcffd3eaa2922c,cef4eef467ac33f4ed2cda7dc41de9384da7c7977dd582a7605e7ce345ce8aea,ipin_tuna_31k,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
no_exact_TRAIN_DEV_endpoint,991b74a95ab0bc0fd484885da05a091526949fa11936787434bcffd3eaa2922c,cef4eef467ac33f4ed2cda7dc41de9384da7c7977dd582a7605e7ce345ce8aea,ipin_baseline,1,54,55,0.9814814814814815,0.5,2,2,2.0,0.5,1.0,1.0,0.2,11.000000000000002,0.6309297535714575,1.0,1.0,1.0,0.1,5.500000000000001,0.6309297535714575,1.0,1.0,1.0,0.05,2.7500000000000004,0.6309297535714575,1.0
no_exact_TRAIN_DEV_endpoint,991b74a95ab0bc0fd484885da05a091526949fa11936787434bcffd3eaa2922c,cef4eef467ac33f4ed2cda7dc41de9384da7c7977dd582a7605e7ce345ce8aea,ipin_optimized,1,54,55,0.9444444444444444,0.25,4,4,4.0,0.25,1.0,1.0,0.2,11.000000000000002,0.43067655807339306,1.0,1.0,1.0,0.1,5.500000000000001,0.43067655807339306,1.0,1.0,1.0,0.05,2.7500000000000004,0.43067655807339306,1.0
no_exact_TRAIN_DEV_endpoint,991b74a95ab0bc0fd484885da05a091526949fa11936787434bcffd3eaa2922c,cef4eef467ac33f4ed2cda7dc41de9384da7c7977dd582a7605e7ce345ce8aea,tuna_retrained,1,54,55,0.9814814814814815,0.5,2,2,2.0,0.5,1.0,1.0,0.2,11.000000000000002,0.6309297535714575,1.0,1.0,1.0,0.1,5.500000000000001,0.6309297535714575,1.0,1.0,1.0,0.05,2.7500000000000004,0.6309297535714575,1.0
no_exact_TRAIN_DEV_endpoint,991b74a95ab0bc0fd484885da05a091526949fa11936787434bcffd3eaa2922c,cef4eef467ac33f4ed2cda7dc41de9384da7c7977dd582a7605e7ce345ce8aea,ipin_tuna_31k,1,54,55,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,11.000000000000002,1.0,1.0,1.0,1.0,0.1,5.500000000000001,1.0,1.0,1.0,1.0,0.05,2.7500000000000004,1.0,1.0
no_exact_any_model_TRAIN_DEV_endpoint,991b74a95ab0bc0fd484885da05a091526949fa11936787434bcffd3eaa2922c,cef4eef467ac33f4ed2cda7dc41de9384da7c7977dd582a7605e7ce345ce8aea,ipin_baseline,1,33,34,0.9696969696969697,0.5,2,2,2.0,0.5,1.0,1.0,0.2,6.800000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,3.4000000000000004,0.6309297535714575,1.0,1.0,1.0,0.05,1.7000000000000002,0.6309297535714575,1.0
no_exact_any_model_TRAIN_DEV_endpoint,991b74a95ab0bc0fd484885da05a091526949fa11936787434bcffd3eaa2922c,cef4eef467ac33f4ed2cda7dc41de9384da7c7977dd582a7605e7ce345ce8aea,ipin_optimized,1,33,34,0.9090909090909091,0.25,4,4,4.0,0.25,1.0,1.0,0.2,6.800000000000001,0.43067655807339306,1.0,1.0,1.0,0.1,3.4000000000000004,0.43067655807339306,1.0,1.0,1.0,0.05,1.7000000000000002,0.43067655807339306,1.0
no_exact_any_model_TRAIN_DEV_endpoint,991b74a95ab0bc0fd484885da05a091526949fa11936787434bcffd3eaa2922c,cef4eef467ac33f4ed2cda7dc41de9384da7c7977dd582a7605e7ce345ce8aea,tuna_retrained,1,33,34,0.9696969696969697,0.5,2,2,2.0,0.5,1.0,1.0,0.2,6.800000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,3.4000000000000004,0.6309297535714575,1.0,1.0,1.0,0.05,1.7000000000000002,0.6309297535714575,1.0
no_exact_any_model_TRAIN_DEV_endpoint,991b74a95ab0bc0fd484885da05a091526949fa11936787434bcffd3eaa2922c,cef4eef467ac33f4ed2cda7dc41de9384da7c7977dd582a7605e7ce345ce8aea,ipin_tuna_31k,1,33,34,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,6.800000000000001,1.0,1.0,1.0,1.0,0.1,3.4000000000000004,1.0,1.0,1.0,1.0,0.05,1.7000000000000002,1.0,1.0
all,284ba6082d06611ce3856af3a76ab9f8d24ed98e13ca119dc06fae0c29f472fc,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_baseline,1,100,101,0.94,0.14285714285714285,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3333333333333333,1.0,1.0,1.0,0.05,5.05,0.3333333333333333,1.0
all,284ba6082d06611ce3856af3a76ab9f8d24ed98e13ca119dc06fae0c29f472fc,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_optimized,1,100,101,0.76,0.04,25,25,25.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,284ba6082d06611ce3856af3a76ab9f8d24ed98e13ca119dc06fae0c29f472fc,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,tuna_retrained,1,100,101,0.59,0.023809523809523808,42,42,42.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,284ba6082d06611ce3856af3a76ab9f8d24ed98e13ca119dc06fae0c29f472fc,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_tuna_31k,1,100,101,0.76,0.04,25,25,25.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_TRAIN_DEV_endpoint,284ba6082d06611ce3856af3a76ab9f8d24ed98e13ca119dc06fae0c29f472fc,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_baseline,1,80,81,0.95,0.2,5,5,5.0,0.2,1.0,1.0,0.2,16.200000000000003,0.38685280723454163,1.0,1.0,1.0,0.1,8.100000000000001,0.38685280723454163,1.0,1.0,1.0,0.05,4.050000000000001,0.38685280723454163,1.0
no_exact_TRAIN_DEV_endpoint,284ba6082d06611ce3856af3a76ab9f8d24ed98e13ca119dc06fae0c29f472fc,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_optimized,1,80,81,0.75,0.047619047619047616,21,21,21.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_TRAIN_DEV_endpoint,284ba6082d06611ce3856af3a76ab9f8d24ed98e13ca119dc06fae0c29f472fc,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,tuna_retrained,1,80,81,0.5875,0.029411764705882353,34,34,34.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_TRAIN_DEV_endpoint,284ba6082d06611ce3856af3a76ab9f8d24ed98e13ca119dc06fae0c29f472fc,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_tuna_31k,1,80,81,0.7375,0.045454545454545456,22,22,22.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_any_model_TRAIN_DEV_endpoint,284ba6082d06611ce3856af3a76ab9f8d24ed98e13ca119dc06fae0c29f472fc,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_baseline,1,56,57,0.9285714285714286,0.2,5,5,5.0,0.2,1.0,1.0,0.2,11.400000000000002,0.38685280723454163,1.0,1.0,1.0,0.1,5.700000000000001,0.38685280723454163,1.0,1.0,1.0,0.05,2.8500000000000005,0.38685280723454163,1.0
no_exact_any_model_TRAIN_DEV_endpoint,284ba6082d06611ce3856af3a76ab9f8d24ed98e13ca119dc06fae0c29f472fc,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_optimized,1,56,57,0.6964285714285714,0.05555555555555555,18,18,18.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.8500000000000005,0.23540891336663824,1.0
no_exact_any_model_TRAIN_DEV_endpoint,284ba6082d06611ce3856af3a76ab9f8d24ed98e13ca119dc06fae0c29f472fc,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,tuna_retrained,1,56,57,0.5178571428571429,0.03571428571428571,28,28,28.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_any_model_TRAIN_DEV_endpoint,284ba6082d06611ce3856af3a76ab9f8d24ed98e13ca119dc06fae0c29f472fc,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_tuna_31k,1,56,57,0.6607142857142857,0.05,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.8500000000000005,0.227670248696953,1.0
all,dcd00d76abc995f8a5abae9eb126d158c81f4a77ac007329aedaac753dd1b43b,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_baseline,1,100,101,0.92,0.1111111111111111,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3010299956639812,1.0,1.0,1.0,0.05,5.05,0.3010299956639812,1.0
all,dcd00d76abc995f8a5abae9eb126d158c81f4a77ac007329aedaac753dd1b43b,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_optimized,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,dcd00d76abc995f8a5abae9eb126d158c81f4a77ac007329aedaac753dd1b43b,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,tuna_retrained,1,100,101,0.98,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,20.2,0.5,1.0,1.0,1.0,0.1,10.1,0.5,1.0,1.0,1.0,0.05,5.05,0.5,1.0
all,dcd00d76abc995f8a5abae9eb126d158c81f4a77ac007329aedaac753dd1b43b,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_tuna_31k,1,100,101,0.24,0.012987012987012988,77,77,77.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_TRAIN_DEV_endpoint,dcd00d76abc995f8a5abae9eb126d158c81f4a77ac007329aedaac753dd1b43b,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_baseline,1,61,62,0.9672131147540983,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,12.4,0.5,1.0,1.0,1.0,0.1,6.2,0.5,1.0,1.0,1.0,0.05,3.1,0.5,1.0
no_exact_TRAIN_DEV_endpoint,dcd00d76abc995f8a5abae9eb126d158c81f4a77ac007329aedaac753dd1b43b,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_optimized,1,61,62,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,12.4,1.0,1.0,1.0,1.0,0.1,6.2,1.0,1.0,1.0,1.0,0.05,3.1,1.0,1.0
no_exact_TRAIN_DEV_endpoint,dcd00d76abc995f8a5abae9eb126d158c81f4a77ac007329aedaac753dd1b43b,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,tuna_retrained,1,61,62,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,12.4,1.0,1.0,1.0,1.0,0.1,6.2,1.0,1.0,1.0,1.0,0.05,3.1,1.0,1.0
no_exact_TRAIN_DEV_endpoint,dcd00d76abc995f8a5abae9eb126d158c81f4a77ac007329aedaac753dd1b43b,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_tuna_31k,1,61,62,0.29508196721311475,0.022727272727272728,44,44,44.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_any_model_TRAIN_DEV_endpoint,dcd00d76abc995f8a5abae9eb126d158c81f4a77ac007329aedaac753dd1b43b,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_baseline,1,22,23,0.9090909090909091,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,4.6000000000000005,0.5,1.0,1.0,1.0,0.1,2.3000000000000003,0.5,1.0,1.0,1.0,0.05,1.1500000000000001,0.5,1.0
no_exact_any_model_TRAIN_DEV_endpoint,dcd00d76abc995f8a5abae9eb126d158c81f4a77ac007329aedaac753dd1b43b,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_optimized,1,22,23,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,4.6000000000000005,1.0,1.0,1.0,1.0,0.1,2.3000000000000003,1.0,1.0,1.0,1.0,0.05,1.1500000000000001,1.0,1.0
no_exact_any_model_TRAIN_DEV_endpoint,dcd00d76abc995f8a5abae9eb126d158c81f4a77ac007329aedaac753dd1b43b,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,tuna_retrained,1,22,23,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,4.6000000000000005,1.0,1.0,1.0,1.0,0.1,2.3000000000000003,1.0,1.0,1.0,1.0,0.05,1.1500000000000001,1.0,1.0
no_exact_any_model_TRAIN_DEV_endpoint,dcd00d76abc995f8a5abae9eb126d158c81f4a77ac007329aedaac753dd1b43b,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_tuna_31k,1,22,23,0.22727272727272727,0.05555555555555555,18,18,18.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,1.1500000000000001,0.23540891336663824,1.0
all,1c2758aaf48f8a4d2a0f13ae62d20c77b714ea6d8f4df7e4b97499f907330d66,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_baseline,1,100,101,0.45,0.017857142857142856,56,56,56.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,1c2758aaf48f8a4d2a0f13ae62d20c77b714ea6d8f4df7e4b97499f907330d66,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_optimized,1,100,101,0.32,0.014492753623188406,69,69,69.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,1c2758aaf48f8a4d2a0f13ae62d20c77b714ea6d8f4df7e4b97499f907330d66,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,tuna_retrained,1,100,101,0.91,0.1,10,10,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.2890648263178879,1.0,1.0,1.0,0.05,5.05,0.2890648263178879,1.0
all,1c2758aaf48f8a4d2a0f13ae62d20c77b714ea6d8f4df7e4b97499f907330d66,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_tuna_31k,1,100,101,0.55,0.021739130434782608,46,46,46.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,e34356c6c78a695e986804be73dceb69830f1e3f5eb23fd727eff28a1d75de42,cf43e560fce528550f946e87cfc77ecf063bcbb950605fd9fa439eac83c8e1bf,ipin_baseline,1,100,101,0.42,0.01694915254237288,59,59,59.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
