cohort,panel_id,target_id,model,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20
no_exact_TRAIN_DEV_endpoint,dd42934c072d10cad1246d7c4653c33c7dddbcdbe526c808a43c6754194049f9,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_baseline,1,57,58,0.9649122807017544,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,11.600000000000001,0.5,1.0,1.0,1.0,0.1,5.800000000000001,0.5,1.0,1.0,1.0,0.05,2.9000000000000004,0.5,1.0
no_exact_TRAIN_DEV_endpoint,dd42934c072d10cad1246d7c4653c33c7dddbcdbe526c808a43c6754194049f9,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_optimized,1,57,58,0.9473684210526315,0.25,4,4,4.0,0.25,1.0,1.0,0.2,11.600000000000001,0.43067655807339306,1.0,1.0,1.0,0.1,5.800000000000001,0.43067655807339306,1.0,1.0,1.0,0.05,2.9000000000000004,0.43067655807339306,1.0
no_exact_TRAIN_DEV_endpoint,dd42934c072d10cad1246d7c4653c33c7dddbcdbe526c808a43c6754194049f9,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,tuna_retrained,1,57,58,0.9122807017543859,0.16666666666666666,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,5.800000000000001,0.3562071871080222,1.0,1.0,1.0,0.05,2.9000000000000004,0.3562071871080222,1.0
no_exact_TRAIN_DEV_endpoint,dd42934c072d10cad1246d7c4653c33c7dddbcdbe526c808a43c6754194049f9,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_tuna_31k,1,57,58,0.8947368421052632,0.14285714285714285,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,5.800000000000001,0.3333333333333333,1.0,1.0,1.0,0.05,2.9000000000000004,0.3333333333333333,1.0
no_exact_any_model_TRAIN_DEV_endpoint,dd42934c072d10cad1246d7c4653c33c7dddbcdbe526c808a43c6754194049f9,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_baseline,1,22,23,0.9090909090909091,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,4.6000000000000005,0.5,1.0,1.0,1.0,0.1,2.3000000000000003,0.5,1.0,1.0,1.0,0.05,1.1500000000000001,0.5,1.0
no_exact_any_model_TRAIN_DEV_endpoint,dd42934c072d10cad1246d7c4653c33c7dddbcdbe526c808a43c6754194049f9,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_optimized,1,22,23,0.9090909090909091,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,4.6000000000000005,0.5,1.0,1.0,1.0,0.1,2.3000000000000003,0.5,1.0,1.0,1.0,0.05,1.1500000000000001,0.5,1.0
no_exact_any_model_TRAIN_DEV_endpoint,dd42934c072d10cad1246d7c4653c33c7dddbcdbe526c808a43c6754194049f9,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,tuna_retrained,1,22,23,0.8636363636363636,0.25,4,4,4.0,0.25,1.0,1.0,0.2,4.6000000000000005,0.43067655807339306,1.0,1.0,1.0,0.1,2.3000000000000003,0.43067655807339306,1.0,1.0,1.0,0.05,1.1500000000000001,0.43067655807339306,1.0
no_exact_any_model_TRAIN_DEV_endpoint,dd42934c072d10cad1246d7c4653c33c7dddbcdbe526c808a43c6754194049f9,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_tuna_31k,1,22,23,0.9090909090909091,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,4.6000000000000005,0.5,1.0,1.0,1.0,0.1,2.3000000000000003,0.5,1.0,1.0,1.0,0.05,1.1500000000000001,0.5,1.0
all,63228b4e9426a24dceab27cf778503594adcfdf32dd61d04ddebbe0acb10b6b1,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_baseline,1,100,101,0.56,0.022222222222222223,45,45,45.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,63228b4e9426a24dceab27cf778503594adcfdf32dd61d04ddebbe0acb10b6b1,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_optimized,1,100,101,0.98,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,20.2,0.5,1.0,1.0,1.0,0.1,10.1,0.5,1.0,1.0,1.0,0.05,5.05,0.5,1.0
all,63228b4e9426a24dceab27cf778503594adcfdf32dd61d04ddebbe0acb10b6b1,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,tuna_retrained,1,100,101,0.83,0.05555555555555555,18,18,18.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.23540891336663824,1.0
all,63228b4e9426a24dceab27cf778503594adcfdf32dd61d04ddebbe0acb10b6b1,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_tuna_31k,1,100,101,0.65,0.027777777777777776,36,36,36.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,bc11b8c164b33d54d469f61dd0c27888d378fff289f51fe94290a38759dc1666,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_baseline,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
all,bc11b8c164b33d54d469f61dd0c27888d378fff289f51fe94290a38759dc1666,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_optimized,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
all,bc11b8c164b33d54d469f61dd0c27888d378fff289f51fe94290a38759dc1666,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,tuna_retrained,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
all,bc11b8c164b33d54d469f61dd0c27888d378fff289f51fe94290a38759dc1666,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_tuna_31k,1,100,101,0.96,0.2,5,5,5.0,0.2,1.0,1.0,0.2,20.2,0.38685280723454163,1.0,1.0,1.0,0.1,10.1,0.38685280723454163,1.0,1.0,1.0,0.05,5.05,0.38685280723454163,1.0
all,05b29ae0f7644958e34de850ad655beef44b013bd94952046c7fe6e74da2ff50,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_baseline,1,100,101,0.98,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,20.2,0.5,1.0,1.0,1.0,0.1,10.1,0.5,1.0,1.0,1.0,0.05,5.05,0.5,1.0
all,05b29ae0f7644958e34de850ad655beef44b013bd94952046c7fe6e74da2ff50,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_optimized,1,100,101,0.86,0.06666666666666667,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.25,1.0
all,05b29ae0f7644958e34de850ad655beef44b013bd94952046c7fe6e74da2ff50,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,tuna_retrained,1,100,101,0.95,0.16666666666666666,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3562071871080222,1.0,1.0,1.0,0.05,5.05,0.3562071871080222,1.0
all,05b29ae0f7644958e34de850ad655beef44b013bd94952046c7fe6e74da2ff50,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_tuna_31k,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
no_exact_TRAIN_DEV_endpoint,05b29ae0f7644958e34de850ad655beef44b013bd94952046c7fe6e74da2ff50,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_baseline,1,57,58,0.9649122807017544,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,11.600000000000001,0.5,1.0,1.0,1.0,0.1,5.800000000000001,0.5,1.0,1.0,1.0,0.05,2.9000000000000004,0.5,1.0
no_exact_TRAIN_DEV_endpoint,05b29ae0f7644958e34de850ad655beef44b013bd94952046c7fe6e74da2ff50,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_optimized,1,57,58,0.8070175438596491,0.08333333333333333,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.9000000000000004,0.27023815442731974,1.0
no_exact_TRAIN_DEV_endpoint,05b29ae0f7644958e34de850ad655beef44b013bd94952046c7fe6e74da2ff50,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,tuna_retrained,1,57,58,0.9649122807017544,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,11.600000000000001,0.5,1.0,1.0,1.0,0.1,5.800000000000001,0.5,1.0,1.0,1.0,0.05,2.9000000000000004,0.5,1.0
no_exact_TRAIN_DEV_endpoint,05b29ae0f7644958e34de850ad655beef44b013bd94952046c7fe6e74da2ff50,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_tuna_31k,1,57,58,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,11.600000000000001,1.0,1.0,1.0,1.0,0.1,5.800000000000001,1.0,1.0,1.0,1.0,0.05,2.9000000000000004,1.0,1.0
no_exact_any_model_TRAIN_DEV_endpoint,05b29ae0f7644958e34de850ad655beef44b013bd94952046c7fe6e74da2ff50,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_baseline,1,28,29,0.9642857142857143,0.5,2,2,2.0,0.5,1.0,1.0,0.2,5.800000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,2.9000000000000004,0.6309297535714575,1.0,1.0,1.0,0.05,1.4500000000000002,0.6309297535714575,1.0
no_exact_any_model_TRAIN_DEV_endpoint,05b29ae0f7644958e34de850ad655beef44b013bd94952046c7fe6e74da2ff50,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_optimized,1,28,29,0.7142857142857143,0.1111111111111111,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,2.9000000000000004,0.3010299956639812,1.0,1.0,1.0,0.05,1.4500000000000002,0.3010299956639812,1.0
no_exact_any_model_TRAIN_DEV_endpoint,05b29ae0f7644958e34de850ad655beef44b013bd94952046c7fe6e74da2ff50,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,tuna_retrained,1,28,29,0.9642857142857143,0.5,2,2,2.0,0.5,1.0,1.0,0.2,5.800000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,2.9000000000000004,0.6309297535714575,1.0,1.0,1.0,0.05,1.4500000000000002,0.6309297535714575,1.0
no_exact_any_model_TRAIN_DEV_endpoint,05b29ae0f7644958e34de850ad655beef44b013bd94952046c7fe6e74da2ff50,3ff0472b57a9b264fa6f1afdc7f67a0e4a71140cc8361af398e1a7415c07ecd4,ipin_tuna_31k,1,28,29,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,5.800000000000001,1.0,1.0,1.0,1.0,0.1,2.9000000000000004,1.0,1.0,1.0,1.0,0.05,1.4500000000000002,1.0,1.0
all,c8e75e37f089b31aecd5db6d9fcc8a5f34ac73fa81ca757f1193774112913067,40120ecffa3f5937163caccee2190d5246c8ea37562c6d12f91e847763535be0,ipin_baseline,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,c8e75e37f089b31aecd5db6d9fcc8a5f34ac73fa81ca757f1193774112913067,40120ecffa3f5937163caccee2190d5246c8ea37562c6d12f91e847763535be0,ipin_optimized,1,100,101,0.86,0.06666666666666667,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.25,1.0
all,c8e75e37f089b31aecd5db6d9fcc8a5f34ac73fa81ca757f1193774112913067,40120ecffa3f5937163caccee2190d5246c8ea37562c6d12f91e847763535be0,tuna_retrained,1,100,101,0.95,0.16666666666666666,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3562071871080222,1.0,1.0,1.0,0.05,5.05,0.3562071871080222,1.0
all,c8e75e37f089b31aecd5db6d9fcc8a5f34ac73fa81ca757f1193774112913067,40120ecffa3f5937163caccee2190d5246c8ea37562c6d12f91e847763535be0,ipin_tuna_31k,1,100,101,0.82,0.05263157894736842,19,19,19.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.23137821315975915,1.0
all,aeea18d33f88dc5d00ebd18666ad1de091d74562d4924faa4a61d4164b431ccc,40120ecffa3f5937163caccee2190d5246c8ea37562c6d12f91e847763535be0,ipin_baseline,1,100,101,0.3,0.014084507042253521,71,71,71.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,aeea18d33f88dc5d00ebd18666ad1de091d74562d4924faa4a61d4164b431ccc,40120ecffa3f5937163caccee2190d5246c8ea37562c6d12f91e847763535be0,ipin_optimized,1,100,101,0.41,0.016666666666666666,60,60,60.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,aeea18d33f88dc5d00ebd18666ad1de091d74562d4924faa4a61d4164b431ccc,40120ecffa3f5937163caccee2190d5246c8ea37562c6d12f91e847763535be0,tuna_retrained,1,100,101,0.98,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,20.2,0.5,1.0,1.0,1.0,0.1,10.1,0.5,1.0,1.0,1.0,0.05,5.05,0.5,1.0
all,aeea18d33f88dc5d00ebd18666ad1de091d74562d4924faa4a61d4164b431ccc,40120ecffa3f5937163caccee2190d5246c8ea37562c6d12f91e847763535be0,ipin_tuna_31k,1,100,101,0.95,0.16666666666666666,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3562071871080222,1.0,1.0,1.0,0.05,5.05,0.3562071871080222,1.0
all,c5221450b374ed92894970fb99574cfbb1f37cbb24b68ad8115d651cc4f75392,40120ecffa3f5937163caccee2190d5246c8ea37562c6d12f91e847763535be0,ipin_baseline,1,100,101,0.68,0.030303030303030304,33,33,33.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,c5221450b374ed92894970fb99574cfbb1f37cbb24b68ad8115d651cc4f75392,40120ecffa3f5937163caccee2190d5246c8ea37562c6d12f91e847763535be0,ipin_optimized,1,100,101,0.96,0.2,5,5,5.0,0.2,1.0,1.0,0.2,20.2,0.38685280723454163,1.0,1.0,1.0,0.1,10.1,0.38685280723454163,1.0,1.0,1.0,0.05,5.05,0.38685280723454163,1.0
all,c5221450b374ed92894970fb99574cfbb1f37cbb24b68ad8115d651cc4f75392,40120ecffa3f5937163caccee2190d5246c8ea37562c6d12f91e847763535be0,tuna_retrained,1,100,101,0.98,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,20.2,0.5,1.0,1.0,1.0,0.1,10.1,0.5,1.0,1.0,1.0,0.05,5.05,0.5,1.0
all,c5221450b374ed92894970fb99574cfbb1f37cbb24b68ad8115d651cc4f75392,40120ecffa3f5937163caccee2190d5246c8ea37562c6d12f91e847763535be0,ipin_tuna_31k,1,100,101,0.94,0.14285714285714285,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3333333333333333,1.0,1.0,1.0,0.05,5.05,0.3333333333333333,1.0
all,323a178ccda16b7d3929e2f5d3e47f32da8fda39f8876cad182f748d0a8fd76d,40488ef771a8efddf2f96d5bfb40e8c1e6394d50f5d3d57da2b466965bc37b6c,ipin_baseline,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,323a178ccda16b7d3929e2f5d3e47f32da8fda39f8876cad182f748d0a8fd76d,40488ef771a8efddf2f96d5bfb40e8c1e6394d50f5d3d57da2b466965bc37b6c,ipin_optimized,1,100,101,0.86,0.06666666666666667,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.25,1.0
all,323a178ccda16b7d3929e2f5d3e47f32da8fda39f8876cad182f748d0a8fd76d,40488ef771a8efddf2f96d5bfb40e8c1e6394d50f5d3d57da2b466965bc37b6c,tuna_retrained,1,100,101,0.94,0.14285714285714285,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3333333333333333,1.0,1.0,1.0,0.05,5.05,0.3333333333333333,1.0
all,323a178ccda16b7d3929e2f5d3e47f32da8fda39f8876cad182f748d0a8fd76d,40488ef771a8efddf2f96d5bfb40e8c1e6394d50f5d3d57da2b466965bc37b6c,ipin_tuna_31k,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
no_exact_TRAIN_DEV_endpoint,323a178ccda16b7d3929e2f5d3e47f32da8fda39f8876cad182f748d0a8fd76d,40488ef771a8efddf2f96d5bfb40e8c1e6394d50f5d3d57da2b466965bc37b6c,ipin_baseline,1,63,64,0.9841269841269841,0.5,2,2,2.0,0.5,1.0,1.0,0.2,12.8,0.6309297535714575,1.0,1.0,1.0,0.1,6.4,0.6309297535714575,1.0,1.0,1.0,0.05,3.2,0.6309297535714575,1.0
no_exact_TRAIN_DEV_endpoint,323a178ccda16b7d3929e2f5d3e47f32da8fda39f8876cad182f748d0a8fd76d,40488ef771a8efddf2f96d5bfb40e8c1e6394d50f5d3d57da2b466965bc37b6c,ipin_optimized,1,63,64,0.873015873015873,0.1111111111111111,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,6.4,0.3010299956639812,1.0,1.0,1.0,0.05,3.2,0.3010299956639812,1.0
no_exact_TRAIN_DEV_endpoint,323a178ccda16b7d3929e2f5d3e47f32da8fda39f8876cad182f748d0a8fd76d,40488ef771a8efddf2f96d5bfb40e8c1e6394d50f5d3d57da2b466965bc37b6c,tuna_retrained,1,63,64,0.9365079365079365,0.2,5,5,5.0,0.2,1.0,1.0,0.2,12.8,0.38685280723454163,1.0,1.0,1.0,0.1,6.4,0.38685280723454163,1.0,1.0,1.0,0.05,3.2,0.38685280723454163,1.0
no_exact_TRAIN_DEV_endpoint,323a178ccda16b7d3929e2f5d3e47f32da8fda39f8876cad182f748d0a8fd76d,40488ef771a8efddf2f96d5bfb40e8c1e6394d50f5d3d57da2b466965bc37b6c,ipin_tuna_31k,1,63,64,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,12.8,1.0,1.0,1.0,1.0,0.1,6.4,1.0,1.0,1.0,1.0,0.05,3.2,1.0,1.0
no_exact_any_model_TRAIN_DEV_endpoint,323a178ccda16b7d3929e2f5d3e47f32da8fda39f8876cad182f748d0a8fd76d,40488ef771a8efddf2f96d5bfb40e8c1e6394d50f5d3d57da2b466965bc37b6c,ipin_baseline,1,34,35,0.9705882352941176,0.5,2,2,2.0,0.5,1.0,1.0,0.2,7.000000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,3.5000000000000004,0.6309297535714575,1.0,1.0,1.0,0.05,1.7500000000000002,0.6309297535714575,1.0
no_exact_any_model_TRAIN_DEV_endpoint,323a178ccda16b7d3929e2f5d3e47f32da8fda39f8876cad182f748d0a8fd76d,40488ef771a8efddf2f96d5bfb40e8c1e6394d50f5d3d57da2b466965bc37b6c,ipin_optimized,1,34,35,0.7941176470588235,0.125,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,3.5000000000000004,0.31546487678572877,1.0,1.0,1.0,0.05,1.7500000000000002,0.31546487678572877,1.0
no_exact_any_model_TRAIN_DEV_endpoint,323a178ccda16b7d3929e2f5d3e47f32da8fda39f8876cad182f748d0a8fd76d,40488ef771a8efddf2f96d5bfb40e8c1e6394d50f5d3d57da2b466965bc37b6c,tuna_retrained,1,34,35,0.9117647058823529,0.25,4,4,4.0,0.25,1.0,1.0,0.2,7.000000000000001,0.43067655807339306,1.0,1.0,1.0,0.1,3.5000000000000004,0.43067655807339306,1.0,1.0,1.0,0.05,1.7500000000000002,0.43067655807339306,1.0
no_exact_any_model_TRAIN_DEV_endpoint,323a178ccda16b7d3929e2f5d3e47f32da8fda39f8876cad182f748d0a8fd76d,40488ef771a8efddf2f96d5bfb40e8c1e6394d50f5d3d57da2b466965bc37b6c,ipin_tuna_31k,1,34,35,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,7.000000000000001,1.0,1.0,1.0,1.0,0.1,3.5000000000000004,1.0,1.0,1.0,1.0,0.05,1.7500000000000002,1.0,1.0
all,e0c9d3db29647289fd5575b7c13c2f46382394570f608001e60a778cf6fe929c,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_baseline,1,100,101,0.34,0.014925373134328358,67,67,67.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,e0c9d3db29647289fd5575b7c13c2f46382394570f608001e60a778cf6fe929c,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_optimized,1,100,101,0.78,0.043478260869565216,23,23,23.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,e0c9d3db29647289fd5575b7c13c2f46382394570f608001e60a778cf6fe929c,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,tuna_retrained,1,100,101,0.64,0.02702702702702703,37,37,37.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,e0c9d3db29647289fd5575b7c13c2f46382394570f608001e60a778cf6fe929c,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_tuna_31k,1,100,101,0.41,0.016666666666666666,60,60,60.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,dea7bb8cc59fa0978cd1925bf96484b773428c3be88bafdf638375d057473073,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_baseline,1,100,101,0.77,0.041666666666666664,24,24,24.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,dea7bb8cc59fa0978cd1925bf96484b773428c3be88bafdf638375d057473073,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_optimized,1,100,101,0.91,0.1,10,10,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.2890648263178879,1.0,1.0,1.0,0.05,5.05,0.2890648263178879,1.0
all,dea7bb8cc59fa0978cd1925bf96484b773428c3be88bafdf638375d057473073,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,tuna_retrained,1,100,101,0.72,0.034482758620689655,29,29,29.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,dea7bb8cc59fa0978cd1925bf96484b773428c3be88bafdf638375d057473073,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_tuna_31k,1,100,101,0.82,0.05263157894736842,19,19,19.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.23137821315975915,1.0
all,3c24fb9fc9013146d5db23d9b6cc59f53fe8b450179bd116f40b173ac97eaa6b,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_baseline,1,100,101,0.98,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,20.2,0.5,1.0,1.0,1.0,0.1,10.1,0.5,1.0,1.0,1.0,0.05,5.05,0.5,1.0
all,3c24fb9fc9013146d5db23d9b6cc59f53fe8b450179bd116f40b173ac97eaa6b,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_optimized,1,100,101,0.92,0.1111111111111111,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3010299956639812,1.0,1.0,1.0,0.05,5.05,0.3010299956639812,1.0
