cohort,aggregation,metric,model_a,model_b,difference_b_minus_a,ci_low,ci_high,targets,panels
no_exact_TRAIN_DEV_endpoint,equal_positive,NDCG_at_10,ipin_baseline,ipin_optimized,0.07372269421745997,0.04823780979897999,0.10170909582159575,277,631
no_exact_TRAIN_DEV_endpoint,equal_positive,NDCG_at_10,ipin_baseline,tuna_retrained,0.10076095037065108,0.06701881362560287,0.13472110467826065,277,631
no_exact_TRAIN_DEV_endpoint,equal_positive,NDCG_at_10,ipin_baseline,ipin_tuna_31k,0.05702910634133296,0.024210011432324832,0.0859306337941669,277,631
no_exact_TRAIN_DEV_endpoint,equal_positive,NDCG_at_10,ipin_optimized,tuna_retrained,0.02703825615319111,-0.004649258080724378,0.056737277889412116,277,631
no_exact_TRAIN_DEV_endpoint,equal_positive,NDCG_at_10,ipin_optimized,ipin_tuna_31k,-0.016693587876127014,-0.053272978655434164,0.014237562913641593,277,631
no_exact_TRAIN_DEV_endpoint,equal_positive,NDCG_at_10,tuna_retrained,ipin_tuna_31k,-0.04373184402931812,-0.07510619527094294,-0.014906609513112375,277,631
no_exact_TRAIN_DEV_endpoint,equal_yeast_target,NDCG_at_10,ipin_baseline,ipin_optimized,0.0730317500121645,0.037872470684919786,0.10874584643525018,277,631
no_exact_TRAIN_DEV_endpoint,equal_yeast_target,NDCG_at_10,ipin_baseline,tuna_retrained,0.10631831921074936,0.0650909629288143,0.14755212411910534,277,631
no_exact_TRAIN_DEV_endpoint,equal_yeast_target,NDCG_at_10,ipin_baseline,ipin_tuna_31k,0.0333516127190267,-0.006260717922701623,0.07293510125934953,277,631
no_exact_TRAIN_DEV_endpoint,equal_yeast_target,NDCG_at_10,ipin_optimized,tuna_retrained,0.03328656919858486,-0.005260810431488073,0.07141948227795043,277,631
no_exact_TRAIN_DEV_endpoint,equal_yeast_target,NDCG_at_10,ipin_optimized,ipin_tuna_31k,-0.039680137293137796,-0.07988419999319664,-0.0003799433818261573,277,631
no_exact_TRAIN_DEV_endpoint,equal_yeast_target,NDCG_at_10,tuna_retrained,ipin_tuna_31k,-0.07296670649172265,-0.10918692111246206,-0.037194463648142904,277,631
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,P_vs_U_concordance,ipin_baseline,ipin_optimized,0.02899661577826873,0.01261604398087339,0.0454876440241522,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,P_vs_U_concordance,ipin_baseline,tuna_retrained,0.04513463082877123,0.016901496055666116,0.07410113161820985,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,P_vs_U_concordance,ipin_baseline,ipin_tuna_31k,0.031717060472059244,0.00703049863306581,0.05323607431979189,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,P_vs_U_concordance,ipin_optimized,tuna_retrained,0.016138015050502497,-0.010210285623444473,0.04337979282391039,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,P_vs_U_concordance,ipin_optimized,ipin_tuna_31k,0.0027204446937905136,-0.02147916860157243,0.02420054414142407,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,P_vs_U_concordance,tuna_retrained,ipin_tuna_31k,-0.013417570356711983,-0.04245549040799819,0.016707304645269833,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,P_vs_U_concordance,ipin_baseline,ipin_optimized,0.02335489273456337,0.002840996622314774,0.04404593584329888,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,P_vs_U_concordance,ipin_baseline,tuna_retrained,0.05568452905630916,0.027757405500447103,0.08344130819410799,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,P_vs_U_concordance,ipin_baseline,ipin_tuna_31k,0.02528773804501261,-0.0040386320804469324,0.05367150521697251,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,P_vs_U_concordance,ipin_optimized,tuna_retrained,0.03232963632174579,0.005387569868012777,0.05952840154111819,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,P_vs_U_concordance,ipin_optimized,ipin_tuna_31k,0.0019328453104492382,-0.025424966413098583,0.029342474815912605,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,P_vs_U_concordance,tuna_retrained,ipin_tuna_31k,-0.030396791011296553,-0.05488790770198483,-0.005807010448851231,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,average_precision,ipin_baseline,ipin_optimized,0.08297307035851287,0.057400482453766645,0.11248052452842827,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,average_precision,ipin_baseline,tuna_retrained,0.09691958972912262,0.06602378240726046,0.12938670964836377,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,average_precision,ipin_baseline,ipin_tuna_31k,0.06067315931146139,0.030670188948509945,0.09006025897879404,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,average_precision,ipin_optimized,tuna_retrained,0.013946519370609756,-0.017481574626018164,0.042736814465837804,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,average_precision,ipin_optimized,ipin_tuna_31k,-0.02229991104705148,-0.05706676726374074,0.0066414050492084485,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,average_precision,tuna_retrained,ipin_tuna_31k,-0.036246430417661235,-0.0643322952361592,-0.010797433681432126,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,average_precision,ipin_baseline,ipin_optimized,0.09291308110928759,0.053210478892063776,0.13308143556286645,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,average_precision,ipin_baseline,tuna_retrained,0.11683294347024642,0.07227719400392614,0.1608218226869121,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,average_precision,ipin_baseline,ipin_tuna_31k,0.056431466558378884,0.01604989355256276,0.09672299771256632,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,average_precision,ipin_optimized,tuna_retrained,0.023919862360958832,-0.014913003171337152,0.06368386417925301,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,average_precision,ipin_optimized,ipin_tuna_31k,-0.0364816145509087,-0.0768414513925811,0.0029406121323562137,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,average_precision,tuna_retrained,ipin_tuna_31k,-0.060401476911867535,-0.09903569621567092,-0.02265788915611161,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,reciprocal_rank,ipin_baseline,ipin_optimized,0.08297307035851287,0.057400482453766645,0.11248052452842827,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,reciprocal_rank,ipin_baseline,tuna_retrained,0.09691958972912262,0.06602378240726046,0.12938670964836377,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,reciprocal_rank,ipin_baseline,ipin_tuna_31k,0.06067315931146139,0.030670188948509945,0.09006025897879404,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,reciprocal_rank,ipin_optimized,tuna_retrained,0.013946519370609756,-0.017481574626018164,0.042736814465837804,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,reciprocal_rank,ipin_optimized,ipin_tuna_31k,-0.02229991104705148,-0.05706676726374074,0.0066414050492084485,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,reciprocal_rank,tuna_retrained,ipin_tuna_31k,-0.036246430417661235,-0.0643322952361592,-0.010797433681432126,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,reciprocal_rank,ipin_baseline,ipin_optimized,0.09291308110928759,0.053210478892063776,0.13308143556286645,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,reciprocal_rank,ipin_baseline,tuna_retrained,0.11683294347024642,0.07227719400392614,0.1608218226869121,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,reciprocal_rank,ipin_baseline,ipin_tuna_31k,0.056431466558378884,0.01604989355256276,0.09672299771256632,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,reciprocal_rank,ipin_optimized,tuna_retrained,0.023919862360958832,-0.014913003171337152,0.06368386417925301,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,reciprocal_rank,ipin_optimized,ipin_tuna_31k,-0.0364816145509087,-0.0768414513925811,0.0029406121323562137,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,reciprocal_rank,tuna_retrained,ipin_tuna_31k,-0.060401476911867535,-0.09903569621567092,-0.02265788915611161,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,first_positive_rank_expected,ipin_baseline,ipin_optimized,-0.8865248226950353,-1.46655709109374,-0.28857426391244057,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,first_positive_rank_expected,ipin_baseline,tuna_retrained,-1.24822695035461,-2.2665687973613213,-0.23438496859647284,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,first_positive_rank_expected,ipin_baseline,ipin_tuna_31k,-1.1347517730496453,-1.8889115646258507,-0.297905873540977,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,first_positive_rank_expected,ipin_optimized,tuna_retrained,-0.36170212765957466,-1.2566892554887767,0.5425419685682213,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,first_positive_rank_expected,ipin_optimized,ipin_tuna_31k,-0.24822695035460995,-0.9608389409426464,0.5018561991336793,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,first_positive_rank_expected,tuna_retrained,ipin_tuna_31k,0.1134751773049647,-0.9734403514700914,1.129470427946037,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,first_positive_rank_expected,ipin_baseline,ipin_optimized,-0.5293005323493141,-1.2872218990359237,0.27637501669513553,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,first_positive_rank_expected,ipin_baseline,tuna_retrained,-1.517843346806763,-2.548759476747282,-0.492871294243246,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,first_positive_rank_expected,ipin_baseline,ipin_tuna_31k,-0.7835908896884511,-1.8231110025927093,0.2797906181442788,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,first_positive_rank_expected,ipin_optimized,tuna_retrained,-0.9885428144574488,-1.9843969786424052,-0.0025431290141662653,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,first_positive_rank_expected,ipin_optimized,ipin_tuna_31k,-0.2542903573391371,-1.2303996996679933,0.7125194049965392,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,first_positive_rank_expected,tuna_retrained,ipin_tuna_31k,0.7342524571183118,-0.19883708235080105,1.6484566932051663,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_5,ipin_baseline,ipin_optimized,0.09219858156028371,0.052125650477910575,0.1343577644086698,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_5,ipin_baseline,tuna_retrained,0.0957446808510638,0.0435551960861674,0.1488551289421264,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_5,ipin_baseline,ipin_tuna_31k,0.06028368794326244,0.01096842098239901,0.10433147521279469,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_5,ipin_optimized,tuna_retrained,0.0035460992907800915,-0.05132751774958782,0.052147515116740935,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_5,ipin_optimized,ipin_tuna_31k,-0.03191489361702127,-0.08747698633104099,0.01605186597110753,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_5,tuna_retrained,ipin_tuna_31k,-0.03546099290780136,-0.08208955223880593,0.00869679233809673,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_5,ipin_baseline,ipin_optimized,0.08875564363369248,0.03795491348082812,0.14170230317333973,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_5,ipin_baseline,tuna_retrained,0.10514777679411835,0.049173886468093925,0.1611408693497106,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_5,ipin_baseline,ipin_tuna_31k,0.02748242047022531,-0.032268833808467845,0.08781337621276643,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_5,ipin_optimized,tuna_retrained,0.01639213316042587,-0.03367313185910755,0.06564092947477083,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_5,ipin_optimized,ipin_tuna_31k,-0.06127322316346717,-0.11910142702825613,-0.0035173893405601145,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_5,tuna_retrained,ipin_tuna_31k,-0.07766535632389304,-0.13030601963528793,-0.024845085470085543,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_10,ipin_baseline,ipin_optimized,0.03546099290780136,-0.003731517645417728,0.07471315498834219,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_10,ipin_baseline,tuna_retrained,0.07092198581560283,0.025042490569166413,0.11965811965811968,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_10,ipin_baseline,ipin_tuna_31k,0.06205673758865238,0.02433923179443935,0.09775488037575232,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_10,ipin_optimized,tuna_retrained,0.03546099290780147,-0.013491294836151484,0.08552694116469879,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_10,ipin_optimized,ipin_tuna_31k,0.02659574468085102,-0.013593557788754578,0.06367041198501877,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_10,tuna_retrained,ipin_tuna_31k,-0.00886524822695045,-0.051392780666870655,0.029962694502534255,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_10,ipin_baseline,ipin_optimized,0.032622842378939865,-0.010236155556277535,0.07610025983501599,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_10,ipin_baseline,tuna_retrained,0.08815306193354966,0.035905513862830946,0.14056370176797012,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_10,ipin_baseline,ipin_tuna_31k,0.06697950874780145,0.013602496757984457,0.12031585679451529,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_10,ipin_optimized,tuna_retrained,0.055530219554609794,0.007133743063621114,0.10490509857125714,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_10,ipin_optimized,ipin_tuna_31k,0.03435666636886159,-0.01671535160864418,0.08669604080427228,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_10,tuna_retrained,ipin_tuna_31k,-0.021173553185748206,-0.06904158454463337,0.026725050299745385,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_20,ipin_baseline,ipin_optimized,0.004115226337448541,-0.021505376344086002,0.02682056622695363,223,486
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_20,ipin_baseline,tuna_retrained,0.002057613168724326,-0.032258064516129004,0.039351955376664687,223,486
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_20,ipin_baseline,ipin_tuna_31k,0.026748971193415683,-0.013363774657970076,0.06586990853457925,223,486
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_20,ipin_optimized,tuna_retrained,-0.002057613168724215,-0.035928377619760435,0.03527086643323201,223,486
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_20,ipin_optimized,ipin_tuna_31k,0.02263374485596714,-0.008811547308097108,0.05533633300759886,223,486
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,recall_at_20,tuna_retrained,ipin_tuna_31k,0.024691358024691357,-0.018568564554931836,0.06860706860706856,223,486
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_20,ipin_baseline,ipin_optimized,-0.012597143763062979,-0.04415977520237604,0.01660800024589257,223,486
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_20,ipin_baseline,tuna_retrained,0.009292476332835253,-0.03480479037653928,0.05290501103281371,223,486
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_20,ipin_baseline,ipin_tuna_31k,0.021711186173069774,-0.025580225703544165,0.06870401646186408,223,486
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_20,ipin_optimized,tuna_retrained,0.021889620095898232,-0.02171711509716001,0.06643371576107004,223,486
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_20,ipin_optimized,ipin_tuna_31k,0.03430832993613275,-0.008343553245459052,0.0775574693119535,223,486
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,recall_at_20,tuna_retrained,ipin_tuna_31k,0.01241870984023452,-0.027727834883103954,0.05155696134956217,223,486
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,NDCG_at_10,ipin_baseline,ipin_optimized,0.07387438960222953,0.04898458110932018,0.10183508166988149,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,NDCG_at_10,ipin_baseline,tuna_retrained,0.09540905556862606,0.06352903174245889,0.12881276152990243,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,NDCG_at_10,ipin_baseline,ipin_tuna_31k,0.0638449119094256,0.035791653743532714,0.09074081612185773,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,NDCG_at_10,ipin_optimized,tuna_retrained,0.021534665966396527,-0.010768438984464198,0.05317567888248933,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,NDCG_at_10,ipin_optimized,ipin_tuna_31k,-0.010029477692803934,-0.04303968534775277,0.017569280330665047,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_positive,NDCG_at_10,tuna_retrained,ipin_tuna_31k,-0.03156414365920046,-0.06117384912852577,-0.005554646747231857,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,NDCG_at_10,ipin_baseline,ipin_optimized,0.08100314279075699,0.045508550784198964,0.11708342148784434,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,NDCG_at_10,ipin_baseline,tuna_retrained,0.1152517937986901,0.07406787409223242,0.15698608579941364,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,NDCG_at_10,ipin_baseline,ipin_tuna_31k,0.06168535695314736,0.023245354264782372,0.09946332369491723,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,NDCG_at_10,ipin_optimized,tuna_retrained,0.03424865100793312,-0.0032293982887324876,0.07217464443088338,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,NDCG_at_10,ipin_optimized,ipin_tuna_31k,-0.019317785837609625,-0.05770634062813815,0.019174810123628698,246,564
no_exact_any_model_TRAIN_DEV_endpoint,equal_yeast_target,NDCG_at_10,tuna_retrained,ipin_tuna_31k,-0.05356643684554274,-0.08977490363297531,-0.018304127064817332,246,564
