dataset,subgroup,model,K,primary_selected,queries,components,EF,EF_low,EF_high,Hits,Hits_low,Hits_high,Recall,Recall_low,Recall_high,Known_positive_rate,Known_positive_rate_low,Known_positive_rate_high,Any_hit,Any_hit_low,Any_hit_high,total_oriented_query_hits,micro_recall_oriented,median_hits
C2_test,all,ipin_baseline,20,False,3930,2436,4.440191120155536,4.199439145641824,4.7253221568372235,1.9414758269720103,1.683347306153862,2.2912687695032905,0.32790582009827196,0.31599269781356,0.34012792339372455,0.09707379134860251,0.08416736530769406,0.11456343847516585,0.632824427480916,0.6161625747097522,0.6516097955053364,7630.0,0.2837275026030046,1.0
C2_test,all,ipin_baseline,30,False,3930,2436,3.620418539059124,3.4514253470611096,3.8147767619043647,2.480916030534351,2.150968773963015,2.928114236832824,0.4023002811594119,0.3896108153322146,0.41440453463846266,0.08269720101781239,0.07169895913210002,0.09760380789442849,0.6979643765903308,0.682679661141586,0.7143264065672331,9750.0,0.3625613565372601,1.0
C2_test,all,ipin_optimized,10,False,3930,2436,7.635771798216434,7.0425982035294075,8.303352010189721,1.4575063613231551,1.3090015865197233,1.6594463622865627,0.2689515518752624,0.25579482675260423,0.2833008159276067,0.14575063613231795,0.13090015865197374,0.16594463622865854,0.5743002544529262,0.5538088636536216,0.5985501065764276,5728.0,0.21300014874312062,1.0
C2_test,all,ipin_optimized,20,False,3930,2436,5.376708959964748,5.072109027298189,5.730533001412467,2.292875318066158,2.0274755747547446,2.658656781388522,0.38520681205312135,0.37250124832726744,0.39826652666089357,0.11464376590330999,0.10137377873773858,0.13293283906942724,0.6760814249363868,0.6601650934645079,0.6946247850330919,9011.0,0.3350810650007437,1.0
C2_test,all,ipin_optimized,30,False,3930,2436,4.328463353255613,4.103620335513031,4.586454921496459,2.8900763358778625,2.5487047398807676,3.3538670919662694,0.46871443496141774,0.4553937406422608,0.4818913095629912,0.09633587786259715,0.08495682466269282,0.11179556973221079,0.7409669211195928,0.7265465949452493,0.7570798559727497,11358.0,0.4223560910307898,1.0
C2_test,all,tuna_retrained,10,False,3930,2436,8.165030974556668,7.574460900491104,8.849032443710684,1.5610687022900764,1.4112355576420288,1.759810234879093,0.283518231787499,0.27124704328435767,0.297184015092968,0.15610687022901037,0.1411235557642041,0.1759810234879115,0.5931297709923664,0.5736304101651425,0.6155444298693288,6135.0,0.22813476126729137,1.0
C2_test,all,tuna_retrained,20,False,3930,2436,5.9352572789996545,5.577398252374448,6.331964670189843,2.5292620865139948,2.255620185494747,2.8991538603876768,0.41945896966646695,0.406746753610487,0.4335745937440279,0.1264631043257022,0.11278100927473868,0.14495769301938463,0.7005089058524173,0.6826758181480382,0.7204880110165784,9940.0,0.369626654767217,1.0
C2_test,all,tuna_retrained,30,False,3930,2436,4.787890812896725,4.51206387260441,5.093108468593372,3.2104325699745546,2.840435411928936,3.7153049336147927,0.5113569737391149,0.496991658580837,0.5271449311022329,0.10701441899915412,0.09468118039763207,0.12384349778716229,0.7641221374045801,0.7470257223171669,0.7833128510645971,12617.0,0.4691729882492935,1.0
C2_test,all,combo_55_45,10,False,3930,2436,8.533371077686564,8.000000554914683,9.159374758555163,1.6063613231552163,1.4574127333324765,1.8058748072371937,0.3012047162147907,0.28945487481533977,0.3135925426219168,0.1606361323155244,0.14574127333324852,0.18058748072372152,0.611704834605598,0.5932597510462959,0.6323759258012388,6313.0,0.23475383013535625,1.0
C2_test,all,combo_55_45,20,False,3930,2436,6.088082470268636,5.765661340445235,6.460120409791464,2.562086513994911,2.2914222302316167,2.9352595021821717,0.43615557585044434,0.4234186733807836,0.44930138736685726,0.12810432569974806,0.11457111151158256,0.14676297510910902,0.721119592875318,0.7052019111485068,0.7387722180938385,10069.0,0.37442362040755617,1.0
