dataset,subgroup,variant,reference,K,primary_selected,queries,EF_delta,EF_delta_low,EF_delta_high,Hits_delta,Hits_delta_low,Hits_delta_high,Recall_delta,Recall_delta_low,Recall_delta_high,Known_positive_rate_delta,Known_positive_rate_delta_low,Known_positive_rate_delta_high,Any_hit_delta,Any_hit_delta_low,Any_hit_delta_high
C2_test,all,shortlist_weighted,ipin_baseline,10,False,3930,0.599775227397255,0.34464659588163216,0.8891322743378132,0.010687022900763399,-0.021509888828312174,0.04570746853918049,0.017110409861180093,0.008000847842497332,0.027057248509712126,0.0010687022900761761,-0.0021509888828312737,0.004570746853917783,0.018829516539440205,0.005409887956999005,0.03362440019657533
C2_test,all,shortlist_weighted,ipin_baseline,20,False,3930,0.2860841356861741,0.15470267930678278,0.4280206205663611,0.0025445292620864812,-0.03847205545093567,0.04752888644748427,0.015874161402058162,0.00668414294565949,0.025657386786107333,0.00012722646310438235,-0.0019236027725465954,0.0023764443223742225,0.014758269720101747,0.0026267826821115142,0.027583947212404435
C2_test,all,shortlist_weighted,ipin_baseline,30,False,3930,0.25016856438127943,0.1696356121194469,0.34816554661423105,0.012977099236641365,-0.024506202658988886,0.05338824186013734,0.024694934544889524,0.016131327599647066,0.034806196492414725,0.0004325699745546946,-0.0008168734219661574,0.0017796080620045148,0.02188295165394394,0.011498757137286115,0.03326947138051724
C2_test,all,shortlist_weighted,ipin_optimized,10,False,3930,-1.2179408320052252,-1.4685454892662948,-0.9708651324548448,-0.27175572519083957,-0.302473984433223,-0.2418889879094851,-0.04034269544764463,-0.04835919111760702,-0.031839708562091625,-0.027175572519084992,-0.03024739844332271,-0.024188898790949084,-0.04707379134860046,-0.0585615209661402,-0.03526348727100511
C2_test,all,shortlist_weighted,ipin_optimized,20,False,3930,-0.6504337041230386,-0.7761733742999275,-0.5280148568049481,-0.3488549618320611,-0.3922028831736513,-0.3076711509503266,-0.04142683055279123,-0.05072875791173546,-0.03116682572778616,-0.017442748091603094,-0.01961014415868273,-0.015383557547516549,-0.02849872773536899,-0.03949087561341326,-0.01704563849881819
C2_test,all,shortlist_weighted,ipin_optimized,30,False,3930,-0.45787624981521,-0.5526898713448878,-0.37140670491953487,-0.39618320610686997,-0.4568383581026651,-0.3402928762475295,-0.0417192192571163,-0.05088025508257641,-0.03222298838117057,-0.013206106870230064,-0.01522794527008891,-0.011343095874917787,-0.02111959287531806,-0.03156012855520893,-0.009686082937673108
C2_test,all,shortlist_weighted,tuna_retrained,10,False,3930,-1.7472000083454589,-2.069985522939676,-1.4693418178727122,-0.37531806615776087,-0.41767948551278095,-0.33186196415470093,-0.054909375359881274,-0.06552271029910128,-0.044203485923023256,-0.037531806615777416,-0.04176794855127866,-0.03318619641547094,-0.06590330788804066,-0.0802649292251742,-0.05020916452202962
C2_test,all,shortlist_weighted,tuna_retrained,20,False,3930,-1.2089820231579447,-1.398733714965283,-1.0356869168945422,-0.585241730279898,-0.6505007447492551,-0.5230645604447487,-0.07567898816613683,-0.08744639358516103,-0.06351332031125172,-0.02926208651399531,-0.03252503723746321,-0.026153228022237553,-0.05292620865139952,-0.06712334661542452,-0.03898814364820614
C2_test,all,shortlist_weighted,tuna_retrained,30,False,3930,-0.9173037094563217,-1.0694273040071642,-0.7812969127485425,-0.7165394402035621,-0.8160830588711827,-0.6313111289920904,-0.0843617580348135,-0.09833633168526672,-0.07215547588638051,-0.023884648006787038,-0.027202768629040242,-0.021043704299737908,-0.04427480916030535,-0.05899346529153755,-0.03103856286971936
C2_test,all,shortlist_weighted,combo_55_45,10,False,3930,-2.1155401114753545,-2.365935718569633,-1.8569669278440055,-0.4206106870229007,-0.4568730517149886,-0.3835025692113496,-0.07259585978717298,-0.0822394172447518,-0.062193141785342146,-0.04206106870229144,-0.04568730517149973,-0.03835025692113584,-0.08447837150127224,-0.0980678956572198,-0.0699758569418422
C2_test,all,shortlist_weighted,combo_55_45,20,False,3930,-1.3618072144269258,-1.511202730662453,-1.2257753625270082,-0.6180661577608142,-0.6762505419974667,-0.567149180607673,-0.09237559435011422,-0.10207683122389724,-0.08228350822443044,-0.03090330788804116,-0.033812527099873674,-0.02835745903038325,-0.07353689567430022,-0.08538509607219819,-0.061243777174352344
C2_test,all,shortlist_weighted,combo_55_45,30,False,3930,-1.0368527010609707,-1.1451967851594278,-0.935936918147131,-0.7407124681933839,-0.8224646010508828,-0.6678980889371319,-0.10395996400753926,-0.11310327863749825,-0.09472982994663712,-0.024690415606447913,-0.02741548670169702,-0.022263269631239032,-0.06335877862595418,-0.07433316952234574,-0.05180019187863902
C2_test,train,historical_ef_selected,ipin_baseline,10,False,2745,0.8260754174290703,0.5967264479560308,1.0617537612857844,0.15846994535519132,0.12612805535962182,0.19081134119980936,0.03761807892153002,0.027186464828421065,0.04860520318940801,0.015846994535519646,0.012612805535962574,0.01908113411998165,0.050273224043715814,0.03417490704808323,0.06656790862260575
C2_test,train,historical_ef_selected,ipin_baseline,20,False,2745,0.35442487281365587,0.20423258582062406,0.4785262120547576,0.16174863387978156,0.12353648929287324,0.2059269954280879,0.032510583702756723,0.018719216196365726,0.0437579014707585,0.00808743169398922,0.006176824464643845,0.010296349771404785,0.022950819672131195,0.006506314098889179,0.03672504021396739
C2_test,train,historical_ef_selected,ipin_baseline,30,False,2745,0.300505805737441,0.2107375748223102,0.3853450841737393,0.19271402550091077,0.15354997009139623,0.23771368901965698,0.041469386005693554,0.02912969202072534,0.052895261278775085,0.006423800850030359,0.00511833233637983,0.00792378963398843,0.02732240437158462,0.01261051826893965,0.04178066739787208
C2_test,train,historical_ef_selected,ipin_optimized,10,False,2745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2_test,train,historical_ef_selected,ipin_optimized,20,False,2745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2_test,train,historical_ef_selected,ipin_optimized,30,False,2745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2_test,train,historical_ef_selected,tuna_retrained,10,False,2745,-0.08381887814457034,-0.3653810939640871,0.23648326213234722,-0.07358834244080148,-0.11813005443100812,-0.024082118109421922,-0.003814948095593129,-0.016935009410451275,0.011043940922069418,-0.00735883424408032,-0.011813005443101092,-0.0024082118109425505,-0.00983606557377048,-0.027622632222146788,0.0107506436798241
