species,target_id,subset,candidate_set,P,U,evaluable
mouse,mouse:P70278,no_exact_any_model_TRAIN_DEV_endpoint,matched,6,99,True
mouse,mouse:P70278,no_exact_any_model_TRAIN_DEV_endpoint,all_U,6,196,True
mouse,mouse:Q9CQV8,all,background,2,100,True
mouse,mouse:Q9CQV8,all,matched,2,100,True
mouse,mouse:Q9CQV8,all,all_U,2,200,True
mouse,mouse:Q9CQV8,no_exact_TRAIN_DEV_endpoint,background,2,99,True
mouse,mouse:Q9CQV8,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:Q9CQV8,no_exact_TRAIN_DEV_endpoint,all_U,2,199,True
mouse,mouse:Q9CQV8,no_exact_any_model_TRAIN_DEV_endpoint,background,2,99,True
mouse,mouse:Q9CQV8,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:Q9CQV8,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,199,True
mouse,mouse:Q60769,all,background,6,100,True
mouse,mouse:Q60769,all,matched,6,100,True
mouse,mouse:Q60769,all,all_U,6,200,True
mouse,mouse:Q60769,no_exact_TRAIN_DEV_endpoint,background,5,98,True
mouse,mouse:Q60769,no_exact_TRAIN_DEV_endpoint,matched,5,100,True
mouse,mouse:Q60769,no_exact_TRAIN_DEV_endpoint,all_U,5,198,True
mouse,mouse:Q60769,no_exact_any_model_TRAIN_DEV_endpoint,background,5,95,True
mouse,mouse:Q60769,no_exact_any_model_TRAIN_DEV_endpoint,matched,5,100,True
mouse,mouse:Q60769,no_exact_any_model_TRAIN_DEV_endpoint,all_U,5,195,True
mouse,mouse:Q9D275,all,background,2,100,True
mouse,mouse:Q9D275,all,matched,2,100,True
mouse,mouse:Q9D275,all,all_U,2,200,True
mouse,mouse:Q9D275,no_exact_TRAIN_DEV_endpoint,background,2,97,True
mouse,mouse:Q9D275,no_exact_TRAIN_DEV_endpoint,matched,2,99,True
mouse,mouse:Q9D275,no_exact_TRAIN_DEV_endpoint,all_U,2,196,True
mouse,mouse:Q9D275,no_exact_any_model_TRAIN_DEV_endpoint,background,2,96,True
mouse,mouse:Q9D275,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,99,True
mouse,mouse:Q9D275,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,195,True
mouse,mouse:Q924X6,all,background,3,100,True
mouse,mouse:Q924X6,all,matched,3,100,True
mouse,mouse:Q924X6,all,all_U,3,200,True
mouse,mouse:Q924X6,no_exact_TRAIN_DEV_endpoint,background,3,99,True
mouse,mouse:Q924X6,no_exact_TRAIN_DEV_endpoint,matched,3,99,True
mouse,mouse:Q924X6,no_exact_TRAIN_DEV_endpoint,all_U,3,198,True
mouse,mouse:Q924X6,no_exact_any_model_TRAIN_DEV_endpoint,background,3,99,True
mouse,mouse:Q924X6,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,99,True
mouse,mouse:Q924X6,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,198,True
mouse,mouse:P97318,all,background,4,100,True
mouse,mouse:P97318,all,matched,4,100,True
mouse,mouse:P97318,all,all_U,4,200,True
mouse,mouse:P97318,no_exact_TRAIN_DEV_endpoint,background,4,96,True
mouse,mouse:P97318,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
mouse,mouse:P97318,no_exact_TRAIN_DEV_endpoint,all_U,4,196,True
mouse,mouse:P97318,no_exact_any_model_TRAIN_DEV_endpoint,background,4,95,True
mouse,mouse:P97318,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
mouse,mouse:P97318,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,195,True
mouse,mouse:Q9D6W8,all,background,2,100,True
mouse,mouse:Q9D6W8,all,matched,2,100,True
mouse,mouse:Q9D6W8,all,all_U,2,200,True
mouse,mouse:Q9D6W8,no_exact_TRAIN_DEV_endpoint,background,2,98,True
mouse,mouse:Q9D6W8,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:Q9D6W8,no_exact_TRAIN_DEV_endpoint,all_U,2,198,True
mouse,mouse:Q9D6W8,no_exact_any_model_TRAIN_DEV_endpoint,background,2,97,True
mouse,mouse:Q9D6W8,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,99,True
mouse,mouse:Q9D6W8,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,196,True
mouse,mouse:O88653,all,background,2,100,True
mouse,mouse:O88653,all,matched,2,100,True
mouse,mouse:O88653,all,all_U,2,200,True
mouse,mouse:O88653,no_exact_TRAIN_DEV_endpoint,background,2,100,True
mouse,mouse:O88653,no_exact_TRAIN_DEV_endpoint,matched,2,99,True
mouse,mouse:O88653,no_exact_TRAIN_DEV_endpoint,all_U,2,199,True
mouse,mouse:O88653,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
mouse,mouse:O88653,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,99,True
mouse,mouse:O88653,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,199,True
mouse,mouse:Q99PV5,all,background,7,100,True
mouse,mouse:Q99PV5,all,matched,7,100,True
mouse,mouse:Q99PV5,all,all_U,7,200,True
mouse,mouse:Q99PV5,no_exact_TRAIN_DEV_endpoint,background,7,98,True
mouse,mouse:Q99PV5,no_exact_TRAIN_DEV_endpoint,matched,7,100,True
mouse,mouse:Q99PV5,no_exact_TRAIN_DEV_endpoint,all_U,7,198,True
mouse,mouse:Q99PV5,no_exact_any_model_TRAIN_DEV_endpoint,background,7,97,True
mouse,mouse:Q99PV5,no_exact_any_model_TRAIN_DEV_endpoint,matched,7,100,True
mouse,mouse:Q99PV5,no_exact_any_model_TRAIN_DEV_endpoint,all_U,7,197,True
mouse,mouse:Q925B0,all,background,2,100,True
mouse,mouse:Q925B0,all,matched,2,100,True
mouse,mouse:Q925B0,all,all_U,2,200,True
mouse,mouse:Q925B0,no_exact_TRAIN_DEV_endpoint,background,2,100,True
mouse,mouse:Q925B0,no_exact_TRAIN_DEV_endpoint,matched,2,98,True
mouse,mouse:Q925B0,no_exact_TRAIN_DEV_endpoint,all_U,2,198,True
mouse,mouse:Q925B0,no_exact_any_model_TRAIN_DEV_endpoint,background,2,99,True
mouse,mouse:Q925B0,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,96,True
mouse,mouse:Q925B0,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,195,True
fly,fly:P17336,all,background,4,100,True
fly,fly:P17336,all,matched,4,100,True
fly,fly:P17336,all,all_U,4,200,True
fly,fly:P17336,no_exact_TRAIN_DEV_endpoint,background,4,100,True
fly,fly:P17336,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
fly,fly:P17336,no_exact_TRAIN_DEV_endpoint,all_U,4,200,True
fly,fly:P17336,no_exact_any_model_TRAIN_DEV_endpoint,background,4,100,True
fly,fly:P17336,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
fly,fly:P17336,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
fly,fly:O44226,all,background,3,100,True
fly,fly:O44226,all,matched,3,100,True
fly,fly:O44226,all,all_U,3,200,True
fly,fly:O44226,no_exact_TRAIN_DEV_endpoint,background,3,100,True
fly,fly:O44226,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:O44226,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:O44226,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
fly,fly:O44226,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:O44226,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:Q9VYM8,all,background,2,100,True
fly,fly:Q9VYM8,all,matched,2,100,True
fly,fly:Q9VYM8,all,all_U,2,200,True
fly,fly:Q9VYM8,no_exact_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q9VYM8,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q9VYM8,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q9VYM8,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q9VYM8,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q9VYM8,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q7JX41,all,background,10,100,True
fly,fly:Q7JX41,all,matched,10,100,True
fly,fly:Q7JX41,all,all_U,10,200,True
fly,fly:Q7JX41,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q7JX41,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q7JX41,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q7JX41,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q7JX41,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,99,True
fly,fly:Q7JX41,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,199,True
fly,fly:Q8IPT5,all,background,7,100,True
fly,fly:Q8IPT5,all,matched,7,100,True
fly,fly:Q8IPT5,all,all_U,7,200,True
fly,fly:Q8IPT5,no_exact_TRAIN_DEV_endpoint,background,7,100,True
fly,fly:Q8IPT5,no_exact_TRAIN_DEV_endpoint,matched,7,100,True
fly,fly:Q8IPT5,no_exact_TRAIN_DEV_endpoint,all_U,7,200,True
fly,fly:Q8IPT5,no_exact_any_model_TRAIN_DEV_endpoint,background,7,100,True
fly,fly:Q8IPT5,no_exact_any_model_TRAIN_DEV_endpoint,matched,7,100,True
fly,fly:Q8IPT5,no_exact_any_model_TRAIN_DEV_endpoint,all_U,7,200,True
fly,fly:Q9V3Q4,all,background,3,100,True
fly,fly:Q9V3Q4,all,matched,3,100,True
fly,fly:Q9V3Q4,all,all_U,3,200,True
fly,fly:Q9V3Q4,no_exact_TRAIN_DEV_endpoint,background,3,100,True
fly,fly:Q9V3Q4,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:Q9V3Q4,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:Q9V3Q4,no_exact_any_model_TRAIN_DEV_endpoint,background,3,99,True
fly,fly:Q9V3Q4,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:Q9V3Q4,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,199,True
fly,fly:Q9VR26,all,background,10,100,True
fly,fly:Q9VR26,all,matched,10,100,True
fly,fly:Q9VR26,all,all_U,10,200,True
fly,fly:Q9VR26,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VR26,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VR26,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VR26,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VR26,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VR26,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9W004,all,background,3,100,True
fly,fly:Q9W004,all,matched,3,100,True
fly,fly:Q9W004,all,all_U,3,200,True
fly,fly:Q9W004,no_exact_TRAIN_DEV_endpoint,background,3,100,True
fly,fly:Q9W004,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:Q9W004,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:Q9W004,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
fly,fly:Q9W004,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:Q9W004,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:Q7KAH0,all,background,2,100,True
fly,fly:Q7KAH0,all,matched,2,100,True
fly,fly:Q7KAH0,all,all_U,2,200,True
fly,fly:Q7KAH0,no_exact_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q7KAH0,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q7KAH0,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q7KAH0,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q7KAH0,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q7KAH0,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q27889,all,background,10,100,True
fly,fly:Q27889,all,matched,10,100,True
fly,fly:Q27889,all,all_U,10,200,True
fly,fly:Q27889,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q27889,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q27889,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q27889,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q27889,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q27889,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VUZ0,all,background,10,100,True
fly,fly:Q9VUZ0,all,matched,10,100,True
fly,fly:Q9VUZ0,all,all_U,10,200,True
fly,fly:Q9VUZ0,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VUZ0,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VUZ0,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VUZ0,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VUZ0,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VUZ0,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VTC2,all,background,8,100,True
fly,fly:Q9VTC2,all,matched,8,100,True
fly,fly:Q9VTC2,all,all_U,8,200,True
fly,fly:Q9VTC2,no_exact_TRAIN_DEV_endpoint,background,8,100,True
fly,fly:Q9VTC2,no_exact_TRAIN_DEV_endpoint,matched,8,100,True
fly,fly:Q9VTC2,no_exact_TRAIN_DEV_endpoint,all_U,8,200,True
fly,fly:Q9VTC2,no_exact_any_model_TRAIN_DEV_endpoint,background,8,100,True
fly,fly:Q9VTC2,no_exact_any_model_TRAIN_DEV_endpoint,matched,8,100,True
fly,fly:Q9VTC2,no_exact_any_model_TRAIN_DEV_endpoint,all_U,8,200,True
fly,fly:Q9VD26,all,background,10,100,True
fly,fly:Q9VD26,all,matched,10,100,True
fly,fly:Q9VD26,all,all_U,10,200,True
fly,fly:Q9VD26,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VD26,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VD26,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VD26,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VD26,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VD26,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9W1R3,all,background,4,100,True
fly,fly:Q9W1R3,all,matched,4,100,True
fly,fly:Q9W1R3,all,all_U,4,200,True
fly,fly:Q9W1R3,no_exact_TRAIN_DEV_endpoint,background,4,100,True
fly,fly:Q9W1R3,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
fly,fly:Q9W1R3,no_exact_TRAIN_DEV_endpoint,all_U,4,200,True
fly,fly:Q9W1R3,no_exact_any_model_TRAIN_DEV_endpoint,background,4,100,True
fly,fly:Q9W1R3,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
fly,fly:Q9W1R3,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
fly,fly:Q9W1Z1,all,background,10,100,True
fly,fly:Q9W1Z1,all,matched,10,100,True
fly,fly:Q9W1Z1,all,all_U,10,200,True
fly,fly:Q9W1Z1,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9W1Z1,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9W1Z1,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9W1Z1,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9W1Z1,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9W1Z1,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VLI1,all,background,9,100,True
fly,fly:Q9VLI1,all,matched,9,100,True
fly,fly:Q9VLI1,all,all_U,9,200,True
fly,fly:Q9VLI1,no_exact_TRAIN_DEV_endpoint,background,9,100,True
fly,fly:Q9VLI1,no_exact_TRAIN_DEV_endpoint,matched,9,100,True
fly,fly:Q9VLI1,no_exact_TRAIN_DEV_endpoint,all_U,9,200,True
fly,fly:Q9VLI1,no_exact_any_model_TRAIN_DEV_endpoint,background,9,100,True
fly,fly:Q9VLI1,no_exact_any_model_TRAIN_DEV_endpoint,matched,9,100,True
fly,fly:Q9VLI1,no_exact_any_model_TRAIN_DEV_endpoint,all_U,9,200,True
fly,fly:Q0E8F8,all,background,10,100,True
fly,fly:Q0E8F8,all,matched,10,100,True
fly,fly:Q0E8F8,all,all_U,10,200,True
fly,fly:Q0E8F8,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q0E8F8,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q0E8F8,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q0E8F8,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q0E8F8,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q0E8F8,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9W0A8,all,background,10,100,True
fly,fly:Q9W0A8,all,matched,10,100,True
fly,fly:Q9W0A8,all,all_U,10,200,True
fly,fly:Q9W0A8,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9W0A8,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9W0A8,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9W0A8,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9W0A8,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9W0A8,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VCQ7,all,background,3,100,True
fly,fly:Q9VCQ7,all,matched,3,100,True
fly,fly:Q9VCQ7,all,all_U,3,200,True
fly,fly:Q9VCQ7,no_exact_TRAIN_DEV_endpoint,background,3,100,True
fly,fly:Q9VCQ7,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:Q9VCQ7,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:Q9VCQ7,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
fly,fly:Q9VCQ7,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:Q9VCQ7,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:Q9VF20,all,background,2,100,True
fly,fly:Q9VF20,all,matched,2,100,True
fly,fly:Q9VF20,all,all_U,2,200,True
fly,fly:Q9VF20,no_exact_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q9VF20,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q9VF20,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q9VF20,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q9VF20,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q9VF20,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q9VT29,all,background,4,100,True
fly,fly:Q9VT29,all,matched,4,100,True
fly,fly:Q9VT29,all,all_U,4,200,True
fly,fly:Q9VT29,no_exact_TRAIN_DEV_endpoint,background,4,100,True
fly,fly:Q9VT29,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
fly,fly:Q9VT29,no_exact_TRAIN_DEV_endpoint,all_U,4,200,True
fly,fly:Q9VT29,no_exact_any_model_TRAIN_DEV_endpoint,background,4,100,True
fly,fly:Q9VT29,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
fly,fly:Q9VT29,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
fly,fly:Q9XZ16,all,background,2,100,True
fly,fly:Q9XZ16,all,matched,2,100,True
fly,fly:Q9XZ16,all,all_U,2,200,True
fly,fly:Q9XZ16,no_exact_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q9XZ16,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q9XZ16,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q9XZ16,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q9XZ16,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q9XZ16,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q9VHA9,all,background,10,100,True
fly,fly:Q9VHA9,all,matched,10,100,True
fly,fly:Q9VHA9,all,all_U,10,200,True
fly,fly:Q9VHA9,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VHA9,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VHA9,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VHA9,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VHA9,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VHA9,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:P09083,all,background,2,100,True
fly,fly:P09083,all,matched,2,100,True
fly,fly:P09083,all,all_U,2,200,True
fly,fly:P09083,no_exact_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:P09083,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:P09083,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:P09083,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:P09083,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:P09083,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q9VUB1,all,background,10,100,True
fly,fly:Q9VUB1,all,matched,10,100,True
fly,fly:Q9VUB1,all,all_U,10,200,True
fly,fly:Q9VUB1,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VUB1,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VUB1,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VUB1,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VUB1,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VUB1,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9XYU1,all,background,2,100,True
fly,fly:Q9XYU1,all,matched,2,100,True
fly,fly:Q9XYU1,all,all_U,2,200,True
fly,fly:Q9XYU1,no_exact_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q9XYU1,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q9XYU1,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q9XYU1,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q9XYU1,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q9XYU1,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q4V6I0,all,background,10,100,True
fly,fly:Q4V6I0,all,matched,10,100,True
fly,fly:Q4V6I0,all,all_U,10,200,True
fly,fly:Q4V6I0,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q4V6I0,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q4V6I0,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q4V6I0,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q4V6I0,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q4V6I0,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VEW6,all,background,3,100,True
fly,fly:Q9VEW6,all,matched,3,100,True
fly,fly:Q9VEW6,all,all_U,3,200,True
fly,fly:Q9VEW6,no_exact_TRAIN_DEV_endpoint,background,3,100,True
fly,fly:Q9VEW6,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:Q9VEW6,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:Q9VEW6,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
fly,fly:Q9VEW6,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:Q9VEW6,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:Q9VJK3,all,background,10,100,True
fly,fly:Q9VJK3,all,matched,10,100,True
fly,fly:Q9VJK3,all,all_U,10,200,True
fly,fly:Q9VJK3,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VJK3,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VJK3,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VJK3,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VJK3,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VJK3,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VK36,all,background,2,100,True
fly,fly:Q9VK36,all,matched,2,100,True
fly,fly:Q9VK36,all,all_U,2,200,True
fly,fly:Q9VK36,no_exact_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q9VK36,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q9VK36,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q9VK36,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q9VK36,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q9VK36,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q9VNU3,all,background,10,100,True
fly,fly:Q9VNU3,all,matched,10,100,True
fly,fly:Q9VNU3,all,all_U,10,200,True
fly,fly:Q9VNU3,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VNU3,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VNU3,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VNU3,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VNU3,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VNU3,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VXI1,all,background,3,100,True
fly,fly:Q9VXI1,all,matched,3,100,True
fly,fly:Q9VXI1,all,all_U,3,200,True
fly,fly:Q9VXI1,no_exact_TRAIN_DEV_endpoint,background,3,100,True
fly,fly:Q9VXI1,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:Q9VXI1,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:Q9VXI1,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
