species,subset,candidate_set,metric,model_a,model_b,targets,difference_b_minus_a,ci_low,ci_high
yeast,all,background,NDCG_at_10,ipin_baseline,tuna_retrained,50,0.015042370846191658,-0.04235379264525329,0.06487482495892773
yeast,all,background,NDCG_at_10,ipin_baseline,ipin_tuna_31k,50,0.04571004744070538,-0.010383138963323936,0.09823638744503733
yeast,all,background,NDCG_at_10,ipin_optimized,tuna_retrained,50,-0.01200291039805823,-0.0601328030143651,0.035987325666584316
yeast,all,background,NDCG_at_10,ipin_optimized,ipin_tuna_31k,50,0.01866476619645549,-0.03130214058136128,0.0700486968957226
yeast,all,background,NDCG_at_10,tuna_retrained,ipin_tuna_31k,50,0.03066767659451372,-0.01968884577372921,0.07646858456961224
yeast,all,matched,P_vs_U_concordance,ipin_baseline,ipin_optimized,50,0.037977539682539696,0.010130333333333226,0.06599499007936513
yeast,all,matched,P_vs_U_concordance,ipin_baseline,tuna_retrained,50,0.02844111111111114,-0.02124647619047617,0.07851216269841269
yeast,all,matched,P_vs_U_concordance,ipin_baseline,ipin_tuna_31k,50,0.034532301587301584,-0.017491369047619002,0.08274882142857135
yeast,all,matched,P_vs_U_concordance,ipin_optimized,tuna_retrained,50,-0.009536428571428557,-0.05548190476190473,0.03643679761904766
yeast,all,matched,P_vs_U_concordance,ipin_optimized,ipin_tuna_31k,50,-0.0034452380952381123,-0.05415669047619044,0.04349426190476185
yeast,all,matched,P_vs_U_concordance,tuna_retrained,ipin_tuna_31k,50,0.0060911904761904445,-0.048057583333333195,0.0600072738095238
yeast,all,matched,average_precision,ipin_baseline,ipin_optimized,50,0.037939876909861,0.00260810656876178,0.07476617390192573
yeast,all,matched,average_precision,ipin_baseline,tuna_retrained,50,0.025167445500772573,-0.005378311955015723,0.05843888708603388
yeast,all,matched,average_precision,ipin_baseline,ipin_tuna_31k,50,0.03714976090759961,-0.0029205460826800013,0.07903033159180006
yeast,all,matched,average_precision,ipin_optimized,tuna_retrained,50,-0.01277243140908843,-0.052207569605942604,0.027406437691201237
yeast,all,matched,average_precision,ipin_optimized,ipin_tuna_31k,50,-0.0007901160022613929,-0.05275149735981576,0.0496098599125996
yeast,all,matched,average_precision,tuna_retrained,ipin_tuna_31k,50,0.011982315406827038,-0.029272674905011214,0.05229019470504322
yeast,all,matched,reciprocal_rank,ipin_baseline,ipin_optimized,50,0.11012043392079401,0.024290782972626067,0.19925466441627931
yeast,all,matched,reciprocal_rank,ipin_baseline,tuna_retrained,50,0.054055632750892035,-0.012882188587576221,0.12849478107312612
yeast,all,matched,reciprocal_rank,ipin_baseline,ipin_tuna_31k,50,0.11356434794774123,0.02301380903275147,0.21147334768060266
yeast,all,matched,reciprocal_rank,ipin_optimized,tuna_retrained,50,-0.05606480116990198,-0.1514763914100903,0.03945752439602612
yeast,all,matched,reciprocal_rank,ipin_optimized,ipin_tuna_31k,50,0.0034439140269472146,-0.11561638501151954,0.12526005463137654
yeast,all,matched,reciprocal_rank,tuna_retrained,ipin_tuna_31k,50,0.05950871519684919,-0.04142158960664504,0.15972058313938153
yeast,all,matched,recall_at_10,ipin_baseline,ipin_optimized,50,0.025333333333333347,-0.029002777777777745,0.07963492063492064
yeast,all,matched,recall_at_10,ipin_baseline,tuna_retrained,50,0.08149999999999999,0.01856011904761902,0.14679503968253968
yeast,all,matched,recall_at_10,ipin_baseline,ipin_tuna_31k,50,0.02363492063492062,-0.05420753968253962,0.0966051587301587
yeast,all,matched,recall_at_10,ipin_optimized,tuna_retrained,50,0.05616666666666664,-0.008477380952380945,0.12135714285714289
yeast,all,matched,recall_at_10,ipin_optimized,ipin_tuna_31k,50,-0.0016984126984127268,-0.070222619047619,0.06582619047619048
yeast,all,matched,recall_at_10,tuna_retrained,ipin_tuna_31k,50,-0.05786507936507937,-0.11108789682539685,-0.011283531746031753
yeast,all,matched,NDCG_at_10,ipin_baseline,ipin_optimized,50,0.04462682561905176,-0.0008856011239631637,0.08899377755336207
yeast,all,matched,NDCG_at_10,ipin_baseline,tuna_retrained,50,0.050033974741408804,0.003750738258119687,0.09845413897801973
yeast,all,matched,NDCG_at_10,ipin_baseline,ipin_tuna_31k,50,0.04685691722517657,-0.011134983201103916,0.10414660724243313
yeast,all,matched,NDCG_at_10,ipin_optimized,tuna_retrained,50,0.005407149122357041,-0.046232134449004765,0.057298073617128006
yeast,all,matched,NDCG_at_10,ipin_optimized,ipin_tuna_31k,50,0.0022300916061248066,-0.06309502086879853,0.06598841856731921
yeast,all,matched,NDCG_at_10,tuna_retrained,ipin_tuna_31k,50,-0.0031770575162322345,-0.05561079243324605,0.04570461473740801
yeast,all,all_U,P_vs_U_concordance,ipin_baseline,ipin_optimized,50,0.04143011904761895,0.013080059523809662,0.06967248908730171
yeast,all,all_U,P_vs_U_concordance,ipin_baseline,tuna_retrained,50,0.02900253968253963,-0.021704863095238097,0.07921452380952375
yeast,all,all_U,P_vs_U_concordance,ipin_baseline,ipin_tuna_31k,50,0.047385357142857076,-0.0027304623015873115,0.09478603869047618
yeast,all,all_U,P_vs_U_concordance,ipin_optimized,tuna_retrained,50,-0.012427579365079322,-0.058059342261904755,0.03230072916666672
yeast,all,all_U,P_vs_U_concordance,ipin_optimized,ipin_tuna_31k,50,0.0059552380952381245,-0.0424510416666666,0.05169547817460315
yeast,all,all_U,P_vs_U_concordance,tuna_retrained,ipin_tuna_31k,50,0.018382817460317447,-0.03437675396825393,0.07091678769841275
yeast,all,all_U,average_precision,ipin_baseline,ipin_optimized,50,0.021819679882146725,-0.002574352455056503,0.04460852220525698
yeast,all,all_U,average_precision,ipin_baseline,tuna_retrained,50,0.007300218758476931,-0.01870635124666677,0.03213911727388348
yeast,all,all_U,average_precision,ipin_baseline,ipin_tuna_31k,50,0.027346165501615866,-0.0022216678842218248,0.05694941098997168
yeast,all,all_U,average_precision,ipin_optimized,tuna_retrained,50,-0.014519461123669794,-0.035129496101096905,0.007981861141055112
yeast,all,all_U,average_precision,ipin_optimized,ipin_tuna_31k,50,0.00552648561946914,-0.0230412927324783,0.03499520541022806
yeast,all,all_U,average_precision,tuna_retrained,ipin_tuna_31k,50,0.020045946743138934,-0.008297215161886553,0.0489955598414303
yeast,all,all_U,reciprocal_rank,ipin_baseline,ipin_optimized,50,0.0868949899048898,0.024408655978817802,0.15616166843638593
yeast,all,all_U,reciprocal_rank,ipin_baseline,tuna_retrained,50,0.01442582349458417,-0.03809397208957427,0.07229041836018936
yeast,all,all_U,reciprocal_rank,ipin_baseline,ipin_tuna_31k,50,0.08368714667206754,0.013437119807447806,0.15997069563606242
yeast,all,all_U,reciprocal_rank,ipin_optimized,tuna_retrained,50,-0.07246916641030562,-0.14432553635755754,-0.0005860720629791986
yeast,all,all_U,reciprocal_rank,ipin_optimized,ipin_tuna_31k,50,-0.0032078432328222495,-0.09105449368629598,0.08566972429983234
yeast,all,all_U,reciprocal_rank,tuna_retrained,ipin_tuna_31k,50,0.06926132317748337,-0.01667587829110499,0.15423149589139812
yeast,all,all_U,recall_at_10,ipin_baseline,ipin_optimized,50,0.017365079365079333,-0.03667142857142857,0.06936507936507937
yeast,all,all_U,recall_at_10,ipin_baseline,tuna_retrained,50,-0.003746031746031761,-0.0707154761904762,0.05896825396825395
yeast,all,all_U,recall_at_10,ipin_baseline,ipin_tuna_31k,50,0.027047619047619043,-0.045334920634920624,0.09177936507936506
yeast,all,all_U,recall_at_10,ipin_optimized,tuna_retrained,50,-0.021111111111111094,-0.07946230158730153,0.031906746031746
yeast,all,all_U,recall_at_10,ipin_optimized,ipin_tuna_31k,50,0.00968253968253971,-0.05136746031746031,0.0692079365079365
yeast,all,all_U,recall_at_10,tuna_retrained,ipin_tuna_31k,50,0.030793650793650804,-0.021224999999999987,0.0809527777777778
yeast,all,all_U,NDCG_at_10,ipin_baseline,ipin_optimized,50,0.030119832019695814,-0.009116922438539973,0.06934035199244233
yeast,all,all_U,NDCG_at_10,ipin_baseline,tuna_retrained,50,0.0021106323989510817,-0.04203568972512603,0.04605894095693174
yeast,all,all_U,NDCG_at_10,ipin_baseline,ipin_tuna_31k,50,0.03979139666482452,-0.006109672884879228,0.08167244330596275
yeast,all,all_U,NDCG_at_10,ipin_optimized,tuna_retrained,50,-0.028009199620744732,-0.06643484226012639,0.010462497305689761
yeast,all,all_U,NDCG_at_10,ipin_optimized,ipin_tuna_31k,50,0.009671564645128708,-0.03642838217790318,0.056553753841206304
yeast,all,all_U,NDCG_at_10,tuna_retrained,ipin_tuna_31k,50,0.03768076426587344,-0.007459909425344776,0.07966502154807104
yeast,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_baseline,ipin_optimized,50,0.04488269841269843,0.015942988095238274,0.07378810317460335
yeast,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_baseline,tuna_retrained,50,0.02956396825396823,-0.02172426190476204,0.08048348015873025
yeast,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_baseline,ipin_tuna_31k,50,0.06023841269841268,0.012977178571428567,0.10538031746031731
yeast,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_optimized,tuna_retrained,50,-0.015318730158730198,-0.059334761904761946,0.030039714285714218
yeast,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_optimized,ipin_tuna_31k,50,0.01535571428571425,-0.03117794444444425,0.059888027777777804
yeast,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,tuna_retrained,ipin_tuna_31k,50,0.03067444444444445,-0.021552353174603245,0.08284197619047619
yeast,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_baseline,ipin_optimized,50,0.018964682881141434,-0.01699964308552472,0.04698162955440048
yeast,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_baseline,tuna_retrained,50,0.006907535256834588,-0.03943775481267662,0.04340219626248919
yeast,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_baseline,ipin_tuna_31k,50,0.027572970872368194,-0.017514913001063927,0.06326213881030779
yeast,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_optimized,tuna_retrained,50,-0.012057147624306847,-0.04080793014519717,0.017905494269800183
yeast,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_optimized,ipin_tuna_31k,50,0.00860828799122676,-0.023107431717358667,0.04048338833636634
yeast,no_exact_TRAIN_DEV_endpoint,background,average_precision,tuna_retrained,ipin_tuna_31k,50,0.020665435615533606,-0.013293098825612042,0.0525209853972374
yeast,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_baseline,ipin_optimized,50,0.07006700139134148,0.008986462611550474,0.1380131120330976
yeast,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_baseline,tuna_retrained,50,0.013591778386023018,-0.05112279024794167,0.07771889770442275
yeast,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_baseline,ipin_tuna_31k,50,0.07514597868227152,-0.0069317761600734325,0.16068606415826567
yeast,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_optimized,tuna_retrained,50,-0.05647522300531846,-0.13109492844204845,0.016957204039489138
yeast,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_optimized,ipin_tuna_31k,50,0.005078977290930042,-0.0791685311301465,0.09553013063977951
yeast,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,tuna_retrained,ipin_tuna_31k,50,0.0615542002962485,-0.02866961018218618,0.15098377017447523
yeast,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_baseline,ipin_optimized,50,0.023412698412698413,-0.03622222222222221,0.08089007936507932
yeast,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_baseline,tuna_retrained,50,0.0357777777777778,-0.038703968253968254,0.10708095238095236
yeast,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_baseline,ipin_tuna_31k,50,0.05134920634920637,-0.01873134920634921,0.12520793650793652
yeast,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_optimized,tuna_retrained,50,0.012365079365079384,-0.051777777777777756,0.07970039682539681
yeast,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_optimized,ipin_tuna_31k,50,0.027936507936507954,-0.04484126984126982,0.1030178571428571
yeast,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,tuna_retrained,ipin_tuna_31k,50,0.01557142857142857,-0.050890079365079374,0.07635000000000003
yeast,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_baseline,ipin_optimized,50,0.02704528124424989,-0.017231164876422466,0.06726299596189593
yeast,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_baseline,tuna_retrained,50,0.015042370846191658,-0.04325052446359089,0.06462228650217004
yeast,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_baseline,ipin_tuna_31k,50,0.04571004744070538,-0.009985538102279546,0.09674378124155933
yeast,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_optimized,tuna_retrained,50,-0.01200291039805823,-0.05921519939393794,0.036330105006111106
yeast,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_optimized,ipin_tuna_31k,50,0.01866476619645549,-0.03004161832997882,0.06982534517247714
yeast,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,tuna_retrained,ipin_tuna_31k,50,0.03066767659451372,-0.018966129552056298,0.07662914260176386
yeast,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_baseline,ipin_optimized,50,0.037977539682539696,0.00966610119047622,0.06535331547619044
yeast,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_baseline,tuna_retrained,50,0.02844111111111114,-0.02211151190476194,0.07633407142857138
yeast,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_baseline,ipin_tuna_31k,50,0.034532301587301584,-0.017624323412698453,0.08382036111111113
yeast,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_optimized,tuna_retrained,50,-0.009536428571428557,-0.05516450595238092,0.03467721428571433
yeast,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_optimized,ipin_tuna_31k,50,-0.0034452380952381123,-0.05328108333333327,0.045157678571428404
yeast,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,tuna_retrained,ipin_tuna_31k,50,0.0060911904761904445,-0.04692282738095252,0.05962939285714287
yeast,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_baseline,ipin_optimized,50,0.037939876909861,0.0016760359834876075,0.07483913215050414
yeast,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_baseline,tuna_retrained,50,0.025167445500772573,-0.005119040150743234,0.057922889033660836
yeast,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_baseline,ipin_tuna_31k,50,0.03714976090759961,-0.0024996409518467815,0.07886221788110846
yeast,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_optimized,tuna_retrained,50,-0.01277243140908843,-0.05280560540545123,0.026875049328678773
yeast,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_optimized,ipin_tuna_31k,50,-0.0007901160022613929,-0.052205980419014975,0.04964841842632056
yeast,no_exact_TRAIN_DEV_endpoint,matched,average_precision,tuna_retrained,ipin_tuna_31k,50,0.011982315406827038,-0.028485671493553796,0.05214789150371443
yeast,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_baseline,ipin_optimized,50,0.11012043392079401,0.026478305220134918,0.19834104274318134
yeast,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_baseline,tuna_retrained,50,0.054055632750892035,-0.014199440603557314,0.12488865479105574
yeast,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_baseline,ipin_tuna_31k,50,0.11356434794774123,0.023824746657077296,0.20864342080902756
yeast,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_optimized,tuna_retrained,50,-0.05606480116990198,-0.15140068964925782,0.03827507469063408
yeast,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_optimized,ipin_tuna_31k,50,0.0034439140269472146,-0.11535581554857254,0.12343830662831977
yeast,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,tuna_retrained,ipin_tuna_31k,50,0.05950871519684919,-0.037992560864700424,0.16037737078009898
yeast,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_baseline,ipin_optimized,50,0.025333333333333347,-0.02908015873015866,0.07924047619047615
yeast,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_baseline,tuna_retrained,50,0.08149999999999999,0.01733253968253966,0.1484686507936508
yeast,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_baseline,ipin_tuna_31k,50,0.02363492063492062,-0.055269841269841274,0.09855634920634922
yeast,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_optimized,tuna_retrained,50,0.05616666666666664,-0.008143452380952411,0.12214285714285714
yeast,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_optimized,ipin_tuna_31k,50,-0.0016984126984127268,-0.06974841269841267,0.06630238095238092
yeast,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,tuna_retrained,ipin_tuna_31k,50,-0.05786507936507937,-0.11155694444444446,-0.010650595238095278
yeast,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_baseline,ipin_optimized,50,0.04462682561905176,-0.0016314741445974726,0.08850308531904988
yeast,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_baseline,tuna_retrained,50,0.050033974741408804,0.0036911712457348396,0.09817693063766268
yeast,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_baseline,ipin_tuna_31k,50,0.04685691722517657,-0.010049535338317291,0.10507993177613142
yeast,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_optimized,tuna_retrained,50,0.005407149122357041,-0.04593613710040898,0.05736561392668078
yeast,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_optimized,ipin_tuna_31k,50,0.0022300916061248066,-0.06288931317616223,0.06668532089788749
yeast,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,tuna_retrained,ipin_tuna_31k,50,-0.0031770575162322345,-0.05496589090592064,0.04551900822357088
yeast,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_baseline,ipin_optimized,50,0.04143011904761895,0.012640937500000027,0.07009122023809526
yeast,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_baseline,tuna_retrained,50,0.02900253968253963,-0.020693706349206448,0.07897230357142855
yeast,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_baseline,ipin_tuna_31k,50,0.047385357142857076,-0.0020856874999999582,0.09390057738095237
yeast,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_optimized,tuna_retrained,50,-0.012427579365079322,-0.05722723511904773,0.032864175595238174
yeast,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_optimized,ipin_tuna_31k,50,0.0059552380952381245,-0.04188584523809522,0.051077025793650754
yeast,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,tuna_retrained,ipin_tuna_31k,50,0.018382817460317447,-0.03359504067460306,0.06991596130952381
yeast,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_baseline,ipin_optimized,50,0.021819679882146725,-0.0023468429096299257,0.04480494934548248
yeast,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_baseline,tuna_retrained,50,0.007300218758476931,-0.017617098414660273,0.03170496983394933
yeast,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_baseline,ipin_tuna_31k,50,0.027346165501615866,-0.0024845593389264337,0.056681554146413626
yeast,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_optimized,tuna_retrained,50,-0.014519461123669794,-0.03582010336441167,0.00802093793648918
yeast,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_optimized,ipin_tuna_31k,50,0.00552648561946914,-0.022809915876081076,0.03507955183537222
yeast,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,tuna_retrained,ipin_tuna_31k,50,0.020045946743138934,-0.007556243900213746,0.04873786240821361
yeast,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_baseline,ipin_optimized,50,0.0868949899048898,0.024977234604588557,0.15778867702765068
yeast,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_baseline,tuna_retrained,50,0.01442582349458417,-0.03742327965398399,0.06975019089437541
yeast,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_baseline,ipin_tuna_31k,50,0.08368714667206754,0.014730024455928442,0.15947615358900127
yeast,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_optimized,tuna_retrained,50,-0.07246916641030562,-0.14459245772756807,-0.0018948016778078164
yeast,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_optimized,ipin_tuna_31k,50,-0.0032078432328222495,-0.09058077532256775,0.08751733042331473
yeast,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,tuna_retrained,ipin_tuna_31k,50,0.06926132317748337,-0.015384288111118782,0.15411094529606834
yeast,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_baseline,ipin_optimized,50,0.017365079365079333,-0.037047619047618996,0.06914285714285716
yeast,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_baseline,tuna_retrained,50,-0.003746031746031761,-0.06796865079365079,0.05744484126984126
yeast,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_baseline,ipin_tuna_31k,50,0.027047619047619043,-0.0424142857142857,0.09358730158730158
yeast,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_optimized,tuna_retrained,50,-0.021111111111111094,-0.0788103174603175,0.0313337301587301
yeast,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_optimized,ipin_tuna_31k,50,0.00968253968253971,-0.05123968253968252,0.06714444444444442
yeast,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,tuna_retrained,ipin_tuna_31k,50,0.030793650793650804,-0.01917658730158729,0.08112738095238095
yeast,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_baseline,ipin_optimized,50,0.030119832019695814,-0.009336082410089031,0.06913695649781992
yeast,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_baseline,tuna_retrained,50,0.0021106323989510817,-0.040543509150074084,0.04444904628854068
yeast,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_baseline,ipin_tuna_31k,50,0.03979139666482452,-0.005599543623835535,0.08201308245838727
yeast,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_optimized,tuna_retrained,50,-0.028009199620744732,-0.0681084252914758,0.010264408483644029
yeast,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_optimized,ipin_tuna_31k,50,0.009671564645128708,-0.036388881470816904,0.05614312015695036
yeast,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,tuna_retrained,ipin_tuna_31k,50,0.03768076426587344,-0.005085416746198816,0.0800955494137703
arabidopsis,all,background,P_vs_U_concordance,ipin_baseline,ipin_optimized,50,0.058851428571428555,0.027325821428571397,0.09279879761904761
arabidopsis,all,background,P_vs_U_concordance,ipin_baseline,tuna_retrained,50,0.1050215873015875,0.04600312698412712,0.1641896706349207
arabidopsis,all,background,P_vs_U_concordance,ipin_baseline,ipin_tuna_31k,50,0.09519031746031736,0.03627698412698414,0.1575381587301586
arabidopsis,all,background,P_vs_U_concordance,ipin_optimized,tuna_retrained,50,0.04617015873015895,-0.008261202380952482,0.10139930952380956
arabidopsis,all,background,P_vs_U_concordance,ipin_optimized,ipin_tuna_31k,50,0.03633888888888881,-0.01345261111111109,0.09120136111111106
arabidopsis,all,background,P_vs_U_concordance,tuna_retrained,ipin_tuna_31k,50,-0.00983126984127014,-0.044875559523809526,0.026197630952381073
arabidopsis,all,background,average_precision,ipin_baseline,ipin_optimized,50,0.022610875032705202,-0.0005335292087603838,0.046097357235403015
arabidopsis,all,background,average_precision,ipin_baseline,tuna_retrained,50,0.05088663989889394,0.005083700549891863,0.09579957259558597
arabidopsis,all,background,average_precision,ipin_baseline,ipin_tuna_31k,50,0.02319726534190983,-0.02334449359766687,0.06936575645579197
arabidopsis,all,background,average_precision,ipin_optimized,tuna_retrained,50,0.02827576486618874,-0.008083811014287892,0.06607643333068454
arabidopsis,all,background,average_precision,ipin_optimized,ipin_tuna_31k,50,0.0005863903092046263,-0.03957263450789905,0.042506259943897944
arabidopsis,all,background,average_precision,tuna_retrained,ipin_tuna_31k,50,-0.027689374556984114,-0.060292497933496815,0.003356895658751718
arabidopsis,all,background,reciprocal_rank,ipin_baseline,ipin_optimized,50,0.04040104488302093,-0.03756862382222464,0.1214393862821738
arabidopsis,all,background,reciprocal_rank,ipin_baseline,tuna_retrained,50,0.023846582489180645,-0.07838478693361844,0.12465489081918178
arabidopsis,all,background,reciprocal_rank,ipin_baseline,ipin_tuna_31k,50,-0.03945368841580438,-0.13093624360671668,0.04696747385850188
arabidopsis,all,background,reciprocal_rank,ipin_optimized,tuna_retrained,50,-0.016554462393840286,-0.1068844855722546,0.07261393419722482
arabidopsis,all,background,reciprocal_rank,ipin_optimized,ipin_tuna_31k,50,-0.07985473329882531,-0.16832498995751782,0.007742449963846605
arabidopsis,all,background,reciprocal_rank,tuna_retrained,ipin_tuna_31k,50,-0.06330027090498502,-0.14848298770102594,0.014696182739156965
arabidopsis,all,background,recall_at_10,ipin_baseline,ipin_optimized,50,0.0012222222222222356,-0.049111111111111105,0.049666666666666665
arabidopsis,all,background,recall_at_10,ipin_baseline,tuna_retrained,50,0.05811111111111111,-0.012672222222222264,0.12677777777777774
arabidopsis,all,background,recall_at_10,ipin_baseline,ipin_tuna_31k,50,0.05044444444444446,-0.027777777777777735,0.1307777777777778
arabidopsis,all,background,recall_at_10,ipin_optimized,tuna_retrained,50,0.05688888888888888,-0.008000000000000009,0.12100277777777779
arabidopsis,all,background,recall_at_10,ipin_optimized,ipin_tuna_31k,50,0.04922222222222222,-0.01733333333333331,0.11988888888888885
arabidopsis,all,background,recall_at_10,tuna_retrained,ipin_tuna_31k,50,-0.007666666666666655,-0.06766666666666665,0.06034166666666656
arabidopsis,all,background,NDCG_at_10,ipin_baseline,ipin_optimized,50,0.018044039518497562,-0.016720407542485487,0.052180831226830114
arabidopsis,all,background,NDCG_at_10,ipin_baseline,tuna_retrained,50,0.044804744200103414,-0.01050174589277254,0.10040811173922197
arabidopsis,all,background,NDCG_at_10,ipin_baseline,ipin_tuna_31k,50,0.019541982017088094,-0.04003557127104057,0.07939030779483479
arabidopsis,all,background,NDCG_at_10,ipin_optimized,tuna_retrained,50,0.02676070468160585,-0.020771897271745263,0.07687796332494
arabidopsis,all,background,NDCG_at_10,ipin_optimized,ipin_tuna_31k,50,0.001497942498590532,-0.052766412506101285,0.05745175993426661
arabidopsis,all,background,NDCG_at_10,tuna_retrained,ipin_tuna_31k,50,-0.02526276218301532,-0.07104641462150345,0.020505701921344224
arabidopsis,all,matched,P_vs_U_concordance,ipin_baseline,ipin_optimized,50,0.051356666666666495,0.02057283333333333,0.08488025000000006
arabidopsis,all,matched,P_vs_U_concordance,ipin_baseline,tuna_retrained,50,0.09640111111111116,0.04280274999999986,0.15296194444444441
arabidopsis,all,matched,P_vs_U_concordance,ipin_baseline,ipin_tuna_31k,50,0.07768158730158725,0.021946607142857198,0.1377067380952382
