species,subset,candidate_set,model,targets,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20,total_P,total_U
ecoli,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_optimized,50,3.72,200.0,203.72,0.5603216666666667,0.054462272087410286,43.6,43.6,43.6,0.08854361104973385,0.2,0.03885714285714286,0.04,1.5942857142857145,0.03843864673431358,0.14,0.34,0.07223809523809523,0.034,1.478761904761905,0.05032574620365099,0.22,0.54,0.1110952380952381,0.027000000000000003,1.1379523809523808,0.06694897591164703,0.38,186,10000
ecoli,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_tuna_31k,50,3.72,200.0,203.72,0.5556688095238096,0.05021183641730783,40.52,40.52,40.52,0.09501320337492897,0.14,0.03919047619047619,0.027999999999999997,1.5956190476190477,0.030259908653260014,0.14,0.36,0.09352380952380951,0.036000000000000004,1.9064761904761907,0.056691301453918486,0.36,0.52,0.13938095238095236,0.026000000000000002,1.4198095238095236,0.07335312750667508,0.46,186,10000
ecoli,no_exact_any_model_TRAIN_DEV_endpoint,all_U,tuna_retrained,50,3.72,200.0,203.72,0.561337619047619,0.041075697528420975,42.38,42.38,42.38,0.06658357308089405,0.06,0.012857142857142855,0.012000000000000002,0.5262857142857144,0.014481088808698406,0.06,0.14,0.03238095238095238,0.013999999999999999,0.6616190476190477,0.02287459274980014,0.12,0.42,0.09542857142857143,0.021,0.9752857142857144,0.04865293662703826,0.32,186,10000
ecoli,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_baseline,50,3.72,100.0,103.72,0.5407061904761905,0.09629548622872029,24.24,24.24,24.24,0.16357429204198987,0.3,0.06938095238095238,0.06,1.4476190476190476,0.07070971667073085,0.24,0.54,0.12042857142857143,0.054000000000000006,1.2582857142857145,0.09259439372074882,0.38,0.92,0.2188095238095238,0.046,1.1400476190476192,0.12948307154918873,0.54,186,5000
ecoli,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_optimized,50,3.72,100.0,103.72,0.5601490476190476,0.0915486737178453,22.4,22.4,22.4,0.14451912399439343,0.36,0.07709523809523809,0.07200000000000001,1.613904761904762,0.07143118335977477,0.26,0.48,0.09809523809523808,0.048,1.028952380952381,0.07737586181011295,0.34,0.9,0.21295238095238095,0.045,1.1097619047619047,0.12052314090928527,0.52,186,5000
ecoli,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_tuna_31k,50,3.72,100.0,103.72,0.5594142857142856,0.0952207862697356,20.68,20.68,20.68,0.17367890256234714,0.3,0.07685714285714285,0.06,1.5971428571428572,0.07116478053454804,0.3,0.58,0.1537142857142857,0.057999999999999996,1.5951428571428574,0.10513511319198614,0.5,0.94,0.24657142857142858,0.047000000000000014,1.279857142857143,0.14004309893963104,0.62,186,5000
ecoli,no_exact_any_model_TRAIN_DEV_endpoint,background,tuna_retrained,50,3.72,100.0,103.72,0.5652952380952382,0.08005201699786699,21.36,21.36,21.36,0.1269665314149236,0.22,0.05038095238095238,0.044000000000000004,1.0516190476190477,0.04735546616195619,0.18,0.38,0.09257142857142857,0.038000000000000006,0.9637142857142856,0.0637221991704752,0.3,0.72,0.18242857142857144,0.036000000000000004,0.9481428571428573,0.09759338285774571,0.5,186,5000
ecoli,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_baseline,50,3.72,100.0,103.72,0.5517833333333334,0.09690087606620251,23.46,23.46,23.46,0.15574530259665326,0.3,0.06938095238095238,0.06000000000000001,1.4476190476190476,0.06850679581386507,0.22,0.52,0.11823809523809523,0.052000000000000005,1.2343809523809524,0.0901123563023752,0.36,0.96,0.23628571428571427,0.048,1.2294285714285715,0.13467799494423327,0.58,186,5000
ecoli,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,50,3.72,100.0,103.72,0.5604942857142856,0.09452192437854412,22.2,22.2,22.2,0.15774665505482255,0.28,0.05357142857142857,0.055999999999999994,1.1274285714285714,0.06234319467854012,0.18,0.54,0.11776190476190475,0.054000000000000006,1.2316190476190478,0.08845005155254247,0.38,0.84,0.20609523809523808,0.042,1.0724761904761906,0.12034486209565178,0.54,186,5000
ecoli,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_tuna_31k,50,3.72,100.0,103.72,0.5519233333333333,0.08927072445529287,20.84,20.84,20.84,0.16431834732228054,0.32,0.08752380952380953,0.064,1.8144761904761908,0.0719177882582179,0.32,0.52,0.13604761904761906,0.05200000000000001,1.4124761904761904,0.09406292708932938,0.44,0.84,0.22128571428571425,0.042,1.1484285714285714,0.12640088643382896,0.6,186,5000
ecoli,no_exact_any_model_TRAIN_DEV_endpoint,matched,tuna_retrained,50,3.72,100.0,103.72,0.55738,0.07520313634288685,22.02,22.02,22.02,0.11859858198016943,0.16,0.04238095238095238,0.032,0.8796190476190477,0.03821795251599616,0.14,0.36,0.0809047619047619,0.036000000000000004,0.8450476190476192,0.05648452181338092,0.28,0.68,0.19076190476190477,0.034,0.987809523809524,0.09390618266941914,0.52,186,5000
fly,all,all_U,ipin_baseline,50,6.28,200.0,206.28,0.6445468253968255,0.09359825273498355,23.84,23.84,23.84,0.19641358118601793,0.4,0.0605,0.08,2.5,0.08511108217781864,0.34,0.7,0.10524603174603175,0.07,2.1749206349206345,0.08856533728327542,0.44,1.14,0.17099206349206347,0.057,1.766920634920635,0.11958525681454713,0.56,314,10000
fly,all,all_U,ipin_optimized,50,6.28,200.0,206.28,0.628675753968254,0.11089523410752208,23.5,23.5,23.5,0.28185476597729714,0.42,0.06566666666666666,0.084,2.710666666666666,0.11145138286166417,0.34,0.78,0.12122222222222222,0.07800000000000001,2.5024444444444445,0.11552112840932413,0.46,1.42,0.21630158730158733,0.07100000000000001,2.2340158730158732,0.15917276311109657,0.68,314,10000
fly,all,all_U,ipin_tuna_31k,50,6.28,200.0,206.28,0.671617261904762,0.12034274043524924,17.14,17.14,17.14,0.2755245031819022,0.56,0.0741031746031746,0.11200000000000002,3.0761269841269843,0.12564911617556995,0.36,0.96,0.12796031746031747,0.096,2.655206349206349,0.12154294800907181,0.52,1.72,0.25784920634920633,0.086,2.6644920634920637,0.1780426283320412,0.7,314,10000
fly,all,all_U,tuna_retrained,50,6.28,200.0,206.28,0.6767691666666665,0.13758757222889673,20.34,20.34,20.34,0.3110810924939926,0.7,0.0956031746031746,0.14,3.9641269841269837,0.15984589886278125,0.46,1.18,0.15049206349206348,0.11800000000000001,3.1278412698412708,0.15095278521491357,0.58,1.8,0.24007142857142857,0.09,2.4907142857142857,0.19121816369326297,0.7,314,10000
fly,all,background,ipin_baseline,50,6.28,100.0,106.28,0.6455017460317459,0.1615448996877427,12.38,12.38,12.38,0.3010239538887707,0.7,0.10235714285714284,0.14,2.1871428571428573,0.15381710447868716,0.42,1.14,0.1801031746031746,0.114,1.9150317460317459,0.15386656374870966,0.58,2.16,0.3592857142857142,0.10800000000000001,1.9044285714285716,0.23017350185847232,0.8,314,5000
fly,all,background,ipin_optimized,50,6.28,100.0,106.28,0.6281219841269842,0.18260751371404557,11.92,11.92,11.92,0.3728498113666589,0.76,0.11044444444444444,0.15200000000000002,2.360888888888889,0.18323980083202798,0.48,1.48,0.23201587301587304,0.14800000000000002,2.46815873015873,0.20110574719493407,0.68,2.28,0.3563095238095238,0.114,1.895547619047619,0.2572234844820669,0.8,314,5000
fly,all,background,ipin_tuna_31k,50,6.28,100.0,106.28,0.6710380158730159,0.19843124002505402,9.34,9.34,9.34,0.3440172792607003,0.9,0.12562698412698414,0.18,2.692539682539682,0.19484277493073196,0.52,1.66,0.23468253968253966,0.16599999999999998,2.5128253968253973,0.207046734082863,0.68,2.7,0.42328571428571427,0.135,2.251428571428572,0.28737901956601564,0.9,314,5000
fly,all,background,tuna_retrained,50,6.28,100.0,106.28,0.6752509523809523,0.20536426940722738,10.96,10.96,10.96,0.370336100393859,0.98,0.12826984126984126,0.19599999999999998,2.7613968253968255,0.2156607928685443,0.54,1.62,0.20834920634920637,0.162,2.2454920634920637,0.20484069714762992,0.66,2.66,0.3756428571428571,0.13299999999999998,2.011214285714286,0.2793780296375014,0.8,314,5000
fly,all,matched,ipin_baseline,50,6.28,100.0,106.28,0.6435919047619048,0.1592575599270605,12.46,12.46,12.46,0.29953759649677336,0.66,0.10924603174603174,0.132,2.316920634920635,0.15059118256948112,0.44,1.04,0.1589920634920635,0.10400000000000001,1.693920634920635,0.14339568825135934,0.58,2.14,0.3570396825396825,0.107,1.8921984126984126,0.22691835238093194,0.86,314,5000
fly,all,matched,ipin_optimized,50,6.28,100.0,106.28,0.6292295238095238,0.17324055657837703,12.58,12.58,12.58,0.337281618123711,0.72,0.115,0.14400000000000002,2.444,0.17025427396954768,0.48,1.24,0.19080158730158728,0.12400000000000003,2.0320158730158733,0.17403987065195012,0.64,2.22,0.34498412698412695,0.111,1.8359206349206352,0.2428507180331069,0.76,314,5000
fly,all,matched,ipin_tuna_31k,50,6.28,100.0,106.28,0.6721965079365081,0.18700965805090658,8.8,8.8,8.8,0.3690615014070896,0.78,0.10446031746031745,0.156,2.2452063492063496,0.17599141846532237,0.48,1.54,0.2351825396825397,0.154,2.505825396825397,0.19998629240500498,0.7,2.58,0.4116428571428572,0.12899999999999998,2.187214285714286,0.2770431107806866,0.88,314,5000
fly,all,matched,tuna_retrained,50,6.28,100.0,106.28,0.678287380952381,0.21107341863550225,10.38,10.38,10.38,0.432449209006902,1.0,0.13199206349206347,0.2,2.8398412698412705,0.23287580040321612,0.56,1.54,0.2154047619047619,0.154,2.308047619047619,0.21500840679560848,0.72,2.58,0.3841984126984127,0.129,2.0499920634920636,0.2903597994366639,0.82,314,5000
fly,no_exact_TRAIN_DEV_endpoint,all_U,ipin_baseline,50,6.28,200.0,206.28,0.6445468253968255,0.09359825273498355,23.84,23.84,23.84,0.19641358118601793,0.4,0.0605,0.08,2.5,0.08511108217781864,0.34,0.7,0.10524603174603175,0.07,2.1749206349206345,0.08856533728327542,0.44,1.14,0.17099206349206347,0.057,1.766920634920635,0.11958525681454713,0.56,314,10000
fly,no_exact_TRAIN_DEV_endpoint,all_U,ipin_optimized,50,6.28,200.0,206.28,0.628675753968254,0.11089523410752208,23.5,23.5,23.5,0.28185476597729714,0.42,0.06566666666666666,0.084,2.710666666666666,0.11145138286166417,0.34,0.78,0.12122222222222222,0.07800000000000001,2.5024444444444445,0.11552112840932413,0.46,1.42,0.21630158730158733,0.07100000000000001,2.2340158730158732,0.15917276311109657,0.68,314,10000
fly,no_exact_TRAIN_DEV_endpoint,all_U,ipin_tuna_31k,50,6.28,200.0,206.28,0.671617261904762,0.12034274043524924,17.14,17.14,17.14,0.2755245031819022,0.56,0.0741031746031746,0.11200000000000002,3.0761269841269843,0.12564911617556995,0.36,0.96,0.12796031746031747,0.096,2.655206349206349,0.12154294800907181,0.52,1.72,0.25784920634920633,0.086,2.6644920634920637,0.1780426283320412,0.7,314,10000
fly,no_exact_TRAIN_DEV_endpoint,all_U,tuna_retrained,50,6.28,200.0,206.28,0.6767691666666665,0.13758757222889673,20.34,20.34,20.34,0.3110810924939926,0.7,0.0956031746031746,0.14,3.9641269841269837,0.15984589886278125,0.46,1.18,0.15049206349206348,0.11800000000000001,3.1278412698412708,0.15095278521491357,0.58,1.8,0.24007142857142857,0.09,2.4907142857142857,0.19121816369326297,0.7,314,10000
fly,no_exact_TRAIN_DEV_endpoint,background,ipin_baseline,50,6.28,100.0,106.28,0.6455017460317459,0.1615448996877427,12.38,12.38,12.38,0.3010239538887707,0.7,0.10235714285714284,0.14,2.1871428571428573,0.15381710447868716,0.42,1.14,0.1801031746031746,0.114,1.9150317460317459,0.15386656374870966,0.58,2.16,0.3592857142857142,0.10800000000000001,1.9044285714285716,0.23017350185847232,0.8,314,5000
fly,no_exact_TRAIN_DEV_endpoint,background,ipin_optimized,50,6.28,100.0,106.28,0.6281219841269842,0.18260751371404557,11.92,11.92,11.92,0.3728498113666589,0.76,0.11044444444444444,0.15200000000000002,2.360888888888889,0.18323980083202798,0.48,1.48,0.23201587301587304,0.14800000000000002,2.46815873015873,0.20110574719493407,0.68,2.28,0.3563095238095238,0.114,1.895547619047619,0.2572234844820669,0.8,314,5000
fly,no_exact_TRAIN_DEV_endpoint,background,ipin_tuna_31k,50,6.28,100.0,106.28,0.6710380158730159,0.19843124002505402,9.34,9.34,9.34,0.3440172792607003,0.9,0.12562698412698414,0.18,2.692539682539682,0.19484277493073196,0.52,1.66,0.23468253968253966,0.16599999999999998,2.5128253968253973,0.207046734082863,0.68,2.7,0.42328571428571427,0.135,2.251428571428572,0.28737901956601564,0.9,314,5000
fly,no_exact_TRAIN_DEV_endpoint,background,tuna_retrained,50,6.28,100.0,106.28,0.6752509523809523,0.20536426940722738,10.96,10.96,10.96,0.370336100393859,0.98,0.12826984126984126,0.19599999999999998,2.7613968253968255,0.2156607928685443,0.54,1.62,0.20834920634920637,0.162,2.2454920634920637,0.20484069714762992,0.66,2.66,0.3756428571428571,0.13299999999999998,2.011214285714286,0.2793780296375014,0.8,314,5000
fly,no_exact_TRAIN_DEV_endpoint,matched,ipin_baseline,50,6.28,100.0,106.28,0.6435919047619048,0.1592575599270605,12.46,12.46,12.46,0.29953759649677336,0.66,0.10924603174603174,0.132,2.316920634920635,0.15059118256948112,0.44,1.04,0.1589920634920635,0.10400000000000001,1.693920634920635,0.14339568825135934,0.58,2.14,0.3570396825396825,0.107,1.8921984126984126,0.22691835238093194,0.86,314,5000
fly,no_exact_TRAIN_DEV_endpoint,matched,ipin_optimized,50,6.28,100.0,106.28,0.6292295238095238,0.17324055657837703,12.58,12.58,12.58,0.337281618123711,0.72,0.115,0.14400000000000002,2.444,0.17025427396954768,0.48,1.24,0.19080158730158728,0.12400000000000003,2.0320158730158733,0.17403987065195012,0.64,2.22,0.34498412698412695,0.111,1.8359206349206352,0.2428507180331069,0.76,314,5000
fly,no_exact_TRAIN_DEV_endpoint,matched,ipin_tuna_31k,50,6.28,100.0,106.28,0.6721965079365081,0.18700965805090658,8.8,8.8,8.8,0.3690615014070896,0.78,0.10446031746031745,0.156,2.2452063492063496,0.17599141846532237,0.48,1.54,0.2351825396825397,0.154,2.505825396825397,0.19998629240500498,0.7,2.58,0.4116428571428572,0.12899999999999998,2.187214285714286,0.2770431107806866,0.88,314,5000
fly,no_exact_TRAIN_DEV_endpoint,matched,tuna_retrained,50,6.28,100.0,106.28,0.678287380952381,0.21107341863550225,10.38,10.38,10.38,0.432449209006902,1.0,0.13199206349206347,0.2,2.8398412698412705,0.23287580040321612,0.56,1.54,0.2154047619047619,0.154,2.308047619047619,0.21500840679560848,0.72,2.58,0.3841984126984127,0.129,2.0499920634920636,0.2903597994366639,0.82,314,5000
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_baseline,50,6.28,199.96,206.24,0.6445160046263062,0.0936094126614821,23.84,23.84,23.84,0.19641358118601793,0.4,0.0605,0.08,2.5,0.08511108217781864,0.34,0.7,0.10524603174603175,0.07,2.1749206349206345,0.08856533728327542,0.44,1.14,0.17099206349206347,0.057,1.766820634920635,0.11958525681454713,0.56,314,9998
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_optimized,50,6.28,199.96,206.24,0.6287468929967297,0.11093593590453783,23.48,23.48,23.48,0.28192012545442136,0.42,0.06566666666666666,0.084,2.710666666666666,0.11145138286166417,0.34,0.78,0.12122222222222222,0.07800000000000001,2.5024444444444445,0.11552112840932413,0.46,1.42,0.21630158730158733,0.07100000000000001,2.233915873015873,0.15919214682713867,0.68,314,9998
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_tuna_31k,50,6.28,199.96,206.24,0.6717162903804739,0.12039257662732528,17.12,17.12,17.12,0.2755307688460626,0.56,0.0741031746031746,0.11200000000000002,3.0761269841269843,0.12564911617556995,0.36,0.96,0.12796031746031747,0.096,2.6550063492063494,0.12154294800907181,0.52,1.72,0.25784920634920633,0.086,2.6642920634920637,0.17807603218494794,0.7,314,9998
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,tuna_retrained,50,6.28,199.96,206.24,0.6768550125628141,0.13768873633526835,20.32,20.32,20.32,0.31117633058923067,0.7,0.0956031746031746,0.14,3.9641269841269837,0.15984589886278125,0.46,1.18,0.15049206349206348,0.11800000000000001,3.1278412698412708,0.15095278521491357,0.58,1.82,0.2420714285714286,0.091,2.511314285714286,0.19228417514155438,0.7,314,9998
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_baseline,50,6.28,99.98,106.26,0.6453751467051467,0.1615448996877427,12.38,12.38,12.38,0.3010239538887707,0.7,0.10235714285714284,0.14,2.1871428571428573,0.15381710447868716,0.42,1.14,0.1801031746031746,0.114,1.9150317460317459,0.15386656374870966,0.58,2.16,0.3592857142857142,0.10800000000000001,1.9044285714285716,0.23017350185847232,0.8,314,4999
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_optimized,50,6.28,99.98,106.26,0.6281347787397789,0.18261368543377227,11.92,11.92,11.92,0.3728498113666589,0.76,0.11044444444444444,0.15200000000000002,2.360888888888889,0.18323980083202798,0.48,1.48,0.23201587301587304,0.14800000000000002,2.46815873015873,0.20110574719493407,0.68,2.28,0.3563095238095238,0.114,1.895547619047619,0.2572234844820669,0.8,314,4999
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_tuna_31k,50,6.28,99.98,106.26,0.6711114165464166,0.19844286023290586,9.32,9.32,9.32,0.34403744055102287,0.9,0.12562698412698414,0.18,2.692539682539682,0.19484277493073196,0.52,1.66,0.23468253968253966,0.16599999999999998,2.5128253968253973,0.207046734082863,0.68,2.7,0.42328571428571427,0.135,2.251428571428572,0.28737901956601564,0.9,314,4999
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,tuna_retrained,50,6.28,99.98,106.26,0.675267113997114,0.20536916545526626,10.96,10.96,10.96,0.370336100393859,0.98,0.12826984126984126,0.19599999999999998,2.7613968253968255,0.2156607928685443,0.54,1.62,0.20834920634920637,0.162,2.2454920634920637,0.20484069714762992,0.66,2.66,0.3756428571428571,0.13299999999999998,2.0108809523809525,0.2793780296375014,0.8,314,4999
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_baseline,50,6.28,99.98,106.26,0.6436579653679654,0.15929542833815744,12.46,12.46,12.46,0.29953759649677336,0.66,0.10924603174603174,0.132,2.316920634920635,0.15059118256948112,0.44,1.04,0.1589920634920635,0.10400000000000001,1.6937206349206348,0.14339568825135934,0.58,2.14,0.3570396825396825,0.107,1.8920984126984126,0.22691835238093194,0.86,314,4999
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,50,6.28,99.98,106.26,0.6293549783549784,0.17335338810903436,12.56,12.56,12.56,0.3375038403459332,0.72,0.115,0.14400000000000002,2.444,0.17025427396954768,0.48,1.24,0.19080158730158728,0.12400000000000003,2.0318158730158733,0.17409253935705885,0.64,2.24,0.34698412698412695,0.11199999999999999,1.846620634920635,0.2439291011142791,0.76,314,4999
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_tuna_31k,50,6.28,99.98,106.26,0.6723108513708516,0.18715526430071108,8.8,8.8,8.8,0.3690615014070896,0.78,0.10446031746031745,0.156,2.2448063492063492,0.17599141846532237,0.48,1.54,0.2351825396825397,0.154,2.505425396825397,0.20006494640825664,0.7,2.58,0.4116428571428572,0.12899999999999998,2.186814285714286,0.2771593830447642,0.88,314,4999
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,tuna_retrained,50,6.28,99.98,106.26,0.6784411183261183,0.21128327551802215,10.36,10.36,10.36,0.4326714312291242,1.0,0.13199206349206347,0.2,2.8398412698412705,0.23287580040321612,0.56,1.54,0.2154047619047619,0.154,2.307847619047619,0.21506107550071726,0.72,2.58,0.3841984126984127,0.129,2.0494920634920635,0.29052420884802943,0.82,314,4999
mouse,all,all_U,ipin_baseline,50,3.8,200.0,203.8,0.7405530158730158,0.13871015914868903,23.14,23.14,23.14,0.2071211839669543,0.32,0.09890476190476191,0.064,4.020190476190477,0.11048373925256479,0.24,0.58,0.1682857142857143,0.057999999999999996,3.4237142857142855,0.1369141809012115,0.36,0.92,0.28669841269841273,0.046,2.9129841269841266,0.1773547709861017,0.52,190,10000
mouse,all,all_U,ipin_optimized,50,3.8,200.0,203.8,0.7259589285714285,0.11421063129672168,27.4,27.4,27.4,0.15664087340817073,0.24,0.0800952380952381,0.048,3.2518095238095244,0.0766893458717435,0.18,0.56,0.19114285714285714,0.055999999999999994,3.878857142857143,0.1213991091715867,0.38,0.9,0.29144444444444445,0.045,2.9594444444444448,0.15739539572373631,0.54,190,10000
mouse,all,all_U,ipin_tuna_31k,50,3.8,200.0,203.8,0.7681027777777778,0.12091452718734778,19.94,19.94,19.94,0.19348051108268252,0.3,0.1231904761904762,0.06000000000000001,4.987619047619047,0.10060445800372993,0.3,0.48,0.17819047619047615,0.04800000000000001,3.611809523809524,0.12200887114286915,0.38,1.04,0.3403809523809524,0.052000000000000005,3.4558095238095246,0.1796819994280511,0.62,190,10000
mouse,all,all_U,tuna_retrained,50,3.8,200.0,203.8,0.7178404365079366,0.13061690680271754,27.5,27.5,27.5,0.19313727993389526,0.26,0.1031904761904762,0.052000000000000005,4.179619047619047,0.096701784360238,0.24,0.56,0.1963809523809524,0.05600000000000001,3.983619047619048,0.13712333529016144,0.38,1.02,0.36820634920634915,0.051000000000000004,3.7330634920634918,0.1950424378626855,0.64,190,10000
mouse,all,background,ipin_baseline,50,3.8,100.0,103.8,0.754675,0.2140628943268339,11.24,11.24,11.24,0.2854465019712539,0.62,0.19550793650793652,0.12400000000000003,4.03415873015873,0.1856235851928661,0.38,1.0,0.30852380952380953,0.1,3.185238095238095,0.22469731371203416,0.56,1.74,0.5432857142857143,0.087,2.8034285714285714,0.30776259684499974,0.82,190,5000
mouse,all,background,ipin_optimized,50,3.8,100.0,103.8,0.734232619047619,0.19752421140474502,13.5,13.5,13.5,0.2705191586563117,0.56,0.2016984126984127,0.11199999999999999,4.145968253968254,0.17654574367461928,0.42,0.9,0.3003015873015873,0.09,3.093015873015874,0.2118034061421201,0.58,1.54,0.478484126984127,0.077,2.4694206349206356,0.2767171949408537,0.76,190,5000
mouse,all,background,ipin_tuna_31k,50,3.8,100.0,103.8,0.7762243650793651,0.21267974468644332,10.02,10.02,10.02,0.2928697983933278,0.54,0.19390476190476189,0.10800000000000001,3.986095238095239,0.17060783142393493,0.46,1.14,0.36946031746031743,0.11399999999999999,3.808603174603175,0.2443662174966165,0.64,1.94,0.6139682539682539,0.09700000000000002,3.1668412698412705,0.3326230914890814,0.86,190,5000
mouse,all,background,tuna_retrained,50,3.8,100.0,103.8,0.7215316666666668,0.20576139615659986,14.12,14.12,14.12,0.2814681135301601,0.62,0.22738095238095235,0.124,4.671619047619048,0.18488985054803084,0.44,1.1,0.3775873015873016,0.11,3.8858730158730164,0.24707661546690413,0.68,1.58,0.5055873015873016,0.079,2.606936507936508,0.29534479501946725,0.82,190,5000
mouse,all,matched,ipin_baseline,50,3.8,100.0,103.8,0.7264310317460319,0.18729827565259669,12.9,12.9,12.9,0.25410987934822277,0.46,0.14146031746031745,0.092,2.92120634920635,0.14601841893272083,0.3,0.84,0.259,0.08399999999999999,2.6740000000000004,0.19004535788813243,0.52,1.48,0.47879365079365077,0.074,2.4679682539682544,0.2644568796277064,0.74,190,5000
mouse,all,matched,ipin_optimized,50,3.8,100.0,103.8,0.7176852380952381,0.1673136326369377,14.9,14.9,14.9,0.20277351390118725,0.46,0.15653968253968253,0.092,3.222793650793651,0.12894928647982307,0.36,0.84,0.2719206349206349,0.084,2.803206349206349,0.175164992886221,0.48,1.44,0.43765079365079357,0.072,2.2602539682539686,0.23527731965280016,0.74,190,5000
mouse,all,matched,ipin_tuna_31k,50,3.8,100.0,103.8,0.7599811904761906,0.19114536124350193,10.92,10.92,10.92,0.28229440847397125,0.44,0.16985714285714287,0.08800000000000001,3.485142857142857,0.15415086272106973,0.38,0.92,0.30133333333333334,0.09200000000000001,3.105333333333333,0.21051384725456862,0.56,1.66,0.5338095238095238,0.083,2.7520476190476195,0.2906163759279093,0.86,190,5000
mouse,all,matched,tuna_retrained,50,3.8,100.0,103.8,0.7141492063492063,0.19950045508981723,14.38,14.38,14.38,0.2704868953257255,0.46,0.18219047619047618,0.092,3.7358095238095244,0.16171513671363022,0.36,0.88,0.32090476190476186,0.08800000000000001,3.29704761904762,0.22027358108222145,0.56,1.5,0.4799206349206349,0.075,2.4746031746031747,0.28062070054436034,0.78,190,5000
mouse,no_exact_TRAIN_DEV_endpoint,all_U,ipin_baseline,47,3.5531914893617023,197.51063829787233,201.06382978723406,0.737957892113992,0.13546255251022177,24.46808510638298,24.46808510638298,24.46808510638298,0.1768759284741702,0.2553191489361702,0.09812563323201622,0.05106382978723405,3.9322391084093207,0.10081332771332699,0.2127659574468085,0.46808510638297873,0.1648429584599797,0.04680851063829788,3.3016919959473157,0.12808458446563828,0.3404255319148936,0.7659574468085106,0.2785207700101317,0.03829787234042553,2.788933637284701,0.1656475102772418,0.48936170212765956,167,9283
mouse,no_exact_TRAIN_DEV_endpoint,all_U,ipin_optimized,47,3.5531914893617023,197.51063829787233,201.06382978723406,0.7220323924188303,0.11197935851865742,28.127659574468087,28.127659574468087,28.127659574468087,0.1520884556494378,0.23404255319148937,0.07456940222897669,0.04680851063829788,2.99515704154002,0.07506156802562652,0.1702127659574468,0.48936170212765956,0.185612968591692,0.048936170212765966,3.724214792299899,0.1171012369953713,0.3617021276595745,0.8085106382978723,0.2847517730496454,0.04042553191489363,2.8548581560283695,0.1521347963327691,0.5319148936170213,167,9283
mouse,no_exact_TRAIN_DEV_endpoint,all_U,ipin_tuna_31k,47,3.5531914893617023,197.51063829787233,201.06382978723406,0.7652017760313645,0.12192072489858716,20.872340425531913,20.872340425531913,20.872340425531913,0.19595079808855523,0.2765957446808511,0.11048632218844985,0.05531914893617022,4.419088145896657,0.09726516039690951,0.2765957446808511,0.44680851063829785,0.15977710233029382,0.044680851063829796,3.2032320162107393,0.11807435095266611,0.3404255319148936,1.0425531914893618,0.3482776089159068,0.05212765957446808,3.495987841945288,0.18273869068630935,0.5957446808510638,167,9283
mouse,no_exact_TRAIN_DEV_endpoint,all_U,tuna_retrained,47,3.5531914893617023,197.51063829787233,201.06382978723406,0.7195831072493805,0.13396346509419044,28.148936170212767,28.148936170212767,28.148936170212767,0.19391046467117679,0.2553191489361702,0.0991388044579534,0.05106382978723405,3.9713475177304964,0.09635139620487597,0.23404255319148937,0.5957446808510638,0.20607902735562308,0.0595744680851064,4.12872340425532,0.14272769564549412,0.40425531914893614,1.0425531914893618,0.39983113812901044,0.05212765957446809,3.9949358324890243,0.20400963959563592,0.6595744680851063,167,9283
mouse,no_exact_TRAIN_DEV_endpoint,background,ipin_baseline,47,3.5531914893617023,98.51063829787235,102.06382978723404,0.7521601808811985,0.21043775262929604,11.787234042553191,11.787234042553191,11.787234042553191,0.2590974385335164,0.5531914893617021,0.19853090172239107,0.11063829787234043,4.033039513677811,0.17764149680210056,0.3617021276595745,0.8723404255319149,0.30410334346504564,0.08723404255319148,3.092948328267477,0.21595244202099403,0.5319148936170213,1.5319148936170213,0.538483620398514,0.07659574468085105,2.7322737250928744,0.296514699901461,0.8085106382978723,167,4630
