species,subset,candidate_set,reference_model,model,metric,targets,wins,ties,losses
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,31,0,19
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,average_precision,50,31,0,19
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,recall_at_10,50,18,23,9
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,21,0,29
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,average_precision,50,24,0,26
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,recall_at_10,50,15,22,13
mouse,all,all_U,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,31,1,18
mouse,all,all_U,ipin_baseline,ipin_tuna_31k,average_precision,50,28,0,22
mouse,all,all_U,ipin_baseline,ipin_tuna_31k,recall_at_10,50,10,30,10
mouse,all,all_U,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,29,0,21
mouse,all,all_U,ipin_optimized,ipin_tuna_31k,average_precision,50,30,0,20
mouse,all,all_U,ipin_optimized,ipin_tuna_31k,recall_at_10,50,10,28,12
mouse,all,all_U,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,24,0,26
mouse,all,all_U,tuna_retrained,ipin_tuna_31k,average_precision,50,31,0,19
mouse,all,all_U,tuna_retrained,ipin_tuna_31k,recall_at_10,50,8,33,9
mouse,all,background,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,31,2,17
mouse,all,background,ipin_baseline,ipin_tuna_31k,average_precision,50,30,0,20
mouse,all,background,ipin_baseline,ipin_tuna_31k,recall_at_10,50,18,21,11
mouse,all,background,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,30,0,20
mouse,all,background,ipin_optimized,ipin_tuna_31k,average_precision,50,28,0,22
mouse,all,background,ipin_optimized,ipin_tuna_31k,recall_at_10,50,18,21,11
mouse,all,background,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,25,2,23
mouse,all,background,tuna_retrained,ipin_tuna_31k,average_precision,50,30,0,20
mouse,all,background,tuna_retrained,ipin_tuna_31k,recall_at_10,50,11,25,14
mouse,all,matched,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,28,2,20
mouse,all,matched,ipin_baseline,ipin_tuna_31k,average_precision,50,29,0,21
mouse,all,matched,ipin_baseline,ipin_tuna_31k,recall_at_10,50,15,25,10
mouse,all,matched,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,29,0,21
mouse,all,matched,ipin_optimized,ipin_tuna_31k,average_precision,50,30,0,20
mouse,all,matched,ipin_optimized,ipin_tuna_31k,recall_at_10,50,16,20,14
mouse,all,matched,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,27,0,23
mouse,all,matched,tuna_retrained,ipin_tuna_31k,average_precision,50,30,0,20
mouse,all,matched,tuna_retrained,ipin_tuna_31k,recall_at_10,50,10,27,13
mouse,no_exact_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,47,26,1,20
mouse,no_exact_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,average_precision,47,24,1,22
mouse,no_exact_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,recall_at_10,47,8,30,9
mouse,no_exact_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,47,28,0,19
mouse,no_exact_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,average_precision,47,30,0,17
mouse,no_exact_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,recall_at_10,47,8,29,10
mouse,no_exact_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,47,22,1,24
mouse,no_exact_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,average_precision,47,27,1,19
mouse,no_exact_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,recall_at_10,47,6,31,10
mouse,no_exact_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,47,26,2,19
mouse,no_exact_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,average_precision,47,24,1,22
mouse,no_exact_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,recall_at_10,47,15,25,7
mouse,no_exact_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,47,29,0,18
mouse,no_exact_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,average_precision,47,27,0,20
mouse,no_exact_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,recall_at_10,47,16,24,7
mouse,no_exact_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,47,21,2,24
mouse,no_exact_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,average_precision,47,26,1,20
mouse,no_exact_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,recall_at_10,47,10,24,13
mouse,no_exact_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,47,25,0,22
mouse,no_exact_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,average_precision,47,25,0,22
mouse,no_exact_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,recall_at_10,47,14,24,9
mouse,no_exact_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,47,28,0,19
mouse,no_exact_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,average_precision,47,29,0,18
mouse,no_exact_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,recall_at_10,47,14,21,12
mouse,no_exact_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,47,24,0,23
mouse,no_exact_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,average_precision,47,27,0,20
mouse,no_exact_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,recall_at_10,47,9,23,15
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,47,27,0,20
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,average_precision,47,25,0,22
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,recall_at_10,47,8,30,9
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,47,28,0,19
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,average_precision,47,30,0,17
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,recall_at_10,47,8,29,10
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,47,23,0,24
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,average_precision,47,28,0,19
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,recall_at_10,47,6,31,10
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,47,26,2,19
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,average_precision,47,24,1,22
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,recall_at_10,47,15,25,7
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,47,29,0,18
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,average_precision,47,27,0,20
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,recall_at_10,47,16,24,7
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,47,21,2,24
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,average_precision,47,26,1,20
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,recall_at_10,47,10,24,13
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,47,25,1,21
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,average_precision,47,25,0,22
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,recall_at_10,47,14,24,9
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,47,28,1,18
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,average_precision,47,29,1,17
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,recall_at_10,47,14,21,12
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,47,24,0,23
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,average_precision,47,27,0,20
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,recall_at_10,47,9,23,15
worm,all,all_U,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,29,0,21
worm,all,all_U,ipin_baseline,ipin_tuna_31k,average_precision,50,25,0,25
worm,all,all_U,ipin_baseline,ipin_tuna_31k,recall_at_10,50,9,30,11
worm,all,all_U,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,27,0,23
worm,all,all_U,ipin_optimized,ipin_tuna_31k,average_precision,50,25,0,25
worm,all,all_U,ipin_optimized,ipin_tuna_31k,recall_at_10,50,10,28,12
worm,all,all_U,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,27,0,23
worm,all,all_U,tuna_retrained,ipin_tuna_31k,average_precision,50,25,0,25
worm,all,all_U,tuna_retrained,ipin_tuna_31k,recall_at_10,50,11,30,9
worm,all,background,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,30,0,20
worm,all,background,ipin_baseline,ipin_tuna_31k,average_precision,50,25,0,25
worm,all,background,ipin_baseline,ipin_tuna_31k,recall_at_10,50,13,23,14
worm,all,background,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,30,0,20
worm,all,background,ipin_optimized,ipin_tuna_31k,average_precision,50,25,0,25
worm,all,background,ipin_optimized,ipin_tuna_31k,recall_at_10,50,13,24,13
worm,all,background,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,30,1,19
worm,all,background,tuna_retrained,ipin_tuna_31k,average_precision,50,31,0,19
worm,all,background,tuna_retrained,ipin_tuna_31k,recall_at_10,50,15,30,5
worm,all,matched,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,28,0,22
worm,all,matched,ipin_baseline,ipin_tuna_31k,average_precision,50,23,0,27
worm,all,matched,ipin_baseline,ipin_tuna_31k,recall_at_10,50,13,23,14
worm,all,matched,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,26,0,24
worm,all,matched,ipin_optimized,ipin_tuna_31k,average_precision,50,22,0,28
worm,all,matched,ipin_optimized,ipin_tuna_31k,recall_at_10,50,9,26,15
worm,all,matched,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,25,0,25
worm,all,matched,tuna_retrained,ipin_tuna_31k,average_precision,50,25,0,25
worm,all,matched,tuna_retrained,ipin_tuna_31k,recall_at_10,50,13,25,12
worm,no_exact_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,29,0,21
worm,no_exact_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,average_precision,50,25,0,25
worm,no_exact_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,recall_at_10,50,9,30,11
worm,no_exact_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,27,0,23
worm,no_exact_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,average_precision,50,25,0,25
worm,no_exact_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,recall_at_10,50,10,28,12
worm,no_exact_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,27,0,23
worm,no_exact_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,average_precision,50,25,0,25
worm,no_exact_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,recall_at_10,50,11,30,9
worm,no_exact_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,30,0,20
worm,no_exact_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,average_precision,50,25,0,25
worm,no_exact_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,recall_at_10,50,13,23,14
worm,no_exact_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,30,0,20
worm,no_exact_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,average_precision,50,25,0,25
worm,no_exact_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,recall_at_10,50,13,24,13
worm,no_exact_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,30,1,19
worm,no_exact_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,average_precision,50,31,0,19
worm,no_exact_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,recall_at_10,50,15,30,5
worm,no_exact_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,28,0,22
worm,no_exact_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,average_precision,50,23,0,27
worm,no_exact_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,recall_at_10,50,13,23,14
worm,no_exact_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,26,0,24
worm,no_exact_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,average_precision,50,22,0,28
worm,no_exact_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,recall_at_10,50,9,26,15
worm,no_exact_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,25,0,25
worm,no_exact_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,average_precision,50,25,0,25
worm,no_exact_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,recall_at_10,50,13,25,12
worm,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,29,0,21
worm,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,average_precision,50,25,0,25
worm,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,recall_at_10,50,9,30,11
worm,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,27,0,23
worm,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,average_precision,50,25,0,25
worm,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,recall_at_10,50,10,28,12
worm,no_exact_any_model_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,27,0,23
worm,no_exact_any_model_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,average_precision,50,25,0,25
worm,no_exact_any_model_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,recall_at_10,50,11,30,9
worm,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,30,0,20
worm,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,average_precision,50,25,0,25
worm,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,recall_at_10,50,13,23,14
worm,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,30,0,20
worm,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,average_precision,50,25,0,25
worm,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,recall_at_10,50,13,24,13
worm,no_exact_any_model_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,30,1,19
worm,no_exact_any_model_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,average_precision,50,31,0,19
worm,no_exact_any_model_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,recall_at_10,50,15,30,5
worm,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,28,0,22
worm,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,average_precision,50,23,0,27
worm,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,recall_at_10,50,13,23,14
worm,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,26,0,24
worm,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,average_precision,50,22,0,28
worm,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,recall_at_10,50,9,26,15
worm,no_exact_any_model_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,25,0,25
worm,no_exact_any_model_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,average_precision,50,25,0,25
worm,no_exact_any_model_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,recall_at_10,50,13,25,12
yeast,all,all_U,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,31,1,18
yeast,all,all_U,ipin_baseline,ipin_tuna_31k,average_precision,50,31,0,19
yeast,all,all_U,ipin_baseline,ipin_tuna_31k,recall_at_10,50,15,28,7
yeast,all,all_U,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,29,0,21
yeast,all,all_U,ipin_optimized,ipin_tuna_31k,average_precision,50,26,0,24
yeast,all,all_U,ipin_optimized,ipin_tuna_31k,recall_at_10,50,12,30,8
yeast,all,all_U,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,27,1,22
yeast,all,all_U,tuna_retrained,ipin_tuna_31k,average_precision,50,32,0,18
yeast,all,all_U,tuna_retrained,ipin_tuna_31k,recall_at_10,50,13,30,7
yeast,all,background,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,35,0,15
yeast,all,background,ipin_baseline,ipin_tuna_31k,average_precision,50,32,0,18
yeast,all,background,ipin_baseline,ipin_tuna_31k,recall_at_10,50,16,25,9
yeast,all,background,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,30,0,20
yeast,all,background,ipin_optimized,ipin_tuna_31k,average_precision,50,25,0,25
yeast,all,background,ipin_optimized,ipin_tuna_31k,recall_at_10,50,15,24,11
yeast,all,background,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,33,0,17
yeast,all,background,tuna_retrained,ipin_tuna_31k,average_precision,50,36,0,14
yeast,all,background,tuna_retrained,ipin_tuna_31k,recall_at_10,50,15,29,6
yeast,all,matched,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,30,0,20
yeast,all,matched,ipin_baseline,ipin_tuna_31k,average_precision,50,28,0,22
yeast,all,matched,ipin_baseline,ipin_tuna_31k,recall_at_10,50,15,26,9
yeast,all,matched,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,28,1,21
yeast,all,matched,ipin_optimized,ipin_tuna_31k,average_precision,50,26,0,24
yeast,all,matched,ipin_optimized,ipin_tuna_31k,recall_at_10,50,11,27,12
yeast,all,matched,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,25,2,23
yeast,all,matched,tuna_retrained,ipin_tuna_31k,average_precision,50,26,0,24
yeast,all,matched,tuna_retrained,ipin_tuna_31k,recall_at_10,50,5,34,11
yeast,no_exact_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,31,1,18
yeast,no_exact_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,average_precision,50,31,0,19
yeast,no_exact_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,recall_at_10,50,15,28,7
yeast,no_exact_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,29,0,21
yeast,no_exact_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,average_precision,50,26,0,24
yeast,no_exact_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,recall_at_10,50,12,30,8
yeast,no_exact_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,27,1,22
yeast,no_exact_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,average_precision,50,32,0,18
yeast,no_exact_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,recall_at_10,50,13,30,7
yeast,no_exact_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,35,0,15
yeast,no_exact_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,average_precision,50,32,0,18
yeast,no_exact_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,recall_at_10,50,16,25,9
yeast,no_exact_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,30,0,20
yeast,no_exact_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,average_precision,50,25,0,25
yeast,no_exact_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,recall_at_10,50,15,24,11
yeast,no_exact_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,33,0,17
yeast,no_exact_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,average_precision,50,36,0,14
yeast,no_exact_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,recall_at_10,50,15,29,6
yeast,no_exact_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,30,0,20
yeast,no_exact_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,average_precision,50,28,0,22
yeast,no_exact_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,recall_at_10,50,15,26,9
yeast,no_exact_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,28,1,21
yeast,no_exact_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,average_precision,50,26,0,24
yeast,no_exact_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,recall_at_10,50,11,27,12
yeast,no_exact_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,25,2,23
yeast,no_exact_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,average_precision,50,26,0,24
yeast,no_exact_TRAIN_DEV_endpoint,matched,tuna_retrained,ipin_tuna_31k,recall_at_10,50,5,34,11
yeast,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,31,1,18
yeast,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,average_precision,50,31,0,19
yeast,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_baseline,ipin_tuna_31k,recall_at_10,50,15,28,7
yeast,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,29,0,21
yeast,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,average_precision,50,26,0,24
yeast,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_optimized,ipin_tuna_31k,recall_at_10,50,12,30,8
yeast,no_exact_any_model_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,27,1,22
yeast,no_exact_any_model_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,average_precision,50,32,0,18
yeast,no_exact_any_model_TRAIN_DEV_endpoint,all_U,tuna_retrained,ipin_tuna_31k,recall_at_10,50,13,30,7
yeast,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,35,0,15
yeast,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,average_precision,50,32,0,18
yeast,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_baseline,ipin_tuna_31k,recall_at_10,50,16,25,9
yeast,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,30,0,20
yeast,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,average_precision,50,25,0,25
yeast,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_optimized,ipin_tuna_31k,recall_at_10,50,15,24,11
yeast,no_exact_any_model_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,P_vs_U_concordance,50,33,0,17
yeast,no_exact_any_model_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,average_precision,50,36,0,14
yeast,no_exact_any_model_TRAIN_DEV_endpoint,background,tuna_retrained,ipin_tuna_31k,recall_at_10,50,15,29,6
yeast,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,P_vs_U_concordance,50,30,0,20
yeast,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,average_precision,50,28,0,22
yeast,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_baseline,ipin_tuna_31k,recall_at_10,50,15,26,9
yeast,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,P_vs_U_concordance,50,28,1,21
yeast,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,average_precision,50,26,0,24
yeast,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,ipin_tuna_31k,recall_at_10,50,11,27,12
