species,subset,candidate_set,metric,model,targets,estimate,ci_low,ci_high
yeast,no_exact_TRAIN_DEV_endpoint,matched,average_precision,tuna_retrained,50,0.14171616048979593,0.10953649847086627,0.1768597654919031
yeast,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_tuna_31k,50,0.15369847589662297,0.11711507198626321,0.19391893634874088
yeast,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_baseline,50,0.1834125899706563,0.12237463310066284,0.2543833937906449
yeast,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_optimized,50,0.2935330238914503,0.19645696333935328,0.39708336335623734
yeast,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,tuna_retrained,50,0.23746822272154833,0.16347923244965687,0.3215451336452549
yeast,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_tuna_31k,50,0.2969769379183975,0.2026403098829756,0.3989714575840623
yeast,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_baseline,50,0.17095238095238094,0.10495238095238095,0.245365873015873
yeast,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_optimized,50,0.19628571428571429,0.14309523809523808,0.25152380952380954
yeast,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,tuna_retrained,50,0.25245238095238093,0.18178392857142855,0.32928690476190475
yeast,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_tuna_31k,50,0.19458730158730156,0.13349126984126986,0.2625718253968254
yeast,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_baseline,50,0.11739287013360883,0.07408901160194663,0.16631961861165478
yeast,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_optimized,50,0.1620196957526606,0.1117393235815359,0.21737928824508462
yeast,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,tuna_retrained,50,0.16742684487501763,0.11882826279258506,0.21881804269629931
yeast,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_tuna_31k,50,0.1642497873587854,0.11239137030107887,0.21925754642478337
yeast,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_baseline,50,0.5884446428571429,0.5386936478174603,0.6377616974206348
yeast,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_optimized,50,0.6298747619047619,0.579804384920635,0.6789020257936509
yeast,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,tuna_retrained,50,0.6174471825396826,0.5577436617063491,0.6742584682539684
yeast,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_tuna_31k,50,0.63583,0.5891116190476191,0.6811592976190476
yeast,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_baseline,50,0.06604737432431508,0.04662665890202935,0.09085110876942763
yeast,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_optimized,50,0.0878670542064618,0.06369252200579395,0.11422513802002077
yeast,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,tuna_retrained,50,0.07334759308279201,0.05503864120314841,0.09524132337932029
yeast,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_tuna_31k,50,0.09339353982593095,0.06756773625138877,0.12303464722815535
yeast,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_baseline,50,0.1168855649402938,0.0699469718559158,0.1737147200244638
yeast,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_optimized,50,0.2037805548451836,0.12126676288796485,0.2959159860285142
yeast,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,tuna_retrained,50,0.13131138843487797,0.08066624254284883,0.1943426206270697
yeast,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_tuna_31k,50,0.20057271161236134,0.12431637748213338,0.2861844711208795
yeast,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_baseline,50,0.10034920634920635,0.05053730158730159,0.15968412698412696
yeast,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_optimized,50,0.11771428571428569,0.06933333333333333,0.17238095238095238
yeast,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,tuna_retrained,50,0.0966031746031746,0.05550674603174603,0.14249285714285714
yeast,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_tuna_31k,50,0.1273968253968254,0.08015873015873015,0.17739920634920633
yeast,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_baseline,50,0.06494466152975249,0.03369712384626299,0.10235723874289882
yeast,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_optimized,50,0.0950644935494483,0.057179591397564164,0.13638027505516523
yeast,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,tuna_retrained,50,0.06705529392870357,0.03679516107011761,0.1024107963517733
yeast,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_tuna_31k,50,0.10473605819457701,0.06516597191666978,0.14731719433429305
arabidopsis,all,background,P_vs_U_concordance,ipin_baseline,50,0.6178965079365079,0.5498894484126984,0.6831154999999999
arabidopsis,all,background,P_vs_U_concordance,ipin_optimized,50,0.6767479365079364,0.6196168690476191,0.7297708769841268
arabidopsis,all,background,P_vs_U_concordance,tuna_retrained,50,0.7229180952380954,0.6694956547619048,0.7737648095238094
arabidopsis,all,background,P_vs_U_concordance,ipin_tuna_31k,50,0.7130868253968252,0.6645948809523811,0.7612419087301587
arabidopsis,all,background,average_precision,ipin_baseline,50,0.19627313399670854,0.1363871189363731,0.264076776649487
arabidopsis,all,background,average_precision,ipin_optimized,50,0.21888400902941374,0.16160792661818274,0.28344873609446636
arabidopsis,all,background,average_precision,tuna_retrained,50,0.24715977389560248,0.18315727279537364,0.3192411025599716
arabidopsis,all,background,average_precision,ipin_tuna_31k,50,0.21947039933861837,0.16219917451201013,0.2846486221866874
arabidopsis,all,background,reciprocal_rank,ipin_baseline,50,0.33593835261554844,0.23260521126436967,0.4478482292970809
arabidopsis,all,background,reciprocal_rank,ipin_optimized,50,0.3763393974985694,0.27236732842545625,0.49021818393374295
arabidopsis,all,background,reciprocal_rank,tuna_retrained,50,0.3597849351047291,0.2606679185363539,0.46790502070393375
arabidopsis,all,background,reciprocal_rank,ipin_tuna_31k,50,0.29648466419974406,0.2146130848056318,0.3850673585799855
arabidopsis,all,background,recall_at_10,ipin_baseline,50,0.23263492063492064,0.16199920634920636,0.31205039682539676
arabidopsis,all,background,recall_at_10,ipin_optimized,50,0.23385714285714287,0.16485714285714284,0.3093333333333333
arabidopsis,all,background,recall_at_10,tuna_retrained,50,0.29074603174603175,0.2089809523809524,0.3775246031746032
arabidopsis,all,background,recall_at_10,ipin_tuna_31k,50,0.2830793650793651,0.19818492063492063,0.3727460317460317
arabidopsis,all,background,NDCG_at_10,ipin_baseline,50,0.20506566502079968,0.1381471908573221,0.28112538690807337
arabidopsis,all,background,NDCG_at_10,ipin_optimized,50,0.22310970453929724,0.15456769209552315,0.29785093441539745
arabidopsis,all,background,NDCG_at_10,tuna_retrained,50,0.2498704092209031,0.17602833045891927,0.3291973196340662
arabidopsis,all,background,NDCG_at_10,ipin_tuna_31k,50,0.22460764703788777,0.15419530225948613,0.30102571653375776
arabidopsis,all,matched,P_vs_U_concordance,ipin_baseline,50,0.618746507936508,0.5487619285714286,0.6857865119047619
arabidopsis,all,matched,P_vs_U_concordance,ipin_optimized,50,0.6701031746031745,0.6115364166666667,0.724522496031746
arabidopsis,all,matched,P_vs_U_concordance,tuna_retrained,50,0.7151476190476191,0.6577435119047618,0.7684102976190474
arabidopsis,all,matched,P_vs_U_concordance,ipin_tuna_31k,50,0.6964280952380952,0.6404319047619048,0.7493269523809521
arabidopsis,all,matched,average_precision,ipin_baseline,50,0.18904000000377993,0.13165698931053343,0.25317604511154806
arabidopsis,all,matched,average_precision,ipin_optimized,50,0.20558127675800628,0.15214910832166337,0.2664315144630572
arabidopsis,all,matched,average_precision,tuna_retrained,50,0.23895158454543058,0.18075797145534633,0.30170002212089636
arabidopsis,all,matched,average_precision,ipin_tuna_31k,50,0.2191520703158296,0.16081056180127737,0.2837162936609561
arabidopsis,all,matched,reciprocal_rank,ipin_baseline,50,0.29869547762667775,0.20874366956142748,0.3962726113278826
arabidopsis,all,matched,reciprocal_rank,ipin_optimized,50,0.35007839003921665,0.24565026156467681,0.46299683556368726
arabidopsis,all,matched,reciprocal_rank,tuna_retrained,50,0.3632225816082228,0.2643243990242907,0.467857604340447
arabidopsis,all,matched,reciprocal_rank,ipin_tuna_31k,50,0.323829579754038,0.22862433034586677,0.427944789697603
arabidopsis,all,matched,recall_at_10,ipin_baseline,50,0.22819047619047617,0.15371309523809523,0.3102404761904762
arabidopsis,all,matched,recall_at_10,ipin_optimized,50,0.251968253968254,0.17640992063492061,0.3310182539682539
arabidopsis,all,matched,recall_at_10,tuna_retrained,50,0.31293650793650796,0.23193253968253968,0.3964920634920635
arabidopsis,all,matched,recall_at_10,ipin_tuna_31k,50,0.2995555555555555,0.21288333333333334,0.39299999999999996
arabidopsis,all,matched,NDCG_at_10,ipin_baseline,50,0.1945533227106433,0.12736450176061384,0.2682047490432944
arabidopsis,all,matched,NDCG_at_10,ipin_optimized,50,0.21665398876800596,0.14972955226681633,0.28894803166231753
arabidopsis,all,matched,NDCG_at_10,tuna_retrained,50,0.25944296758722496,0.18952587121700373,0.33210298686898754
arabidopsis,all,matched,NDCG_at_10,ipin_tuna_31k,50,0.23401007328043946,0.1623990104898761,0.3113488666039128
arabidopsis,all,all_U,P_vs_U_concordance,ipin_baseline,50,0.6183215079365079,0.548561998015873,0.6842237757936509
arabidopsis,all,all_U,P_vs_U_concordance,ipin_optimized,50,0.6734255555555555,0.6167074444444445,0.7266159166666665
arabidopsis,all,all_U,P_vs_U_concordance,tuna_retrained,50,0.7190328571428571,0.664072857142857,0.7715635833333334
arabidopsis,all,all_U,P_vs_U_concordance,ipin_tuna_31k,50,0.7047574603174604,0.6514046785714286,0.7555377321428574
arabidopsis,all,all_U,average_precision,ipin_baseline,50,0.13210068297153277,0.08342330840367587,0.18913893561242429
arabidopsis,all,all_U,average_precision,ipin_optimized,50,0.15421413775804246,0.10416240990185026,0.21146489014923414
arabidopsis,all,all_U,average_precision,tuna_retrained,50,0.1588782912144799,0.11343449471553749,0.21057100389038005
arabidopsis,all,all_U,average_precision,ipin_tuna_31k,50,0.1418150805639357,0.0969152008428474,0.19274799514141655
arabidopsis,all,all_U,reciprocal_rank,ipin_baseline,50,0.2332957706275722,0.14907232187533642,0.3270855581493073
arabidopsis,all,all_U,reciprocal_rank,ipin_optimized,50,0.2938293283320266,0.1942786606064747,0.4007306434230079
arabidopsis,all,all_U,reciprocal_rank,tuna_retrained,50,0.26668477981875216,0.17687798688142747,0.3672555430663121
arabidopsis,all,all_U,reciprocal_rank,ipin_tuna_31k,50,0.20818094773071139,0.13647304886060982,0.29040869755929305
arabidopsis,all,all_U,recall_at_10,ipin_baseline,50,0.18496825396825392,0.11415595238095239,0.26411309523809523
arabidopsis,all,all_U,recall_at_10,ipin_optimized,50,0.1855238095238095,0.12,0.2571904761904762
arabidopsis,all,all_U,recall_at_10,tuna_retrained,50,0.23911111111111116,0.15977777777777777,0.3251111111111111
arabidopsis,all,all_U,recall_at_10,ipin_tuna_31k,50,0.21533333333333332,0.135,0.3053333333333333
arabidopsis,all,all_U,NDCG_at_10,ipin_baseline,50,0.14976345727703325,0.08922915270276703,0.21874818604413926
arabidopsis,all,all_U,NDCG_at_10,ipin_optimized,50,0.17057776675794167,0.10868393837506109,0.23903168228283986
arabidopsis,all,all_U,NDCG_at_10,tuna_retrained,50,0.18093996460177206,0.12087740975936491,0.2466022560233625
arabidopsis,all,all_U,NDCG_at_10,ipin_tuna_31k,50,0.15546150610207538,0.09558541403865618,0.22321299672418704
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_baseline,50,0.6178965079365079,0.5494994365079365,0.683382246031746
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_optimized,50,0.6767479365079364,0.6200661706349206,0.7292555992063492
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,tuna_retrained,50,0.7229180952380954,0.6698227857142857,0.7738758095238095
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_tuna_31k,50,0.7130868253968252,0.6637731587301587,0.7615325634920634
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_baseline,50,0.19627313399670854,0.1357467248699784,0.2628000388348211
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_optimized,50,0.21888400902941374,0.16196086111253508,0.2814039314768796
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,average_precision,tuna_retrained,50,0.24715977389560248,0.18358701096042018,0.3160935774153344
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_tuna_31k,50,0.21947039933861837,0.1624862628391882,0.28223804302803723
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_baseline,50,0.33593835261554844,0.2318894902701077,0.44628727819108344
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_optimized,50,0.3763393974985694,0.26973226672784245,0.4854192786327769
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,tuna_retrained,50,0.3597849351047291,0.2618560209977115,0.4630152370592159
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_tuna_31k,50,0.29648466419974406,0.21506602734566907,0.3855292825429624
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_baseline,50,0.23263492063492064,0.1590154761904762,0.30911111111111106
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_optimized,50,0.23385714285714287,0.1631904761904762,0.3071916666666667
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,tuna_retrained,50,0.29074603174603175,0.21088809523809524,0.3759690476190476
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_tuna_31k,50,0.2830793650793651,0.19866507936507932,0.37216071428571423
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_baseline,50,0.20506566502079968,0.13594449759030125,0.27912275129108965
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_optimized,50,0.22310970453929724,0.15340590528071432,0.29534389479986883
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,tuna_retrained,50,0.2498704092209031,0.17662261805073867,0.32755005307808266
arabidopsis,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_tuna_31k,50,0.22460764703788777,0.15432655549221339,0.2994239587815616
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_baseline,50,0.618746507936508,0.5504182857142857,0.6846082936507936
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_optimized,50,0.6701031746031745,0.6139283174603174,0.7243310317460319
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,tuna_retrained,50,0.7151476190476191,0.6605669523809525,0.7682406309523809
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_tuna_31k,50,0.6964280952380952,0.6416170476190476,0.7499344523809524
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_baseline,50,0.18904000000377993,0.1322035341052379,0.2534888972751028
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_optimized,50,0.20558127675800628,0.15207604477863798,0.2636342279930138
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,average_precision,tuna_retrained,50,0.23895158454543058,0.18157501816706315,0.30019137941384877
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_tuna_31k,50,0.2191520703158296,0.16089074086226676,0.28257725274405304
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_baseline,50,0.29869547762667775,0.2081990892004326,0.39318174226567676
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_optimized,50,0.35007839003921665,0.24408834859923714,0.45604909915592395
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,tuna_retrained,50,0.3632225816082228,0.26633093678011527,0.4663615786277306
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_tuna_31k,50,0.323829579754038,0.2266029281004513,0.42633404115320517
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_baseline,50,0.22819047619047617,0.15166666666666667,0.3067178571428571
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_optimized,50,0.251968253968254,0.178490873015873,0.3300821428571428
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,tuna_retrained,50,0.31293650793650796,0.23247380952380953,0.39705039682539683
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_tuna_31k,50,0.2995555555555555,0.213,0.39188888888888884
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_baseline,50,0.1945533227106433,0.1275249058518466,0.2663314327299997
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_optimized,50,0.21665398876800596,0.15140540779126402,0.2856148535594609
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,tuna_retrained,50,0.25944296758722496,0.19039240730919207,0.33208871528001127
arabidopsis,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_tuna_31k,50,0.23401007328043946,0.16151792208747337,0.3102474450979212
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_baseline,50,0.6183215079365079,0.551297255952381,0.6854247996031746
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_optimized,50,0.6734255555555555,0.6169154722222222,0.7281614166666666
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,tuna_retrained,50,0.7190328571428571,0.6654843333333333,0.7699236666666668
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_tuna_31k,50,0.7047574603174604,0.6538437222222221,0.755681630952381
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_baseline,50,0.13210068297153277,0.08415892829364872,0.18891410009527124
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_optimized,50,0.15421413775804246,0.10467107493510498,0.21065902689216737
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,tuna_retrained,50,0.1588782912144799,0.1137840573956778,0.21020465559480747
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_tuna_31k,50,0.1418150805639357,0.09832605614506286,0.19254916026487184
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_baseline,50,0.2332957706275722,0.15116824165782097,0.3269561960899744
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_optimized,50,0.2938293283320266,0.19382943401599845,0.40164089678084436
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,tuna_retrained,50,0.26668477981875216,0.17876887127861968,0.3653498808183303
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_tuna_31k,50,0.20818094773071139,0.13816490582613716,0.2897760979200373
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_baseline,50,0.18496825396825392,0.11611031746031746,0.2644190476190475
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_optimized,50,0.1855238095238095,0.1193297619047619,0.2575738095238095
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,tuna_retrained,50,0.23911111111111116,0.16077777777777777,0.3243333333333333
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_tuna_31k,50,0.21533333333333332,0.1366666666666667,0.3023333333333333
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_baseline,50,0.14976345727703325,0.09086003813353144,0.21854153354883424
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_optimized,50,0.17057776675794167,0.10752425143329249,0.23852012127436048
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,tuna_retrained,50,0.18093996460177206,0.12290573815177748,0.24590559161809825
arabidopsis,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_tuna_31k,50,0.15546150610207538,0.09765662771178804,0.22004111204196453
ecoli,all,background,P_vs_U_concordance,ipin_baseline,50,0.5407061904761904,0.49180980952380954,0.588238511904762
ecoli,all,background,P_vs_U_concordance,ipin_optimized,50,0.5601490476190476,0.5135798095238095,0.6061850714285715
ecoli,all,background,P_vs_U_concordance,tuna_retrained,50,0.5652952380952382,0.5258956785714286,0.6057670833333333
ecoli,all,background,P_vs_U_concordance,ipin_tuna_31k,50,0.5594142857142856,0.5148510595238096,0.6035623571428571
ecoli,all,background,average_precision,ipin_baseline,50,0.0962954862287203,0.0687618978802163,0.13074637478032813
ecoli,all,background,average_precision,ipin_optimized,50,0.09154867371784531,0.06635166239044073,0.12388035119247204
ecoli,all,background,average_precision,tuna_retrained,50,0.08005201699786699,0.06110540095315021,0.1029856719797919
ecoli,all,background,average_precision,ipin_tuna_31k,50,0.0952207862697356,0.07420122073499862,0.12074402712830987
ecoli,all,background,reciprocal_rank,ipin_baseline,50,0.16357429204198987,0.10185217611127777,0.23737101457672738
ecoli,all,background,reciprocal_rank,ipin_optimized,50,0.14451912399439348,0.09195165931813987,0.2073091228511778
ecoli,all,background,reciprocal_rank,tuna_retrained,50,0.12696653141492362,0.0768423438725088,0.18981358292728587
ecoli,all,background,reciprocal_rank,ipin_tuna_31k,50,0.17367890256234716,0.11822988778840947,0.23971730116038997
ecoli,all,background,recall_at_10,ipin_baseline,50,0.12042857142857143,0.07357023809523809,0.17438214285714287
ecoli,all,background,recall_at_10,ipin_optimized,50,0.0980952380952381,0.05714047619047619,0.14357142857142857
ecoli,all,background,recall_at_10,tuna_retrained,50,0.09257142857142857,0.04757142857142857,0.14781190476190473
ecoli,all,background,recall_at_10,ipin_tuna_31k,50,0.1537142857142857,0.10471428571428572,0.20500119047619045
ecoli,all,background,NDCG_at_10,ipin_baseline,50,0.09259439372074882,0.05259356643703528,0.139440828153575
ecoli,all,background,NDCG_at_10,ipin_optimized,50,0.07737586181011295,0.04138518005152743,0.11991617909247503
ecoli,all,background,NDCG_at_10,tuna_retrained,50,0.0637221991704752,0.0322781778669222,0.10042500507665691
ecoli,all,background,NDCG_at_10,ipin_tuna_31k,50,0.10513511319198614,0.07048328480936474,0.14374489106569446
ecoli,all,matched,P_vs_U_concordance,ipin_baseline,50,0.5517833333333333,0.5048908214285716,0.598140273809524
ecoli,all,matched,P_vs_U_concordance,ipin_optimized,50,0.5604942857142858,0.5167028928571429,0.6042477142857142
ecoli,all,matched,P_vs_U_concordance,tuna_retrained,50,0.55738,0.5192146666666667,0.5967545357142858
ecoli,all,matched,P_vs_U_concordance,ipin_tuna_31k,50,0.5519233333333333,0.5084665952380952,0.5958434642857142
ecoli,all,matched,average_precision,ipin_baseline,50,0.09690087606620251,0.0688263680819756,0.13350066536106941
ecoli,all,matched,average_precision,ipin_optimized,50,0.09452192437854412,0.06661322853397232,0.13047411554740343
ecoli,all,matched,average_precision,tuna_retrained,50,0.07520313634288686,0.05931521121488544,0.09511695050858616
ecoli,all,matched,average_precision,ipin_tuna_31k,50,0.08927072445529287,0.07149477318245909,0.10883510469352654
ecoli,all,matched,reciprocal_rank,ipin_baseline,50,0.15574530259665326,0.09718529657481609,0.22974990780121637
ecoli,all,matched,reciprocal_rank,ipin_optimized,50,0.15774665505482255,0.09304105776789706,0.2350805247840838
ecoli,all,matched,reciprocal_rank,tuna_retrained,50,0.11859858198016944,0.07094436015664563,0.18213938245047662
ecoli,all,matched,reciprocal_rank,ipin_tuna_31k,50,0.16431834732228057,0.11404498401996406,0.22205337067246506
ecoli,all,matched,recall_at_10,ipin_baseline,50,0.11823809523809524,0.06933095238095238,0.17157380952380952
ecoli,all,matched,recall_at_10,ipin_optimized,50,0.11776190476190478,0.07266666666666666,0.16766904761904758
ecoli,all,matched,recall_at_10,tuna_retrained,50,0.0809047619047619,0.04266547619047619,0.12695238095238096
ecoli,all,matched,recall_at_10,ipin_tuna_31k,50,0.13604761904761903,0.08900000000000001,0.18671428571428572
ecoli,all,matched,NDCG_at_10,ipin_baseline,50,0.0901123563023752,0.04910097278459778,0.13936754976315913
ecoli,all,matched,NDCG_at_10,ipin_optimized,50,0.08845005155254247,0.0485780280991887,0.13555277866421578
ecoli,all,matched,NDCG_at_10,tuna_retrained,50,0.05648452181338092,0.028629699920015923,0.08965945473417901
ecoli,all,matched,NDCG_at_10,ipin_tuna_31k,50,0.0940629270893294,0.06084101326895694,0.1293286371090468
ecoli,all,all_U,P_vs_U_concordance,ipin_baseline,50,0.5462447619047619,0.4987676785714285,0.5920109226190476
ecoli,all,all_U,P_vs_U_concordance,ipin_optimized,50,0.5603216666666667,0.5160972500000001,0.604859755952381
ecoli,all,all_U,P_vs_U_concordance,tuna_retrained,50,0.5613376190476189,0.5238013988095238,0.6000912797619048
ecoli,all,all_U,P_vs_U_concordance,ipin_tuna_31k,50,0.5556688095238096,0.5126600595238096,0.5983200476190477
ecoli,all,all_U,average_precision,ipin_baseline,50,0.061422736815379686,0.03746885997578216,0.09259762140133854
ecoli,all,all_U,average_precision,ipin_optimized,50,0.054462272087410286,0.03444009256256775,0.08433601897953882
ecoli,all,all_U,average_precision,tuna_retrained,50,0.041075697528420975,0.03138173630444215,0.05265223259582145
ecoli,all,all_U,average_precision,ipin_tuna_31k,50,0.05021183641730784,0.03907158989670587,0.06297845944850686
ecoli,all,all_U,reciprocal_rank,ipin_baseline,50,0.11388790309680599,0.057458104990914305,0.18445412576909453
ecoli,all,all_U,reciprocal_rank,ipin_optimized,50,0.08854361104973384,0.05028591948375796,0.13924859972749468
ecoli,all,all_U,reciprocal_rank,tuna_retrained,50,0.06658357308089403,0.03872460893778361,0.10128943421946103
ecoli,all,all_U,reciprocal_rank,ipin_tuna_31k,50,0.09501320337492897,0.06456419995100887,0.12900619571144997
ecoli,all,all_U,recall_at_10,ipin_baseline,50,0.0727142857142857,0.03537976190476191,0.11538214285714286
ecoli,all,all_U,recall_at_10,ipin_optimized,50,0.07223809523809524,0.033,0.11685833333333331
ecoli,all,all_U,recall_at_10,tuna_retrained,50,0.03238095238095238,0.009047619047619047,0.06142857142857142
ecoli,all,all_U,recall_at_10,ipin_tuna_31k,50,0.09352380952380952,0.057190476190476194,0.13399999999999998
ecoli,all,all_U,NDCG_at_10,ipin_baseline,50,0.05862918377226696,0.024716582290684054,0.10025969679123478
ecoli,all,all_U,NDCG_at_10,ipin_optimized,50,0.05032574620365098,0.020097368833351392,0.08975237958275664
ecoli,all,all_U,NDCG_at_10,tuna_retrained,50,0.022874592749800145,0.005856546911120007,0.04310519789198207
ecoli,all,all_U,NDCG_at_10,ipin_tuna_31k,50,0.056691301453918486,0.03462630195569508,0.08144994309802449
ecoli,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_baseline,50,0.5407061904761904,0.49319473809523806,0.5873949285714287
