species,subset,candidate_set,metric,model,targets,estimate,ci_low,ci_high
fly,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,tuna_retrained,50,0.6767691666666668,0.6339096696428571,0.7200087886904764
fly,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_tuna_31k,50,0.671617261904762,0.6312956359126984,0.7118247688492064
fly,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_baseline,50,0.09359825273498355,0.07340798941347162,0.11539365706645201
fly,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_optimized,50,0.11089523410752211,0.0850861640344173,0.1386810281890365
fly,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,tuna_retrained,50,0.13758757222889675,0.10210661995679028,0.17956514455499487
fly,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_tuna_31k,50,0.12034274043524923,0.09305057945424253,0.1510815919542497
fly,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_baseline,50,0.19641358118601798,0.13063541224994937,0.27090482748157246
fly,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_optimized,50,0.2818547659772972,0.1886689199993418,0.3870546225426832
fly,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,tuna_retrained,50,0.3110810924939926,0.21625223355463719,0.4172128315285972
fly,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_tuna_31k,50,0.2755245031819022,0.18223056135621232,0.37717607347784965
fly,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_baseline,50,0.10524603174603175,0.06321428571428572,0.15716785714285714
fly,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_optimized,50,0.12122222222222222,0.07672222222222222,0.1701125
fly,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,tuna_retrained,50,0.15049206349206348,0.10530079365079364,0.20093789682539678
fly,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_tuna_31k,50,0.12796031746031744,0.08710238095238093,0.17360337301587303
fly,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_baseline,50,0.08856533728327542,0.05735194306325746,0.12240622976067984
fly,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_optimized,50,0.11552112840932413,0.07572099725677307,0.1587354916008027
fly,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,tuna_retrained,50,0.15095278521491357,0.10369065406773607,0.20561085801298404
fly,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_tuna_31k,50,0.12154294800907181,0.08137276791166843,0.1650204223391451
worm,all,background,P_vs_U_concordance,ipin_baseline,50,0.6045577777777779,0.5508744166666666,0.6573545833333333
worm,all,background,P_vs_U_concordance,ipin_optimized,50,0.6321622222222222,0.5839438888888889,0.6798592777777777
worm,all,background,P_vs_U_concordance,tuna_retrained,50,0.6209266666666666,0.5749166666666667,0.6682775000000001
worm,all,background,P_vs_U_concordance,ipin_tuna_31k,50,0.6598344444444444,0.611122,0.7071966666666667
worm,all,background,average_precision,ipin_baseline,50,0.17297044325158725,0.12274968943434496,0.2292120920821989
worm,all,background,average_precision,ipin_optimized,50,0.16035270108761165,0.11614651528552515,0.2105262024745325
worm,all,background,average_precision,tuna_retrained,50,0.14507939299671668,0.10425459290220031,0.1924941470193577
worm,all,background,average_precision,ipin_tuna_31k,50,0.18670641834418075,0.14162601441068898,0.2359394375118282
worm,all,background,reciprocal_rank,ipin_baseline,50,0.32215638196344715,0.22504457021692073,0.42623232685943274
worm,all,background,reciprocal_rank,ipin_optimized,50,0.2877951109795593,0.20115205333316716,0.38145086959721075
worm,all,background,reciprocal_rank,tuna_retrained,50,0.2522612825440932,0.16648922535110708,0.3464986952910981
worm,all,background,reciprocal_rank,ipin_tuna_31k,50,0.3415929337248597,0.24062440374080557,0.4495241884719838
worm,all,background,recall_at_10,ipin_baseline,50,0.2421111111111111,0.169,0.31911388888888886
worm,all,background,recall_at_10,ipin_optimized,50,0.21455555555555555,0.14733055555555555,0.28944444444444445
worm,all,background,recall_at_10,tuna_retrained,50,0.1886666666666667,0.12266666666666666,0.26033333333333336
worm,all,background,recall_at_10,ipin_tuna_31k,50,0.25722222222222224,0.18233055555555555,0.33333333333333337
worm,all,background,NDCG_at_10,ipin_baseline,50,0.20132361306407298,0.13629484902786818,0.2712749754868073
worm,all,background,NDCG_at_10,ipin_optimized,50,0.17592859460367177,0.11682042964264741,0.24201539238748915
worm,all,background,NDCG_at_10,tuna_retrained,50,0.15085151592904697,0.09586039357074377,0.21180742846543224
worm,all,background,NDCG_at_10,ipin_tuna_31k,50,0.21181012436136404,0.14966539370256055,0.27648535911349365
worm,all,matched,P_vs_U_concordance,ipin_baseline,50,0.56316,0.5075930833333334,0.6192340000000001
worm,all,matched,P_vs_U_concordance,ipin_optimized,50,0.5956133333333333,0.5435266666666667,0.6470214999999999
worm,all,matched,P_vs_U_concordance,tuna_retrained,50,0.598281111111111,0.5511833055555556,0.6474626111111111
worm,all,matched,P_vs_U_concordance,ipin_tuna_31k,50,0.5963755555555555,0.5516124166666668,0.6407945277777778
worm,all,matched,average_precision,ipin_baseline,50,0.14235244402392053,0.10289000789329394,0.18586520842980792
worm,all,matched,average_precision,ipin_optimized,50,0.15406928120517027,0.10944900751897185,0.20605027155525532
worm,all,matched,average_precision,tuna_retrained,50,0.1320290864353213,0.10218546957546824,0.16397180896358643
worm,all,matched,average_precision,ipin_tuna_31k,50,0.1339290888451415,0.10249910177692843,0.167661902010484
worm,all,matched,reciprocal_rank,ipin_baseline,50,0.27386178714569626,0.1832979337549507,0.371735244040701
worm,all,matched,reciprocal_rank,ipin_optimized,50,0.3112893312972836,0.21230964719482295,0.413069512757587
worm,all,matched,reciprocal_rank,tuna_retrained,50,0.251464892757243,0.17113858328000262,0.3400926732287548
worm,all,matched,reciprocal_rank,ipin_tuna_31k,50,0.24376851312854705,0.16212208347373674,0.3338759046802404
worm,all,matched,recall_at_10,ipin_baseline,50,0.20233333333333334,0.138,0.27299999999999996
worm,all,matched,recall_at_10,ipin_optimized,50,0.18955555555555553,0.12866666666666668,0.256
worm,all,matched,recall_at_10,tuna_retrained,50,0.16433333333333333,0.11199999999999999,0.2193333333333333
worm,all,matched,recall_at_10,ipin_tuna_31k,50,0.1788888888888889,0.12366666666666667,0.2353333333333333
worm,all,matched,NDCG_at_10,ipin_baseline,50,0.16175674237851267,0.10828988551126095,0.2192379503422867
worm,all,matched,NDCG_at_10,ipin_optimized,50,0.16752863240753796,0.11055918162422917,0.2299543564179445
worm,all,matched,NDCG_at_10,tuna_retrained,50,0.13481052541643426,0.09074549294373772,0.17978621250375568
worm,all,matched,NDCG_at_10,ipin_tuna_31k,50,0.14067277060281713,0.09573495671183611,0.18871656116839183
worm,all,all_U,P_vs_U_concordance,ipin_baseline,50,0.5838588888888889,0.5298380972222222,0.6383125972222222
worm,all,all_U,P_vs_U_concordance,ipin_optimized,50,0.6138877777777778,0.5650412638888889,0.6638671111111111
worm,all,all_U,P_vs_U_concordance,tuna_retrained,50,0.6096038888888888,0.5637511111111112,0.6571392222222221
worm,all,all_U,P_vs_U_concordance,ipin_tuna_31k,50,0.6281049999999999,0.5828712916666668,0.6733200833333333
worm,all,all_U,average_precision,ipin_baseline,50,0.10308227505014755,0.06787211335609507,0.14492362486551086
worm,all,all_U,average_precision,ipin_optimized,50,0.10473233115709123,0.06972229127402196,0.14743286103783823
worm,all,all_U,average_precision,tuna_retrained,50,0.0848576502863738,0.059840782511406246,0.1140365671461879
worm,all,all_U,average_precision,ipin_tuna_31k,50,0.09322055022128412,0.06747325232308349,0.12346927899395159
worm,all,all_U,reciprocal_rank,ipin_baseline,50,0.21887366888690138,0.1358346672936758,0.31240778276485365
worm,all,all_U,reciprocal_rank,ipin_optimized,50,0.2347566245492148,0.14909253761171712,0.3323717911067438
worm,all,all_U,reciprocal_rank,tuna_retrained,50,0.18261872238262225,0.10905572683506644,0.27068806230680126
worm,all,all_U,reciprocal_rank,ipin_tuna_31k,50,0.18104967311850853,0.1161031045062091,0.25677992285348883
worm,all,all_U,recall_at_10,ipin_baseline,50,0.13755555555555554,0.08566388888888889,0.19733333333333333
worm,all,all_U,recall_at_10,ipin_optimized,50,0.12855555555555556,0.07800000000000001,0.1845583333333333
worm,all,all_U,recall_at_10,tuna_retrained,50,0.11766666666666666,0.07266666666666667,0.16666666666666663
worm,all,all_U,recall_at_10,ipin_tuna_31k,50,0.14288888888888887,0.0932222222222222,0.19599999999999998
worm,all,all_U,NDCG_at_10,ipin_baseline,50,0.1179101793837405,0.0707943083869653,0.17214798683453209
worm,all,all_U,NDCG_at_10,ipin_optimized,50,0.11814151399446311,0.06964520631722916,0.1746290050038171
worm,all,all_U,NDCG_at_10,tuna_retrained,50,0.09384942830448267,0.05707226303355995,0.13438876340193237
worm,all,all_U,NDCG_at_10,ipin_tuna_31k,50,0.10565124829364832,0.06758443334817697,0.14746644666835157
worm,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_baseline,50,0.6045577777777779,0.551410861111111,0.6567372777777778
worm,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_optimized,50,0.6321622222222222,0.5831898888888889,0.6795123333333334
worm,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,tuna_retrained,50,0.6209266666666666,0.5748296666666667,0.66648425
worm,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_tuna_31k,50,0.6598344444444444,0.6096029444444444,0.7063341111111111
worm,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_baseline,50,0.17297044325158725,0.1237128317137933,0.22912721006158404
worm,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_optimized,50,0.16035270108761165,0.11606114967897818,0.21052829026783634
worm,no_exact_TRAIN_DEV_endpoint,background,average_precision,tuna_retrained,50,0.14507939299671668,0.10430003769796475,0.19173784375651937
worm,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_tuna_31k,50,0.18670641834418075,0.14212007215460154,0.23434382893318645
worm,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_baseline,50,0.32215638196344715,0.22507330105733636,0.4246689520398079
worm,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_optimized,50,0.2877951109795593,0.20115695358361516,0.38047238135319744
worm,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,tuna_retrained,50,0.2522612825440932,0.1669139080864233,0.3463861211857621
worm,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_tuna_31k,50,0.3415929337248597,0.24261026533103028,0.447796976934356
worm,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_baseline,50,0.2421111111111111,0.16999166666666668,0.31744722222222216
worm,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_optimized,50,0.21455555555555555,0.14722222222222223,0.2865583333333333
worm,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,tuna_retrained,50,0.1886666666666667,0.12266666666666667,0.2603333333333333
worm,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_tuna_31k,50,0.25722222222222224,0.18366666666666667,0.335
worm,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_baseline,50,0.20132361306407298,0.13684250580773588,0.27125101320791845
worm,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_optimized,50,0.17592859460367177,0.11692962704137795,0.2408012514428003
worm,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,tuna_retrained,50,0.15085151592904697,0.09613702170473837,0.21128201746993752
worm,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_tuna_31k,50,0.21181012436136404,0.15067003011579033,0.27625237101534733
worm,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_baseline,50,0.56316,0.50812475,0.61910075
worm,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_optimized,50,0.5956133333333333,0.5433465000000001,0.6476135
worm,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,tuna_retrained,50,0.598281111111111,0.55060525,0.6466339722222222
worm,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_tuna_31k,50,0.5963755555555555,0.5511777222222222,0.6413434722222221
worm,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_baseline,50,0.14235244402392053,0.1037765325558162,0.1867909005299911
worm,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_optimized,50,0.15406928120517027,0.1104238739413451,0.2063103856033809
worm,no_exact_TRAIN_DEV_endpoint,matched,average_precision,tuna_retrained,50,0.1320290864353213,0.101360673219793,0.16503925579557524
worm,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_tuna_31k,50,0.1339290888451415,0.10329487771150644,0.16773319986173527
worm,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_baseline,50,0.27386178714569626,0.1843433646488859,0.3756533573817806
worm,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_optimized,50,0.3112893312972836,0.21439244975646476,0.4172470605693683
worm,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,tuna_retrained,50,0.251464892757243,0.17014782099991607,0.341611829105329
worm,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_tuna_31k,50,0.24376851312854705,0.1635682302275383,0.33384762786577016
worm,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_baseline,50,0.20233333333333334,0.13699999999999998,0.2723333333333333
worm,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_optimized,50,0.18955555555555553,0.12855555555555556,0.255
worm,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,tuna_retrained,50,0.16433333333333333,0.11133333333333333,0.2193333333333333
worm,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_tuna_31k,50,0.1788888888888889,0.12377777777777776,0.23700277777777776
worm,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_baseline,50,0.16175674237851267,0.1085245091026324,0.22010780411289096
worm,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_optimized,50,0.16752863240753796,0.11147743939920701,0.23068648244387652
worm,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,tuna_retrained,50,0.13481052541643426,0.09024813096666784,0.18135756739926498
worm,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_tuna_31k,50,0.14067277060281713,0.09480711098531938,0.18892869754707714
worm,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_baseline,50,0.5838588888888889,0.5292526944444444,0.6383598888888887
worm,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_optimized,50,0.6138877777777778,0.563782125,0.664475
worm,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,tuna_retrained,50,0.6096038888888888,0.5627504583333335,0.6565004444444446
worm,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_tuna_31k,50,0.6281049999999999,0.5826842083333333,0.6735237916666668
worm,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_baseline,50,0.10308227505014755,0.06845806814723639,0.14475530571473944
worm,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_optimized,50,0.10473233115709123,0.0688699193487056,0.14720330509514037
worm,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,tuna_retrained,50,0.0848576502863738,0.05934403588001872,0.11383964046906099
worm,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_tuna_31k,50,0.09322055022128412,0.06707332813254337,0.12354856201007085
worm,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_baseline,50,0.21887366888690138,0.13583023679646716,0.3128302670402122
worm,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_optimized,50,0.2347566245492148,0.14629635800822288,0.33235980230700407
worm,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,tuna_retrained,50,0.18261872238262225,0.10848282675893756,0.26870093981848464
worm,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_tuna_31k,50,0.18104967311850853,0.11522274937283519,0.2582910627341153
worm,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_baseline,50,0.13755555555555554,0.08655,0.19733611111111107
worm,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_optimized,50,0.12855555555555556,0.07755000000000001,0.18489166666666665
worm,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,tuna_retrained,50,0.11766666666666666,0.07233333333333335,0.16633333333333333
worm,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_tuna_31k,50,0.14288888888888887,0.09188888888888888,0.19755555555555557
worm,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_baseline,50,0.1179101793837405,0.07121011932464356,0.17191556696443436
worm,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_optimized,50,0.11814151399446311,0.068549232040245,0.17382647519913577
worm,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,tuna_retrained,50,0.09384942830448267,0.05649670720254228,0.1352271671587134
worm,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_tuna_31k,50,0.10565124829364832,0.0672204251245832,0.1486718102322335
yeast,all,background,P_vs_U_concordance,ipin_baseline,50,0.5816519047619048,0.5314087380952381,0.6304291904761905
yeast,all,background,P_vs_U_concordance,ipin_optimized,50,0.6265346031746032,0.5750054007936507,0.6754055714285715
yeast,all,background,P_vs_U_concordance,tuna_retrained,50,0.611215873015873,0.5493065119047619,0.6687530515873017
yeast,all,background,P_vs_U_concordance,ipin_tuna_31k,50,0.6418903174603174,0.5937600793650795,0.6875648214285714
yeast,all,background,average_precision,ipin_baseline,50,0.12419960087023162,0.08631343324604601,0.17335443907993167
yeast,all,background,average_precision,ipin_optimized,50,0.14316428375137305,0.10802073543730925,0.1810821292212081
yeast,all,background,average_precision,tuna_retrained,50,0.1311071361270662,0.09705052822555049,0.1741048627206427
yeast,all,background,average_precision,ipin_tuna_31k,50,0.1517725717425998,0.11637246548061882,0.18941847922604713
yeast,all,background,reciprocal_rank,ipin_baseline,50,0.20107661753682493,0.12664517824632684,0.28815783903788006
yeast,all,background,reciprocal_rank,ipin_optimized,50,0.2711436189281664,0.18074702118947647,0.37362144557731614
yeast,all,background,reciprocal_rank,tuna_retrained,50,0.21466839592284795,0.1406560708024981,0.300972392139344
yeast,all,background,reciprocal_rank,ipin_tuna_31k,50,0.27622259621909645,0.1892426592302889,0.37105006948917885
yeast,all,background,recall_at_10,ipin_baseline,50,0.14928571428571427,0.0934123015873016,0.2116833333333333
yeast,all,background,recall_at_10,ipin_optimized,50,0.17269841269841268,0.11880912698412699,0.22774682539682536
yeast,all,background,recall_at_10,tuna_retrained,50,0.18506349206349207,0.12152301587301588,0.2530488095238095
yeast,all,background,recall_at_10,ipin_tuna_31k,50,0.20063492063492064,0.13368174603174607,0.27488888888888885
yeast,all,background,NDCG_at_10,ipin_baseline,50,0.11729964344351008,0.0700201500916335,0.1733597296188189
yeast,all,background,NDCG_at_10,ipin_optimized,50,0.14434492468775997,0.09707808462157635,0.19485616151362753
yeast,all,background,NDCG_at_10,tuna_retrained,50,0.13234201428970174,0.08492744524446617,0.1872643931346973
yeast,all,background,NDCG_at_10,ipin_tuna_31k,50,0.16300969088421546,0.11022220833192332,0.21710278635426494
yeast,all,matched,P_vs_U_concordance,ipin_baseline,50,0.595237380952381,0.545861384920635,0.6448996726190476
yeast,all,matched,P_vs_U_concordance,ipin_optimized,50,0.6332149206349207,0.5835799365079365,0.6822582261904762
yeast,all,matched,P_vs_U_concordance,tuna_retrained,50,0.6236784920634921,0.5646366587301587,0.6831713829365078
yeast,all,matched,P_vs_U_concordance,ipin_tuna_31k,50,0.6297696825396826,0.584433115079365,0.6757405992063492
yeast,all,matched,average_precision,ipin_baseline,50,0.11654871498902336,0.08903214965456166,0.1480207628205514
yeast,all,matched,average_precision,ipin_optimized,50,0.15448859189888436,0.11433145519474973,0.19956566042624746
yeast,all,matched,average_precision,tuna_retrained,50,0.14171616048979593,0.11075851891611015,0.17824280048792746
yeast,all,matched,average_precision,ipin_tuna_31k,50,0.15369847589662297,0.1176198728080512,0.19296389638455197
yeast,all,matched,reciprocal_rank,ipin_baseline,50,0.1834125899706563,0.12179836109336252,0.2539717025637148
yeast,all,matched,reciprocal_rank,ipin_optimized,50,0.2935330238914503,0.19514938022105371,0.39626859352054195
yeast,all,matched,reciprocal_rank,tuna_retrained,50,0.23746822272154833,0.16374360749373415,0.3228321202455228
yeast,all,matched,reciprocal_rank,ipin_tuna_31k,50,0.2969769379183975,0.20388844008849993,0.40186671773839594
yeast,all,matched,recall_at_10,ipin_baseline,50,0.17095238095238094,0.10685555555555555,0.24435079365079362
yeast,all,matched,recall_at_10,ipin_optimized,50,0.19628571428571429,0.143522619047619,0.2508107142857143
yeast,all,matched,recall_at_10,tuna_retrained,50,0.25245238095238093,0.18321309523809523,0.32576190476190475
yeast,all,matched,recall_at_10,ipin_tuna_31k,50,0.19458730158730156,0.13465039682539684,0.25820912698412696
yeast,all,matched,NDCG_at_10,ipin_baseline,50,0.11739287013360883,0.07419147767012636,0.16570715102369035
yeast,all,matched,NDCG_at_10,ipin_optimized,50,0.1620196957526606,0.11183415441689179,0.21577330530795752
yeast,all,matched,NDCG_at_10,tuna_retrained,50,0.16742684487501763,0.12061752579658569,0.21951862412665601
yeast,all,matched,NDCG_at_10,ipin_tuna_31k,50,0.1642497873587854,0.11446439660878806,0.21875708214142867
yeast,all,all_U,P_vs_U_concordance,ipin_baseline,50,0.5884446428571429,0.5394812242063493,0.6381646567460317
yeast,all,all_U,P_vs_U_concordance,ipin_optimized,50,0.6298747619047619,0.5795905595238097,0.6799428551587302
yeast,all,all_U,P_vs_U_concordance,tuna_retrained,50,0.6174471825396826,0.5569101785714285,0.6745370922619047
yeast,all,all_U,P_vs_U_concordance,ipin_tuna_31k,50,0.63583,0.590253005952381,0.6814935535714285
yeast,all,all_U,average_precision,ipin_baseline,50,0.06604737432431508,0.04678113125750944,0.09099217075843259
yeast,all,all_U,average_precision,ipin_optimized,50,0.0878670542064618,0.06412758458434348,0.11392214014160552
yeast,all,all_U,average_precision,tuna_retrained,50,0.07334759308279201,0.054922004327165354,0.0962895093356394
yeast,all,all_U,average_precision,ipin_tuna_31k,50,0.09339353982593095,0.06767860891962182,0.1227695669385165
yeast,all,all_U,reciprocal_rank,ipin_baseline,50,0.1168855649402938,0.07001426233353698,0.17402789365670257
yeast,all,all_U,reciprocal_rank,ipin_optimized,50,0.2037805548451836,0.12346509334725995,0.29502564081716803
yeast,all,all_U,reciprocal_rank,tuna_retrained,50,0.13131138843487797,0.07986851866136577,0.19536461900415245
yeast,all,all_U,reciprocal_rank,ipin_tuna_31k,50,0.20057271161236134,0.12451562158842473,0.2868088982484229
yeast,all,all_U,recall_at_10,ipin_baseline,50,0.10034920634920635,0.050824603174603175,0.16181031746031743
yeast,all,all_U,recall_at_10,ipin_optimized,50,0.11771428571428569,0.06799285714285716,0.1723809523809524
yeast,all,all_U,recall_at_10,tuna_retrained,50,0.0966031746031746,0.055269047619047613,0.14442936507936505
yeast,all,all_U,recall_at_10,ipin_tuna_31k,50,0.1273968253968254,0.0812063492063492,0.17702301587301578
yeast,all,all_U,NDCG_at_10,ipin_baseline,50,0.06494466152975249,0.03454021074379455,0.1027221878353341
yeast,all,all_U,NDCG_at_10,ipin_optimized,50,0.0950644935494483,0.05714213883639437,0.13612448603289665
yeast,all,all_U,NDCG_at_10,tuna_retrained,50,0.06705529392870357,0.036817736572307025,0.1036276216022809
yeast,all,all_U,NDCG_at_10,ipin_tuna_31k,50,0.10473605819457701,0.06601307989580675,0.14714634195504528
yeast,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_baseline,50,0.5816519047619048,0.5323350238095238,0.631053357142857
yeast,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_optimized,50,0.6265346031746032,0.5764616547619047,0.6753297738095236
yeast,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,tuna_retrained,50,0.611215873015873,0.5488128293650792,0.6698857500000001
yeast,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_tuna_31k,50,0.6418903174603174,0.594675757936508,0.6880452380952383
yeast,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_baseline,50,0.12419960087023162,0.08640093271834182,0.1728135646459695
yeast,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_optimized,50,0.14316428375137305,0.10916360103954276,0.18062346839679638
yeast,no_exact_TRAIN_DEV_endpoint,background,average_precision,tuna_retrained,50,0.1311071361270662,0.0970514810362649,0.1729455371832646
yeast,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_tuna_31k,50,0.1517725717425998,0.11698782170281952,0.18979518691258454
yeast,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_baseline,50,0.20107661753682493,0.1263999999813495,0.28495958405265276
yeast,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_optimized,50,0.2711436189281664,0.18127468455963164,0.3700470799712209
yeast,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,tuna_retrained,50,0.21466839592284795,0.1398812828156792,0.30042111428993956
yeast,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_tuna_31k,50,0.27622259621909645,0.19145731411371733,0.369667532206387
yeast,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_baseline,50,0.14928571428571427,0.09453888888888887,0.2110968253968254
yeast,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_optimized,50,0.17269841269841268,0.11952341269841268,0.22763730158730158
yeast,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,tuna_retrained,50,0.18506349206349207,0.12256785714285716,0.2549694444444444
yeast,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_tuna_31k,50,0.20063492063492064,0.13355238095238098,0.27400158730158725
yeast,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_baseline,50,0.11729964344351008,0.07014536718068028,0.1727135391572243
yeast,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_optimized,50,0.14434492468775997,0.09777565808111652,0.1946060743366495
yeast,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,tuna_retrained,50,0.13234201428970174,0.08501655949341722,0.18685866013420543
yeast,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_tuna_31k,50,0.16300969088421546,0.11262696915541713,0.21702601818604417
yeast,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_baseline,50,0.595237380952381,0.5453400555555556,0.6461486507936508
yeast,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_optimized,50,0.6332149206349207,0.5825775595238094,0.6825012182539681
yeast,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,tuna_retrained,50,0.6236784920634921,0.5611893055555556,0.6834287123015872
yeast,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_tuna_31k,50,0.6297696825396826,0.5837422777777778,0.6756543888888888
yeast,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_baseline,50,0.11654871498902336,0.08890060996887182,0.1482243479850043
yeast,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_optimized,50,0.15448859189888436,0.11420656579801164,0.20004982000410598
