target,model,positive_subset,candidate_set,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20
EGFR,tuna_selected_31k,exclude_prior_train_development_P,context_background,3,300,303,0.9966666666666667,0.8333333333333333,1,1,1.0,1.0,2.0,0.6666666666666666,0.4,40.4,0.7653606369886217,1.0,3.0,1.0,0.3,30.299999999999997,0.9325210919548239,1.0,3.0,1.0,0.15,15.149999999999999,0.9325210919548239,1.0
EGFR,ipin_baseline,exclude_prior_train_development_P,all_U,3,450,453,0.6222222222222222,0.012237289972003917,105,105,105.0,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_prior_train_development_P,all_U,3,450,453,0.6518518518518519,0.012164133917927925,134,134,134.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_prior_train_development_P,all_U,3,450,453,0.7503703703703704,0.024901455134013272,26,26,26.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_original,exclude_prior_train_development_P,all_U,3,450,453,0.9985185185185185,0.8666666666666666,1,1,1.0,1.0,3.0,1.0,0.6,90.6,0.9469024295259745,1.0,3.0,1.0,0.3,45.3,0.9469024295259745,1.0,3.0,1.0,0.15,22.65,0.9469024295259745,1.0
EGFR,tuna_selected_31k,exclude_prior_train_development_P,all_U,3,450,453,0.997037037037037,0.8095238095238095,1,1,1.0,1.0,2.0,0.6666666666666666,0.4,60.400000000000006,0.7653606369886217,1.0,3.0,1.0,0.3,45.3,0.9217868789962071,1.0,3.0,1.0,0.15,22.65,0.9217868789962071,1.0
EGFR,ipin_baseline,exclude_prior_train_development_P_and_homomers,context,3,150,153,0.6266666666666667,0.035685838277301686,37,37,37.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_prior_train_development_P_and_homomers,context,3,150,153,0.6666666666666666,0.03683772991107878,41,41,41.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_prior_train_development_P_and_homomers,context,3,150,153,0.7777777777777778,0.07676256972031618,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.14126697285982898,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.14126697285982898,1.0
EGFR,tuna_original,exclude_prior_train_development_P_and_homomers,context,3,150,153,0.9977777777777778,0.9166666666666666,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,0.9674679834891693,1.0,3.0,1.0,0.3,15.299999999999999,0.9674679834891693,1.0,3.0,1.0,0.15,7.6499999999999995,0.9674679834891693,1.0
EGFR,tuna_selected_31k,exclude_prior_train_development_P_and_homomers,context,3,150,153,0.9955555555555555,0.8666666666666666,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,0.9469024295259745,1.0,3.0,1.0,0.3,15.299999999999999,0.9469024295259745,1.0,3.0,1.0,0.15,7.6499999999999995,0.9469024295259745,1.0
EGFR,ipin_baseline,exclude_prior_train_development_P_and_homomers,background,3,150,153,0.6466666666666666,0.03907998454057649,31,31,31.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_prior_train_development_P_and_homomers,background,3,150,153,0.6,0.03125160078545206,53,53,53.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_prior_train_development_P_and_homomers,background,3,150,153,0.68,0.05434721872991925,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.12681701683239352,1.0
EGFR,tuna_original,exclude_prior_train_development_P_and_homomers,background,3,150,153,0.9977777777777778,0.9166666666666666,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,0.9674679834891693,1.0,3.0,1.0,0.3,15.299999999999999,0.9674679834891693,1.0,3.0,1.0,0.15,7.6499999999999995,0.9674679834891693,1.0
EGFR,tuna_selected_31k,exclude_prior_train_development_P_and_homomers,background,3,150,153,0.9977777777777778,0.9166666666666666,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,0.9674679834891693,1.0,3.0,1.0,0.3,15.299999999999999,0.9674679834891693,1.0,3.0,1.0,0.15,7.6499999999999995,0.9674679834891693,1.0
EGFR,ipin_baseline,exclude_prior_train_development_P_and_homomers,low_plausibility,3,150,153,0.5933333333333334,0.03313248596267464,39,39,39.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_prior_train_development_P_and_homomers,low_plausibility,3,150,153,0.6888888888888889,0.03972376829519686,42,42,42.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_prior_train_development_P_and_homomers,low_plausibility,3,150,153,0.7933333333333333,0.09109730848861282,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.15642624200758548,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.15642624200758548,1.0
EGFR,tuna_original,exclude_prior_train_development_P_and_homomers,low_plausibility,3,150,153,1.0,1.0,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,1.0,1.0,3.0,1.0,0.3,15.299999999999999,1.0,1.0,3.0,1.0,0.15,7.6499999999999995,1.0,1.0
EGFR,tuna_selected_31k,exclude_prior_train_development_P_and_homomers,low_plausibility,3,150,153,0.9977777777777778,0.9166666666666666,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,0.9674679834891693,1.0,3.0,1.0,0.3,15.299999999999999,0.9674679834891693,1.0,3.0,1.0,0.15,7.6499999999999995,0.9674679834891693,1.0
EGFR,ipin_baseline,exclude_prior_train_development_P_and_homomers,context_background,3,300,303,0.6366666666666667,0.0190102120974077,67,67,67.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_prior_train_development_P_and_homomers,context_background,3,300,303,0.6333333333333333,0.017205371575494108,93,93,93.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_prior_train_development_P_and_homomers,context_background,3,300,303,0.7288888888888889,0.03298368298368298,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.10684080426179023,1.0
EGFR,tuna_original,exclude_prior_train_development_P_and_homomers,context_background,3,300,303,0.9977777777777778,0.8666666666666666,1,1,1.0,1.0,3.0,1.0,0.6,60.599999999999994,0.9469024295259745,1.0,3.0,1.0,0.3,30.299999999999997,0.9469024295259745,1.0,3.0,1.0,0.15,15.149999999999999,0.9469024295259745,1.0
EGFR,tuna_selected_31k,exclude_prior_train_development_P_and_homomers,context_background,3,300,303,0.9966666666666667,0.8333333333333333,1,1,1.0,1.0,2.0,0.6666666666666666,0.4,40.4,0.7653606369886217,1.0,3.0,1.0,0.3,30.299999999999997,0.9325210919548239,1.0,3.0,1.0,0.15,15.149999999999999,0.9325210919548239,1.0
EGFR,ipin_baseline,exclude_prior_train_development_P_and_homomers,all_U,3,450,453,0.6222222222222222,0.012237289972003917,105,105,105.0,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_prior_train_development_P_and_homomers,all_U,3,450,453,0.6518518518518519,0.012164133917927925,134,134,134.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_prior_train_development_P_and_homomers,all_U,3,450,453,0.7503703703703704,0.024901455134013272,26,26,26.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_original,exclude_prior_train_development_P_and_homomers,all_U,3,450,453,0.9985185185185185,0.8666666666666666,1,1,1.0,1.0,3.0,1.0,0.6,90.6,0.9469024295259745,1.0,3.0,1.0,0.3,45.3,0.9469024295259745,1.0,3.0,1.0,0.15,22.65,0.9469024295259745,1.0
EGFR,tuna_selected_31k,exclude_prior_train_development_P_and_homomers,all_U,3,450,453,0.997037037037037,0.8095238095238095,1,1,1.0,1.0,2.0,0.6666666666666666,0.4,60.400000000000006,0.7653606369886217,1.0,3.0,1.0,0.3,45.3,0.9217868789962071,1.0,3.0,1.0,0.15,22.65,0.9217868789962071,1.0
EGFR,ipin_baseline,exclude_any_model_prior_pairs,context,3,150,153,0.6266666666666667,0.035685838277301686,37,37,37.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_any_model_prior_pairs,context,3,150,153,0.6666666666666666,0.03683772991107878,41,41,41.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_any_model_prior_pairs,context,3,150,153,0.7777777777777778,0.07676256972031618,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.14126697285982898,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.14126697285982898,1.0
EGFR,tuna_original,exclude_any_model_prior_pairs,context,3,150,153,0.9977777777777778,0.9166666666666666,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,0.9674679834891693,1.0,3.0,1.0,0.3,15.299999999999999,0.9674679834891693,1.0,3.0,1.0,0.15,7.6499999999999995,0.9674679834891693,1.0
EGFR,tuna_selected_31k,exclude_any_model_prior_pairs,context,3,150,153,0.9955555555555555,0.8666666666666666,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,0.9469024295259745,1.0,3.0,1.0,0.3,15.299999999999999,0.9469024295259745,1.0,3.0,1.0,0.15,7.6499999999999995,0.9469024295259745,1.0
EGFR,ipin_baseline,exclude_any_model_prior_pairs,background,3,150,153,0.6466666666666666,0.03907998454057649,31,31,31.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_any_model_prior_pairs,background,3,150,153,0.6,0.03125160078545206,53,53,53.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_any_model_prior_pairs,background,3,150,153,0.68,0.05434721872991925,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.12681701683239352,1.0
EGFR,tuna_original,exclude_any_model_prior_pairs,background,3,150,153,0.9977777777777778,0.9166666666666666,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,0.9674679834891693,1.0,3.0,1.0,0.3,15.299999999999999,0.9674679834891693,1.0,3.0,1.0,0.15,7.6499999999999995,0.9674679834891693,1.0
EGFR,tuna_selected_31k,exclude_any_model_prior_pairs,background,3,150,153,0.9977777777777778,0.9166666666666666,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,0.9674679834891693,1.0,3.0,1.0,0.3,15.299999999999999,0.9674679834891693,1.0,3.0,1.0,0.15,7.6499999999999995,0.9674679834891693,1.0
EGFR,ipin_baseline,exclude_any_model_prior_pairs,low_plausibility,3,150,153,0.5933333333333334,0.03313248596267464,39,39,39.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_any_model_prior_pairs,low_plausibility,3,150,153,0.6888888888888889,0.03972376829519686,42,42,42.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_any_model_prior_pairs,low_plausibility,3,150,153,0.7933333333333333,0.09109730848861282,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.15642624200758548,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.15642624200758548,1.0
EGFR,tuna_original,exclude_any_model_prior_pairs,low_plausibility,3,150,153,1.0,1.0,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,1.0,1.0,3.0,1.0,0.3,15.299999999999999,1.0,1.0,3.0,1.0,0.15,7.6499999999999995,1.0,1.0
EGFR,tuna_selected_31k,exclude_any_model_prior_pairs,low_plausibility,3,150,153,0.9977777777777778,0.9166666666666666,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,0.9674679834891693,1.0,3.0,1.0,0.3,15.299999999999999,0.9674679834891693,1.0,3.0,1.0,0.15,7.6499999999999995,0.9674679834891693,1.0
EGFR,ipin_baseline,exclude_any_model_prior_pairs,context_background,3,300,303,0.6366666666666667,0.0190102120974077,67,67,67.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_any_model_prior_pairs,context_background,3,300,303,0.6333333333333333,0.017205371575494108,93,93,93.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_any_model_prior_pairs,context_background,3,300,303,0.7288888888888889,0.03298368298368298,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.10684080426179023,1.0
EGFR,tuna_original,exclude_any_model_prior_pairs,context_background,3,300,303,0.9977777777777778,0.8666666666666666,1,1,1.0,1.0,3.0,1.0,0.6,60.599999999999994,0.9469024295259745,1.0,3.0,1.0,0.3,30.299999999999997,0.9469024295259745,1.0,3.0,1.0,0.15,15.149999999999999,0.9469024295259745,1.0
EGFR,tuna_selected_31k,exclude_any_model_prior_pairs,context_background,3,300,303,0.9966666666666667,0.8333333333333333,1,1,1.0,1.0,2.0,0.6666666666666666,0.4,40.4,0.7653606369886217,1.0,3.0,1.0,0.3,30.299999999999997,0.9325210919548239,1.0,3.0,1.0,0.15,15.149999999999999,0.9325210919548239,1.0
EGFR,ipin_baseline,exclude_any_model_prior_pairs,all_U,3,450,453,0.6222222222222222,0.012237289972003917,105,105,105.0,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_any_model_prior_pairs,all_U,3,450,453,0.6518518518518519,0.012164133917927925,134,134,134.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_any_model_prior_pairs,all_U,3,450,453,0.7503703703703704,0.024901455134013272,26,26,26.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_original,exclude_any_model_prior_pairs,all_U,3,450,453,0.9985185185185185,0.8666666666666666,1,1,1.0,1.0,3.0,1.0,0.6,90.6,0.9469024295259745,1.0,3.0,1.0,0.3,45.3,0.9469024295259745,1.0,3.0,1.0,0.15,22.65,0.9469024295259745,1.0
EGFR,tuna_selected_31k,exclude_any_model_prior_pairs,all_U,3,450,453,0.997037037037037,0.8095238095238095,1,1,1.0,1.0,2.0,0.6666666666666666,0.4,60.400000000000006,0.7653606369886217,1.0,3.0,1.0,0.3,45.3,0.9217868789962071,1.0,3.0,1.0,0.15,22.65,0.9217868789962071,1.0
EGFR,ipin_baseline,exclude_any_model_prior_pairs_and_homomers,context,3,150,153,0.6266666666666667,0.035685838277301686,37,37,37.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_any_model_prior_pairs_and_homomers,context,3,150,153,0.6666666666666666,0.03683772991107878,41,41,41.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_any_model_prior_pairs_and_homomers,context,3,150,153,0.7777777777777778,0.07676256972031618,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.14126697285982898,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.14126697285982898,1.0
EGFR,tuna_original,exclude_any_model_prior_pairs_and_homomers,context,3,150,153,0.9977777777777778,0.9166666666666666,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,0.9674679834891693,1.0,3.0,1.0,0.3,15.299999999999999,0.9674679834891693,1.0,3.0,1.0,0.15,7.6499999999999995,0.9674679834891693,1.0
EGFR,tuna_selected_31k,exclude_any_model_prior_pairs_and_homomers,context,3,150,153,0.9955555555555555,0.8666666666666666,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,0.9469024295259745,1.0,3.0,1.0,0.3,15.299999999999999,0.9469024295259745,1.0,3.0,1.0,0.15,7.6499999999999995,0.9469024295259745,1.0
EGFR,ipin_baseline,exclude_any_model_prior_pairs_and_homomers,background,3,150,153,0.6466666666666666,0.03907998454057649,31,31,31.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_any_model_prior_pairs_and_homomers,background,3,150,153,0.6,0.03125160078545206,53,53,53.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_any_model_prior_pairs_and_homomers,background,3,150,153,0.68,0.05434721872991925,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.12681701683239352,1.0
EGFR,tuna_original,exclude_any_model_prior_pairs_and_homomers,background,3,150,153,0.9977777777777778,0.9166666666666666,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,0.9674679834891693,1.0,3.0,1.0,0.3,15.299999999999999,0.9674679834891693,1.0,3.0,1.0,0.15,7.6499999999999995,0.9674679834891693,1.0
EGFR,tuna_selected_31k,exclude_any_model_prior_pairs_and_homomers,background,3,150,153,0.9977777777777778,0.9166666666666666,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,0.9674679834891693,1.0,3.0,1.0,0.3,15.299999999999999,0.9674679834891693,1.0,3.0,1.0,0.15,7.6499999999999995,0.9674679834891693,1.0
EGFR,ipin_baseline,exclude_any_model_prior_pairs_and_homomers,low_plausibility,3,150,153,0.5933333333333334,0.03313248596267464,39,39,39.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_any_model_prior_pairs_and_homomers,low_plausibility,3,150,153,0.6888888888888889,0.03972376829519686,42,42,42.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_any_model_prior_pairs_and_homomers,low_plausibility,3,150,153,0.7933333333333333,0.09109730848861282,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.15642624200758548,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.15642624200758548,1.0
EGFR,tuna_original,exclude_any_model_prior_pairs_and_homomers,low_plausibility,3,150,153,1.0,1.0,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,1.0,1.0,3.0,1.0,0.3,15.299999999999999,1.0,1.0,3.0,1.0,0.15,7.6499999999999995,1.0,1.0
EGFR,tuna_selected_31k,exclude_any_model_prior_pairs_and_homomers,low_plausibility,3,150,153,0.9977777777777778,0.9166666666666666,1,1,1.0,1.0,3.0,1.0,0.6,30.599999999999998,0.9674679834891693,1.0,3.0,1.0,0.3,15.299999999999999,0.9674679834891693,1.0,3.0,1.0,0.15,7.6499999999999995,0.9674679834891693,1.0
EGFR,ipin_baseline,exclude_any_model_prior_pairs_and_homomers,context_background,3,300,303,0.6366666666666667,0.0190102120974077,67,67,67.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_any_model_prior_pairs_and_homomers,context_background,3,300,303,0.6333333333333333,0.017205371575494108,93,93,93.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_any_model_prior_pairs_and_homomers,context_background,3,300,303,0.7288888888888889,0.03298368298368298,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.10684080426179023,1.0
EGFR,tuna_original,exclude_any_model_prior_pairs_and_homomers,context_background,3,300,303,0.9977777777777778,0.8666666666666666,1,1,1.0,1.0,3.0,1.0,0.6,60.599999999999994,0.9469024295259745,1.0,3.0,1.0,0.3,30.299999999999997,0.9469024295259745,1.0,3.0,1.0,0.15,15.149999999999999,0.9469024295259745,1.0
EGFR,tuna_selected_31k,exclude_any_model_prior_pairs_and_homomers,context_background,3,300,303,0.9966666666666667,0.8333333333333333,1,1,1.0,1.0,2.0,0.6666666666666666,0.4,40.4,0.7653606369886217,1.0,3.0,1.0,0.3,30.299999999999997,0.9325210919548239,1.0,3.0,1.0,0.15,15.149999999999999,0.9325210919548239,1.0
EGFR,ipin_baseline,exclude_any_model_prior_pairs_and_homomers,all_U,3,450,453,0.6222222222222222,0.012237289972003917,105,105,105.0,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_any_model_prior_pairs_and_homomers,all_U,3,450,453,0.6518518518518519,0.012164133917927925,134,134,134.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_any_model_prior_pairs_and_homomers,all_U,3,450,453,0.7503703703703704,0.024901455134013272,26,26,26.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_original,exclude_any_model_prior_pairs_and_homomers,all_U,3,450,453,0.9985185185185185,0.8666666666666666,1,1,1.0,1.0,3.0,1.0,0.6,90.6,0.9469024295259745,1.0,3.0,1.0,0.3,45.3,0.9469024295259745,1.0,3.0,1.0,0.15,22.65,0.9469024295259745,1.0
EGFR,tuna_selected_31k,exclude_any_model_prior_pairs_and_homomers,all_U,3,450,453,0.997037037037037,0.8095238095238095,1,1,1.0,1.0,2.0,0.6666666666666666,0.4,60.400000000000006,0.7653606369886217,1.0,3.0,1.0,0.3,45.3,0.9217868789962071,1.0,3.0,1.0,0.15,22.65,0.9217868789962071,1.0
EGFR,ipin_baseline,exclude_all_five_prior_pairs,context,2,146,148,0.75,0.03888888888888889,36,36,36.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,ipin_optimized,exclude_all_five_prior_pairs,context,2,146,148,0.6986301369863014,0.0321078431372549,40,40,40.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,tuna_retrained,exclude_all_five_prior_pairs,context,2,146,148,0.7465753424657534,0.07026143790849673,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.1,7.4,0.18457569677956817,1.0,1.0,0.5,0.05,3.7,0.18457569677956817,1.0
EGFR,tuna_original,exclude_all_five_prior_pairs,context,2,146,148,0.9965753424657534,0.8333333333333333,1,1,1.0,1.0,2.0,1.0,0.4,29.6,0.9197207891481876,1.0,2.0,1.0,0.2,14.8,0.9197207891481876,1.0,2.0,1.0,0.1,7.4,0.9197207891481876,1.0
EGFR,tuna_selected_31k,exclude_all_five_prior_pairs,context,2,146,148,0.9931506849315068,0.75,1,1,1.0,1.0,2.0,1.0,0.4,29.6,0.8772153153380493,1.0,2.0,1.0,0.2,14.8,0.8772153153380493,1.0,2.0,1.0,0.1,7.4,0.8772153153380493,1.0
EGFR,ipin_baseline,exclude_all_five_prior_pairs,background,2,148,150,0.7804054054054054,0.043156059285091544,31,31,31.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
