row_index,tuna_selected_31k_seed20260803_score,tuna_selected_31k_seed20260817_score,tuna_selected_31k_seed20260831_score,tuna_selected_31k_score
1607,-2.844059944152832,-3.9143285751342773,-4.062921524047852,-3.6071033477783203
1608,-1.5476645231246948,-2.497830867767334,-2.370222806930542,-2.1385727326075235
1609,-1.4431527853012085,-2.646242618560791,-3.102968692779541,-2.3974546988805137
1610,-2.113947868347168,-3.7610905170440674,-1.9401823282241821,-2.605073571205139
1611,-2.204294443130493,-2.704962968826294,-2.991225004196167,-2.6334941387176514
1612,-1.5027107000350952,-2.995406150817871,-2.5708987712860107,-2.356338540712992
1613,-3.4682531356811523,-5.580167770385742,-2.7375357151031494,-3.928652207056681
1614,-4.056228160858154,-3.6730294227600098,-3.7088277339935303,-3.812695105870565
1615,-2.4232017993927,-2.8867383003234863,-2.746370315551758,-2.685436805089315
1616,-3.0915024280548096,-3.6283228397369385,-3.0288524627685547,-3.249559243520101
1617,-3.2977564334869385,-4.0915093421936035,-3.4011471271514893,-3.5968043009440103
1618,-3.187126398086548,-3.7371318340301514,-3.0773255825042725,-3.3338612715403237
1619,-1.8124500513076782,-1.3256014585494995,-3.448577642440796,-2.195543050765991
1620,-3.1219558715820312,-3.7701103687286377,-3.0263872146606445,-3.3061511516571045
1621,-0.9838606715202332,-3.9425621032714844,-2.5718801021575928,-2.4994342923164368
1622,-2.8507936000823975,-3.145895004272461,-2.4914944171905518,-2.8293943405151367
1623,-1.5285226106643677,-2.6061367988586426,-2.039965867996216,-2.058208425839742
1624,-1.9834097623825073,-2.8229000568389893,-2.331869125366211,-2.379392981529236
1625,-3.4684946537017822,-4.655911445617676,-3.2205867767333984,-3.7816642920176187
1626,-3.281106472015381,-4.500064373016357,-4.319631099700928,-4.033600648244222
1627,-2.612079381942749,-1.403922438621521,-2.1202609539031982,-2.0454209248224893
1628,-1.354634165763855,-3.450413227081299,-0.5819463729858398,-1.7956645886103313
1629,-1.6189544200897217,-3.373227834701538,-1.7925585508346558,-2.2615802685419717
1630,-2.8398241996765137,-3.527953624725342,-3.7647266387939453,-3.3775014877319336
1631,-3.9801559448242188,-4.057143211364746,-3.816070795059204,-3.951123317082723
1632,-1.052109718322754,-1.8206655979156494,-2.135986328125,-1.669587214787801
1633,-2.894437551498413,-4.350782871246338,-3.2234866619110107,-3.4895690282185874
1634,-2.441179037094116,-4.226595401763916,-3.2131638526916504,-3.2936460971832275
1635,-3.088921546936035,-3.6744301319122314,-3.446263551712036,-3.403205076853434
1636,-3.017629861831665,-4.213014125823975,-3.649423599243164,-3.6266891956329346
1637,-0.8070107102394104,-1.809428095817566,-0.640868067741394,-1.08576895793279
1638,-1.887210726737976,-3.370388984680176,-3.0979151725769043,-2.785171627998352
1639,-1.2217259407043457,-2.411320447921753,-1.1222859621047974,-1.5851107835769653
1640,-1.5882974863052368,-4.016852378845215,-1.7011774778366089,-2.4354424476623535
1641,-1.6822916269302368,-2.116410493850708,-1.3651992082595825,-1.721300443013509
1642,-2.2402312755584717,-3.4961564540863037,-3.2610621452331543,-2.999149958292643
1643,-2.139474630355835,-4.465417861938477,-2.6680495738983154,-3.0909806887308755
1644,-2.0646560192108154,-2.3655378818511963,-2.032093048095703,-2.1540956497192383
1645,-2.948371171951294,-3.7257885932922363,-3.168943405151367,-3.2810343901316323
1646,-3.528916358947754,-4.734123706817627,-3.667551279067993,-3.9768637816111245
1647,-3.20229434967041,-3.6609082221984863,-3.4172980785369873,-3.4268335501352944
1648,-2.9329724311828613,-2.3381717205047607,-0.962344765663147,-2.077829639116923
1649,-2.3737688064575195,-3.8789496421813965,-2.1700706481933594,-2.8075963656107583
1650,-2.8022851943969727,-4.925225734710693,-3.6401009559631348,-3.789203961690267
1651,-2.570844888687134,-1.7254506349563599,-2.4491465091705322,-2.2484806776046753
1652,-2.4999845027923584,-3.335005283355713,-3.4120588302612305,-3.0823495388031006
1653,-1.3980802297592163,-2.0435972213745117,-2.856022834777832,-2.0992334286371865
1654,-1.2750719785690308,-2.3356313705444336,-1.9880098104476929,-1.866237719853719
1655,-2.779799699783325,-2.8899409770965576,-1.9611165523529053,-2.543619076410929
1656,-2.0577900409698486,-1.9426021575927734,-2.7216005325317383,-2.24066424369812
1657,-2.4098575115203857,-3.8412067890167236,-2.274360418319702,-2.841808239618937
1658,-2.6634557247161865,-2.927250862121582,-2.8431637287139893,-2.8112901051839194
1659,-0.9275577068328857,-2.8449442386627197,-2.2872812747955322,-2.019927740097046
1660,-2.569166421890259,-3.3811960220336914,-3.641258955001831,-3.1972071329752603
1661,-2.586385488510132,-1.460532307624817,-2.235905170440674,-2.094274322191874
1662,-1.887159824371338,-1.241838812828064,-1.7820003032684326,-1.6369996468226116
1663,-2.6082568168640137,-3.7303519248962402,-3.014191150665283,-3.1175999641418457
1664,-3.3211145401000977,-5.5119781494140625,-2.6998355388641357,-3.844309409459432
1665,-2.2200608253479004,-2.4368245601654053,-1.4511061906814575,-2.035997192064921
1666,-3.792482376098633,-2.489511013031006,-3.0342369079589844,-3.105410099029541
1667,-2.7433090209960938,-3.027674674987793,-2.3888349533081055,-2.7199395497639975
1668,-1.5978249311447144,-1.5297446250915527,-1.157997488975525,-1.4285223484039307
1669,-0.9518760442733765,-1.1016472578048706,-0.6249485611915588,-0.8928239544232687
1670,-2.6608920097351074,-2.9482736587524414,-3.4394264221191406,-3.016197363535563
1671,-3.3096306324005127,-3.4733612537384033,-2.6230387687683105,-3.135343551635742
1672,-1.7127196788787842,-4.045027256011963,-3.3117146492004395,-3.023153861363729
1673,-2.4829094409942627,-3.09688663482666,-2.285477876663208,-2.621757984161377
1674,-2.271690607070923,-3.6846606731414795,-3.329368829727173,-3.095240036646525
1675,-1.9358774423599243,-3.9772818088531494,-2.5936696529388428,-2.8356096347173056
1676,-1.6313128471374512,-2.4474573135375977,-2.7112882137298584,-2.2633527914683023
1677,-2.75901460647583,-3.347489356994629,-3.689638376235962,-3.26538077990214
1678,-2.8286921977996826,-3.2002615928649902,-2.7739150524139404,-2.9342896143595376
1679,-1.6681801080703735,-3.8031108379364014,-3.56054949760437,-3.010613481203715
1680,-3.064755916595459,-2.7876079082489014,-3.6171939373016357,-3.1565192540486655
1681,-0.898496687412262,-2.6827445030212402,-1.7734887599945068,-1.784909983476003
1682,-2.001185655593872,-1.978774070739746,-1.6765893697738647,-1.885516365369161
1683,-2.0875444412231445,-3.105151414871216,-3.876408338546753,-3.0230347315470376
1684,-2.1548361778259277,-2.4449429512023926,-2.358342409133911,-2.319373846054077
1685,-2.8009371757507324,-3.9409713745117188,-3.5644540786743164,-3.4354542096455893
1686,-2.449993371963501,-3.8541924953460693,-2.6135945320129395,-2.9725934664408364
1687,-3.318279504776001,-3.257887363433838,-3.3304996490478516,-3.30222217241923
1688,-4.194572925567627,-4.623721122741699,-3.271332025527954,-4.02987535794576
1689,-2.1472256183624268,-2.3542754650115967,-2.5243163108825684,-2.341939131418864
1690,0.7277712225914001,0.13402308523654938,0.5448341369628906,0.4688761482636134
1691,-3.2274980545043945,-4.20400333404541,-3.5698583126068115,-3.6671199003855386
1692,-3.396007537841797,-2.678529977798462,-2.6831116676330566,-2.9192163944244385
1693,-5.5256853103637695,-6.94158411026001,-4.779569149017334,-5.748946189880371
1694,-2.9763593673706055,-4.580999851226807,-2.679243564605713,-3.412200927734375
1695,-2.5374410152435303,-5.408891677856445,-0.5244414806365967,-2.823591391245524
1696,-0.8358633518218994,-1.6659005880355835,-2.88350772857666,-1.7950905561447144
1697,-2.9334709644317627,-3.494532585144043,-3.2613673210144043,-3.229790290196737
1698,-3.4456233978271484,-3.954481363296509,-2.4419732093811035,-3.2806926568349204
1699,-0.9312151670455933,-0.8381911516189575,-0.7904825210571289,-0.8532962799072266
1700,-3.2197299003601074,-1.8249915838241577,-2.430976390838623,-2.491899291674296
1701,-2.4311816692352295,-3.265047311782837,-2.864720106124878,-2.853649695714315
1702,-2.221581220626831,-3.234680414199829,-1.8762978315353394,-2.444186488787333
1703,-2.573946952819824,-3.0368194580078125,-2.9223687648773193,-2.844378391901652
1704,-2.49027681350708,-2.094764232635498,-1.3882108926773071,-1.9910839796066284
1705,-1.467900037765503,-2.389360189437866,-2.404311418533325,-2.087190548578898
1706,-1.6317946910858154,-2.2164676189422607,-2.4534664154052734,-2.1005762418111167
1707,-3.6213269233703613,-4.0756916999816895,-2.7593374252319336,-3.4854520161946616
1708,-1.9771727323532104,-2.466738700866699,-1.2327420711517334,-1.8922178347905476
1709,-4.476232051849365,-4.170727729797363,-4.924716949462891,-4.523892243703206
1710,-0.6354242563247681,-1.6180260181427002,-0.7598962783813477,-1.0044488509496052
1711,-2.8724968433380127,-2.4915661811828613,-2.9644124507904053,-2.7761584917704263
1712,-1.427577257156372,-3.7812681198120117,-2.978193521499634,-2.729012966156006
1713,-2.1324915885925293,-2.315854072570801,-2.141827344894409,-2.1967243353525796
1714,-2.6438801288604736,-3.2764570713043213,-3.4694130420684814,-3.1299167474110923
1715,-2.5413260459899902,-3.0005862712860107,-3.2605297565460205,-2.934147357940674
1716,-2.4580984115600586,-3.50795578956604,-3.020357608795166,-2.9954706033070884
1717,-2.5196330547332764,-3.7163360118865967,-3.7406845092773438,-3.325551191965739
1718,-3.2977960109710693,-5.33199405670166,-2.9783244132995605,-3.86937149365743
1719,-4.268350601196289,-4.6869659423828125,-4.548233509063721,-4.5011833508809405
1720,-1.057797908782959,-1.1653828620910645,-1.1626249551773071,-1.1286019086837769
1721,-3.095181941986084,-3.3233048915863037,-2.170790433883667,-2.8630924224853516
1722,-2.756087303161621,-3.483313798904419,-2.54534912109375,-2.9282500743865967
1723,-1.6867880821228027,-4.1480326652526855,-1.186086893081665,-2.3403025468190513
1724,-2.415400981903076,-4.720155715942383,-1.841519832611084,-2.992358843485514
1725,-3.8491525650024414,-4.53178596496582,-3.1248810291290283,-3.835273186365763
1726,-2.045797109603882,-3.0888850688934326,-1.9369125366210938,-2.3571982383728027
1727,-4.220836639404297,-1.8635084629058838,-3.7011756896972656,-3.261840264002482
1728,-1.2863221168518066,-1.8513250350952148,-2.102285385131836,-1.7466441790262859
1729,-1.679802417755127,-3.283958673477173,-2.3218038082122803,-2.4285216331481934
1730,-2.686711072921753,-3.7276365756988525,-3.7389886379241943,-3.3844454288482666
1731,-3.022219657897949,-4.179589748382568,-2.3175251483917236,-3.1731115182240806
1732,-3.806316375732422,-3.077554941177368,-1.8226594924926758,-2.9021769364674888
1733,-1.1029716730117798,-1.942268967628479,-0.693369448184967,-1.246203362941742
1734,-3.6081252098083496,-2.9586727619171143,-2.9800589084625244,-3.1822856267293296
1735,-3.215531587600708,-4.184913158416748,-2.9187793731689453,-3.439741373062134
1736,-2.9819459915161133,-3.958636522293091,-2.1878662109375,-3.042816241582235
1737,-4.406815052032471,-3.2280173301696777,-3.976962089538574,-3.8705981572469077
1738,-3.8666880130767822,-3.7810096740722656,-3.497835636138916,-3.7151777744293213
1739,-2.921349048614502,-3.243774652481079,-3.0054352283477783,-3.0568529764811196
1740,-2.940253973007202,-3.3270578384399414,-3.6543266773223877,-3.3072128295898438
1741,-3.3385660648345947,-4.166719913482666,-3.5099282264709473,-3.671738068262736
1742,-1.5420547723770142,-2.386507749557495,-1.371214747428894,-1.7665924231211345
1743,-3.7785027027130127,-4.022127628326416,-2.8206794261932373,-3.540436585744222
1744,-2.8292858600616455,-1.950260043144226,-1.7872436046600342,-2.1889298359553018
1745,-1.4330822229385376,-2.6257011890411377,-1.7266689538955688,-1.9284841219584148
1746,-2.82661771774292,-2.6851742267608643,-2.595688819885254,-2.702493588129679
1747,-1.6330996751785278,-2.2650434970855713,-1.9671331644058228,-1.9550921122233074
1748,-2.8055479526519775,-2.8037843704223633,-2.9020578861236572,-2.837130069732666
1749,-0.49898800253868103,-2.192897319793701,-1.1491360664367676,-1.28034046292305
1750,-1.1231293678283691,-3.1299190521240234,-2.1744701862335205,-2.142506202061971
1751,-3.8755288124084473,-3.748194932937622,-2.195674180984497,-3.273132642110189
1752,-2.0767862796783447,-4.586538314819336,-3.4207332134246826,-3.3613526026407876
1753,-2.703561544418335,-3.6357080936431885,-3.089263439178467,-3.1428443590799966
1754,-2.302102565765381,-2.3461763858795166,-2.3082804679870605,-2.3188531398773193
1755,-1.909048318862915,-2.2456111907958984,-3.2403085231781006,-2.464989344278971
1756,-2.9342806339263916,-3.5725080966949463,-2.3762428760528564,-2.961010535558065
1757,-1.4282255172729492,-1.6598551273345947,-1.0594031810760498,-1.382494608561198
1758,-3.92513108253479,-4.777602672576904,-3.216768741607666,-3.9731674989064536
1759,-2.717912197113037,-1.9211574792861938,-1.9575551748275757,-2.1988749504089355
1760,-1.8535549640655518,-2.764545202255249,-2.550424814224243,-2.389508326848348
1761,-3.43137264251709,-4.3702616691589355,-2.0892956256866455,-3.296976645787557
1762,-2.3168721199035645,-4.035639762878418,-3.247652292251587,-3.20005472501119
1763,-2.9007232189178467,-2.4102368354797363,-3.1094534397125244,-2.8068044980367026
1764,-0.9626095294952393,-1.2792840003967285,-1.3092849254608154,-1.183726151784261
1765,-1.1657389402389526,-2.5553016662597656,-2.5452661514282227,-2.0887689193089805
1766,-0.2512540817260742,-1.0446314811706543,0.9400348663330078,-0.11861689885457356
1767,-4.189423084259033,-3.565366506576538,-3.5374605655670166,-3.7640833854675293
1768,-4.0255889892578125,-2.0895509719848633,-1.7969965934753418,-2.6373788515726724
1769,-0.5328790545463562,-2.428612470626831,-2.395271062850952,-1.7855875293413799
1770,-2.1779019832611084,-1.5199998617172241,-0.43922942876815796,-1.3790437579154968
1771,-1.915358304977417,-2.3262312412261963,-1.1346969604492188,-1.7920955022176106
1772,-2.910342216491699,-3.4974424839019775,-3.26759672164917,-3.2251271406809487
1773,-2.3352792263031006,-3.9468681812286377,-3.484508752822876,-3.255552053451538
1774,-0.8791232705116272,-0.8044658899307251,-0.08437994122505188,-0.5893230338891348
1775,0.06621970236301422,-1.2895115613937378,0.7064101696014404,-0.1722938964764277
1776,-1.3828449249267578,-2.5043301582336426,-2.4271275997161865,-2.1047675609588623
1777,-1.6462266445159912,-2.0131800174713135,-1.5844143629074097,-1.7479403416315715
1778,-0.8181508183479309,-2.194993257522583,-0.6890578269958496,-1.2340673009554546
1779,-1.894968032836914,-1.8277709484100342,-1.158071756362915,-1.626936912536621
1780,-1.6339069604873657,-1.6270538568496704,-1.06486976146698,-1.4419435262680054
1781,-1.312682032585144,-1.9595054388046265,-2.007227897644043,-1.7598051230112712
1782,-1.0937221050262451,-1.860443353652954,-2.382341146469116,-1.7788355350494385
1783,-2.6584253311157227,-2.327025890350342,-3.0601048469543457,-2.6818520228068032
1784,-2.5938782691955566,-3.1157195568084717,-1.184457540512085,-2.298018455505371
1785,-0.7050034999847412,-0.7797902822494507,-1.2510570287704468,-0.9119502703348795
1786,-3.338625192642212,-5.1005377769470215,-2.730369806289673,-3.7231775919596353
1787,-1.7643449306488037,-3.485913038253784,-2.9453723430633545,-2.731876770655314
1788,-1.4510385990142822,-1.6010677814483643,-1.4715290069580078,-1.5078784624735515
1789,-1.9683451652526855,-2.151920795440674,-1.7714505195617676,-1.9639054934183757
1790,-1.512410044670105,-2.5130956172943115,-1.7779110670089722,-1.9344722429911296
1791,-0.8643975853919983,-1.0304306745529175,-0.6024179458618164,-0.8324154019355774
1792,-1.2490882873535156,-2.7330620288848877,-1.993478536605835,-1.9918762842814128
1793,-1.6111277341842651,-2.728793144226074,-2.2911481857299805,-2.21035635471344
1794,0.6458638310432434,0.09067516028881073,0.4998496472835541,0.41212954620520276
1795,-2.7432355880737305,-2.6169662475585938,-3.3696372509002686,-2.9099463621775308
1796,-1.793819546699524,-1.7029123306274414,-2.108778238296509,-1.8685033718744914
1797,-2.7363131046295166,-3.0675582885742188,-2.5746254920959473,-2.792832295099894
1798,-1.9187997579574585,-3.1915910243988037,-3.4960663318634033,-2.8688190380732217
1799,-1.6191526651382446,-2.898118495941162,-1.1024813652038574,-1.8732508420944214
1800,-2.48585844039917,-3.261333703994751,-2.026552200317383,-2.591248114903768
1801,-2.008430242538452,-2.4223060607910156,-1.6804659366607666,-2.037067413330078
1802,-1.847555160522461,-2.977325201034546,-2.3740687370300293,-2.399649699529012
1803,-3.7772512435913086,-3.8257622718811035,-3.4806785583496094,-3.6945640246073403
1804,-1.1490410566329956,-2.2148547172546387,-1.1314623355865479,-1.4984527031580608
1805,-3.0295612812042236,-2.8223204612731934,-2.7837023735046387,-2.878528038660685
1806,-3.102072238922119,-3.586927890777588,-3.1237571239471436,-3.27091908454895
1807,-3.9840221405029297,-3.2322354316711426,-3.3515443801879883,-3.5226006507873535
1808,-2.2132067680358887,-2.171211004257202,-2.4818263053894043,-2.288748025894165
1809,-1.7741570472717285,-2.4950010776519775,-1.2431080341339111,-1.8374220530192058
1810,-2.4774248600006104,-3.0989186763763428,-3.2522048950195312,-2.9428494771321616
1811,-2.3728132247924805,-3.0062577724456787,-3.8823018074035645,-3.0871242682139077
1812,-2.524268388748169,-2.472616195678711,-3.3715295791625977,-2.789471387863159
1813,-3.8931758403778076,-4.735102653503418,-4.095650672912598,-4.2413097222646075
1814,-2.690375328063965,-2.3043301105499268,-2.2719266414642334,-2.422210693359375
1815,-2.400404930114746,-2.677388906478882,-2.301387310028076,-2.4597270488739014
1816,-2.1725902557373047,-1.5656158924102783,-1.3993616104125977,-1.7125225861867268
1817,-0.8265403509140015,-1.485514521598816,-1.7174792289733887,-1.3431780338287354
1818,-1.9388059377670288,-1.6166325807571411,-0.7667280435562134,-1.4407221873601277
1819,-2.0485024452209473,-2.70770525932312,-1.9976651668548584,-2.251290957132975
1820,-2.4788849353790283,-3.85164475440979,-3.1606791019439697,-3.163736263910929
1821,-1.8760944604873657,-1.8954654932022095,-2.4298512935638428,-2.067137082417806
1822,-1.6077994108200073,-0.6078827381134033,-2.2234227657318115,-1.4797016382217407
1823,-2.406339645385742,-2.2869296073913574,-0.6559274196624756,-1.7830655574798584
1824,-3.012608051300049,-3.1426053047180176,-2.809069871902466,-2.9880944093068442
1825,-3.8271360397338867,-4.503710746765137,-3.9726357460021973,-4.101160844167073
1826,-2.6384434700012207,-4.428369998931885,-5.2540130615234375,-4.106942176818848
1827,-2.4448516368865967,-2.717353105545044,-3.4771246910095215,-2.8797764778137207
1828,-1.726028323173523,-2.3793230056762695,-0.5898573398590088,-1.565069556236267
1829,-1.4285733699798584,-2.363097906112671,-2.041851043701172,-1.9445074399312336
1830,-1.7104032039642334,-2.4143974781036377,-1.2662243843078613,-1.7970083554585774
1831,-3.248220443725586,-3.604412078857422,-3.7594475746154785,-3.5373600323994956
1832,-1.0195850133895874,-2.986616611480713,-2.5794517993927,-2.195217808087667
1833,-2.9926939010620117,-2.978614330291748,-2.074230432510376,-2.6818462212880454
1834,-2.551405191421509,-3.2993063926696777,-3.729531764984131,-3.1934144496917725
1835,-2.3216400146484375,-2.6130356788635254,-2.9436123371124268,-2.62609601020813
1836,-0.7506848573684692,-1.3874870538711548,-0.6163092255592346,-0.9181603789329529
1837,-2.2571940422058105,-3.2983908653259277,-1.7269647121429443,-2.427516539891561
1838,-4.172210216522217,-4.039302349090576,-4.0081048011779785,-4.073205788930257
1839,-0.31043732166290283,-0.9276126623153687,-1.3953676223754883,-0.8778058687845866
1840,-4.071974754333496,-3.567929267883301,-3.4361274242401123,-3.692010482152303
1841,-2.0339362621307373,-2.24086594581604,-2.1426470279693604,-2.1391497453053794
1842,-2.6468448638916016,-3.566019296646118,-3.0392181873321533,-3.0840274492899575
1843,-2.89113450050354,-2.9565775394439697,-3.274766683578491,-3.0408262411753335
1844,-3.0152106285095215,-2.9256038665771484,-3.126601219177246,-3.0224719047546387
1845,-2.9994852542877197,-5.056833744049072,-4.319105625152588,-4.125141541163127
1846,-1.944405436515808,-3.127434730529785,-2.7873284816741943,-2.6197228829065957
1847,-0.7227265238761902,-2.033893585205078,-1.1441433429718018,-1.30025448401769
1848,-3.7635691165924072,-3.482283115386963,-3.5863168239593506,-3.6107230186462402
1849,-4.339915752410889,-3.7803401947021484,-4.500839710235596,-4.207031885782878
1850,-2.35231876373291,-0.866610586643219,-3.447779655456543,-2.2222363352775574
1851,-2.0584564208984375,-2.8871655464172363,-3.173036813735962,-2.7062195936838784
1852,-2.2966625690460205,-3.246992826461792,-3.1881818771362305,-2.910612424214681
1853,-2.7322640419006348,-3.8929193019866943,-3.21126127243042,-3.2788148721059165
1854,-1.6929737329483032,-2.074824094772339,-3.1933717727661133,-2.3203898668289185
1855,-2.5773086547851562,-3.5064382553100586,-3.451707363128662,-3.1784847577412925
1856,-2.4182705879211426,-2.0497865676879883,-1.6539456844329834,-2.0406676133473716
1857,-0.7729171514511108,-1.0552546977996826,-0.029080508276820183,-0.6190841191758713
1858,-4.535791873931885,-4.385101795196533,-3.713757276535034,-4.21155031522115
1859,-2.5458617210388184,-4.651537895202637,-3.5485966205596924,-3.5819987456003823
1860,-2.7070162296295166,-3.10176157951355,-2.3189311027526855,-2.7092363039652505
1861,-2.3546319007873535,-2.6059069633483887,-2.2958905696868896,-2.4188098112742105
1862,-1.315297245979309,-2.4045767784118652,-2.606811761856079,-2.108895262082418
1863,-3.2363922595977783,-2.427093744277954,-2.9451990127563477,-2.8695616722106934
1864,-3.546154022216797,-4.334983825683594,-3.308830738067627,-3.729989528656006
1865,-2.262476921081543,-3.1382527351379395,-2.61120343208313,-2.6706443627675376
1866,-3.0019593238830566,-3.0416619777679443,-2.089181661605835,-2.710934321085612
1867,-3.1615347862243652,-5.384566783905029,-3.7785141468048096,-4.108205238978068
1868,-1.086438775062561,-1.5001386404037476,-1.9070069789886475,-1.4978614648183186
1869,-2.38392972946167,-2.2028963565826416,-3.0896830558776855,-2.5588363806406655
1870,-2.6056106090545654,-3.1418187618255615,-2.502314329147339,-2.749914566675822
1871,-2.5586109161376953,-2.4384243488311768,-2.4162075519561768,-2.471080938975016
1872,-3.3160760402679443,-3.5573132038116455,-3.97397518157959,-3.615788141886393
1873,-2.496760368347168,-4.297491073608398,-4.395627975463867,-3.729959805806478
1874,-3.0469212532043457,-3.1331112384796143,-2.4457030296325684,-2.8752451737721763
1875,-3.4946084022521973,-2.8217740058898926,-2.0276052951812744,-2.7813292344411216
1876,-2.6371352672576904,-2.425440549850464,-1.7065843343734741,-2.256386717160543
1877,-1.5742716789245605,-2.625826597213745,-1.7102808952331543,-1.9701263904571533
1878,-1.474006175994873,-3.8929615020751953,-3.276710033416748,-2.881225903828939
1879,-2.2408804893493652,-2.3386571407318115,-2.328511953353882,-2.302683194478353
1880,-3.1095049381256104,-4.247417449951172,-3.8108127117156982,-3.7225783665974936
1881,-1.8264648914337158,-2.5585148334503174,-1.7790085077285767,-2.054662744204203
1882,-2.5871334075927734,-3.765378713607788,-3.2129712104797363,-3.1884944438934326
1883,-0.9515047073364258,-3.999302864074707,-3.316179037094116,-2.755662202835083
1884,-1.6838740110397339,-3.9356613159179688,-4.080591678619385,-3.233375668525696
1885,-2.276651620864868,-2.807109832763672,-3.3731462955474854,-2.818969249725342
1886,-2.406933069229126,-2.8368988037109375,-3.161832332611084,-2.8018880685170493
1887,-2.6175734996795654,-2.0651350021362305,-2.8058691024780273,-2.496192534764608
1888,-1.2470510005950928,-2.674921989440918,-3.8210208415985107,-2.580997943878174
1889,-1.4763575792312622,-1.4666813611984253,-1.275093674659729,-1.4060442050298054
1890,-2.001633644104004,-4.052149295806885,-3.671438217163086,-3.2417403856913247
1891,-1.255593180656433,-1.822535514831543,-2.26586651802063,-1.781331737836202
1892,-0.3204587697982788,-1.9299534559249878,-0.7582865357398987,-1.0028995871543884
1893,-3.1252431869506836,-3.419156789779663,-3.7095372676849365,-3.417979081471761
1894,-3.48461651802063,-3.145883798599243,-3.781233549118042,-3.4705779552459717
1895,-3.621677875518799,-3.8189311027526855,-3.0946638584136963,-3.5117576122283936
1896,-2.643941879272461,-3.045153856277466,-2.7044284343719482,-2.7978413899739585
1897,-3.0430214405059814,-2.18302321434021,-3.6803462505340576,-2.968796968460083
1898,-1.9888468980789185,-2.633807420730591,-2.740067720413208,-2.4542406797409058
1899,-3.1320910453796387,-3.485232353210449,-3.7296016216278076,-3.4489750067392984
1900,-2.323009490966797,-2.761216640472412,-3.336886405944824,-2.8070375124613443
1901,-2.4147396087646484,-2.9733176231384277,-3.6626105308532715,-3.0168892542521157
1902,-3.621151924133301,-3.5044946670532227,-3.4931435585021973,-3.5395967165629068
1903,-2.295588731765747,-1.5747352838516235,-2.696234941482544,-2.1888529856999717
1904,-3.0159072875976562,-2.9853498935699463,-3.050943374633789,-3.0174001852671304
1905,-1.48146653175354,-2.82002329826355,-1.080065131187439,-1.793851653734843
1906,-2.773075819015503,-3.2105612754821777,-2.3964319229125977,-2.7933563391367593
1907,-2.610116958618164,-3.6809146404266357,-3.419170618057251,-3.23673407236735
1908,-2.039426565170288,-1.864044189453125,-2.892348527908325,-2.265273094177246
1909,-1.445311188697815,-2.7201449871063232,-2.030992031097412,-2.06548273563385
1910,-3.98537540435791,-3.81475567817688,-3.563620090484619,-3.7879170576731362
1911,-3.594845771789551,-3.3434808254241943,-2.7533042430877686,-3.230543613433838
1912,-2.7320144176483154,-3.024261474609375,-3.4368255138397217,-3.064367135365804
1913,-2.7832436561584473,-3.936105489730835,-2.6852807998657227,-3.1348766485850015
1914,-2.2293477058410645,-2.5420758724212646,-1.9371610879898071,-2.236194888750712
1915,-2.1920461654663086,-2.816250801086426,-3.1701762676239014,-2.7261577447255454
1916,-0.4271000921726227,-0.5573863983154297,0.7040181756019592,-0.09348943829536438
1917,-3.2861220836639404,-2.735999822616577,-3.281090021133423,-3.1010706424713135
1918,-2.734386682510376,-3.8142309188842773,-4.2435102462768555,-3.5973759492238364
1919,-3.688375949859619,-4.006547451019287,-4.786572456359863,-4.16049861907959
1920,-1.6099553108215332,-3.1047463417053223,-2.62905216217041,-2.447917938232422
1921,-2.803107976913452,-4.2070183753967285,-3.319580316543579,-3.4432355562845864
1922,-1.011918544769287,-2.531724452972412,-2.3652615547180176,-1.9696348508199055
1923,-0.9412559270858765,-3.0893096923828125,-2.6753933429718018,-2.23531965414683
1924,-1.988333821296692,-4.285594463348389,-2.0774807929992676,-2.7838030258814492
1925,-2.14518404006958,-2.6786036491394043,-3.0767226219177246,-2.6335034370422363
1926,-1.7539399862289429,-3.7514874935150146,-2.9840986728668213,-2.8298420508702598
1927,-0.6671333909034729,-0.9751822352409363,-1.5586020946502686,-1.0669725735982258
1928,-1.4074482917785645,-2.73829984664917,-2.3093185424804688,-2.151688893636068
1929,-3.2561092376708984,-2.730788469314575,-2.983414649963379,-2.9901041189829507
1930,-3.099774122238159,-4.566679954528809,-3.448284387588501,-3.7049128214518228
1931,-0.9750407338142395,-2.181622266769409,-1.8440324068069458,-1.6668984691301982
1932,-1.504148244857788,-1.2795850038528442,-1.6704680919647217,-1.484733780225118
1933,-2.779374122619629,-3.859680414199829,-5.029648780822754,-3.889567772547404
1934,-2.8662571907043457,-4.106995105743408,-3.577202558517456,-3.5168182849884033
1935,-2.8428149223327637,-3.3065271377563477,-3.456716775894165,-3.2020196119944253
1936,-3.3501102924346924,-4.507439136505127,-2.5304806232452393,-3.462676684061686
1937,-2.9673728942871094,-3.742048501968384,-3.065490245819092,-3.2583038806915283
1938,-2.3060598373413086,-4.894487380981445,-1.9127895832061768,-3.037778933842977
1939,-3.8883848190307617,-5.408418655395508,-4.340974807739258,-4.545926094055176
1940,-1.754625916481018,-2.2277262210845947,-2.8994202613830566,-2.2939241329828897
1941,-3.1821746826171875,-4.158436298370361,-2.5637550354003906,-3.30145533879598
1942,-3.4137063026428223,-2.427985906600952,-2.5392520427703857,-2.79364808400472
